title,year,source,authors,class,keywords,abstract,pdf_link,topic
DiffPhyCon: A Generative Approach to Control Complex Physical Systems,2024,NIPS,"'Long Wei', 'Peiyan Hu', 'Ruiqi Feng', 'Haodong Feng', 'Yixuan Du', 'Tao Zhang', 'Rui Wang', 'Yue Wang', 'Zhi-Ming Ma', 'Tailin Wu'",poster,,"Controlling the evolution of complex physical systems is a fundamental task across science and engineering. 
Classical techniques suffer from limited applicability or huge computational costs. On the other hand, recent deep learning and reinforcement learning-based approaches often struggle to optimize long-term control sequences under the constraints of system dynamics. In this work, we introduce Diffusion Physical systems Control (DiffPhyCon), a new class of method to address the physical systems control problem. DiffPhyCon excels by simultaneously minimizing both the learned generative energy function and the predefined control objectives across the entire trajectory and control sequence. Thus, it can explore globally and plan near-optimal control sequences. Moreover, we enhance DiffPhyCon with prior reweighting, enabling the discovery of control sequences that significantly deviate from the training distribution. We test our method on three tasks: 1D Burgers' equation, 2D jellyfish movement control, and 2D high-dimensional smoke control, where our generated jellyfish dataset is released as a benchmark for complex physical system control research. Our method outperforms widely applied classical approaches and state-of-the-art deep learning and reinforcement learning methods. Notably, DiffPhyCon unveils an intriguing fast-close-slow-open pattern observed in the jellyfish, aligning with established findings in the field of fluid dynamics. The project website, jellyfish dataset, and code can be found at https://github.com/AI4Science-WestlakeU/diffphycon.",https://api2.openreview.net/pdf/6810872982165a9ec0a0137199ae9e8765cd0a64.pdf,reinforcement learning;graph;optimization;zero_few-shot;generative model;differential equation solving;search;alignment
Learnability Matters: Active Learning for Video Captioning,2024,NIPS,"'Yiqian Zhang', 'Buyu Liu', 'Jun Bao', 'Qiang Huang', 'Min Zhang', 'Jun Yu'",poster,,"This work focuses on the active learning in video captioning. In particular, we propose to address the learnability problem in active learning, which has been brought up by collective outliers in video captioning and neglected in the literature. To start with, we conduct a comprehensive study of collective outliers, exploring their hard-to-learn property and concluding that ground truth inconsistency is one of the main causes. Motivated by this, we design a novel active learning algorithm that takes three complementary aspects, namely learnability, diversity, and uncertainty, into account. Ideally, learnability is reflected by ground truth consistency. Under the active learning scenario where ground truths are not available until human involvement, we measure the consistency on estimated ground truths, where predictions from off-the-shelf models are utilized as approximations to ground truths. These predictions are further used to estimate sample frequency and reliability, evincing the diversity and uncertainty respectively. With the help of our novel caption-wise active learning protocol, our algorithm is capable of leveraging knowledge from humans in a more effective yet intellectual manner. Results on publicly available video captioning datasets with diverse video captioning models demonstrate that our algorithm outperforms SOTA active learning methods by a large margin, e.g. we achieve about 103% of full performance on CIDEr with 25% of human annotations on MSR-VTT.",https://api2.openreview.net/pdf/bb99de3367bdcd7c7afbfde19367c9eac2393c5e.pdf,graph;active learning;video
CA-SSLR: Condition-Aware Self-Supervised Learning Representation for Generalized Speech Processing,2024,NIPS,"'Yen-Ju Lu', 'Jing Liu', 'Thomas Thebaud', 'Laureano Moro-Velazquez', 'Ariya Rastrow', 'Najim Dehak', 'Jesus Villalba'",poster,,"We introduce Condition-Aware Self-Supervised Learning Representation (CA-SSLR), a generalist conditioning model broadly applicable to various speech-processing tasks. Compared to standard fine-tuning methods that optimize for downstream models, CA-SSLR integrates language and speaker embeddings from earlier layers, making the SSL model aware of the current language and speaker context.
This approach reduces the reliance on the input audio features while preserving the integrity of the base SSLR. CA-SSLR improves the model’s capabilities and demonstrates its generality on unseen tasks with minimal task-specific tuning. Our method employs linear modulation to dynamically adjust internal representations, enabling fine-grained adaptability without significantly altering the original model behavior. Experiments show that CA-SSLR reduces the number of trainable parameters, mitigates overfitting, and excels in under-resourced and unseen tasks. Specifically, CA-SSLR achieves a 10\% relative reduction in LID errors, a 37\% improvement in ASR CER on the ML-SUPERB benchmark, and a 27\% decrease in SV EER on VoxCeleb-1, demonstrating its effectiveness.",https://api2.openreview.net/pdf/4fbddc91cc2fe0b130a3140c347d48b22ae829e1.pdf,graph;zero_few-shot;representation;streaming;self-learning
RoboMamba: Efficient Vision-Language-Action Model for Robotic Reasoning and Manipulation,2024,NIPS,"'Jiaming Liu', 'Mengzhen Liu', 'Zhenyu Wang', 'Pengju An', 'Xiaoqi Li', 'Kaichen Zhou', 'Senqiao Yang', 'Renrui Zhang', 'Yandong Guo', 'Shanghang Zhang'",poster,,"A fundamental objective in robot manipulation is to enable models to comprehend visual scenes and execute actions. Although existing Vision-Language-Action (VLA) models for robots can handle a range of basic tasks, they still face challenges in two areas: (1) insufficient reasoning ability to tackle complex tasks, and (2) high computational costs for VLA model fine-tuning and inference. The recently proposed state space model (SSM) known as Mamba demonstrates promising capabilities in non-trivial sequence modeling with linear inference complexity. Inspired by this, we introduce RoboMamba, an end-to-end robotic VLA model that leverages Mamba to deliver both robotic reasoning and action capabilities, while maintaining efficient fine-tuning and inference. Specifically, we first integrate the vision encoder with Mamba, aligning visual tokens with language embedding through co-training, empowering our model with visual common sense and robotic-related reasoning. To further equip RoboMamba with SE(3) pose prediction abilities, we explore an efficient fine-tuning strategy with a simple policy head. We find that once RoboMamba possesses sufficient reasoning capability, it can acquire manipulation skills with minimal fine-tuning parameters (0.1\% of the model) and time. In experiments, RoboMamba demonstrates outstanding reasoning capabilities on general and robotic evaluation benchmarks. Meanwhile, our model showcases impressive pose prediction results in both simulation and real-world experiments, achieving inference speeds 3 times faster than existing VLA models.",https://api2.openreview.net/pdf/d121b003663e64b010981e0a4b9e271adebd7c2d.pdf,inference;reasoning;embodied ai;token;action detection;state space model;alignment
Activating Self-Attention for Multi-Scene Absolute Pose Regression,2024,NIPS,"'Miso Lee', 'Jihwan Kim', 'Jae-Pil Heo'",poster,,"Multi-scene absolute pose regression addresses the demand for fast and memory-efficient camera pose estimation across various real-world environments. Nowadays, transformer-based model has been devised to regress the camera pose directly in multi-scenes. Despite its potential, transformer encoders are underutilized due to the collapsed self-attention map, having low representation capacity. This work highlights the problem and investigates it from a new perspective: distortion of query-key embedding space. Based on the statistical analysis, we reveal that queries and keys are mapped in completely different spaces while only a few keys are blended into the query region. This leads to the collapse of the self-attention map as all queries are considered similar to those few keys. Therefore, we propose simple but effective solutions to activate self-attention. Concretely, we present an auxiliary loss that aligns queries and keys, preventing the distortion of query-key space and encouraging the model to find global relations by self-attention. In addition, the fixed sinusoidal positional encoding is adopted instead of undertrained learnable one to reflect appropriate positional clues into the inputs of self-attention. As a result, our approach resolves the aforementioned problem effectively, thus outperforming existing methods in both outdoor and indoor scenes.",https://api2.openreview.net/pdf/7a7ae5c375a7545b171107f24006a8f0766bf47f.pdf,graph;zero_few-shot;transformer;representation;embodied ai;camera;memory-efficient LLM;alignment
Self-Guided Masked Autoencoder,2024,NIPS,"'Jeongwoo Shin', 'Inseo Lee', 'Junho Lee', 'Joonseok Lee'",poster,,"Masked Autoencoder (MAE) is a self-supervised approach for representation learning, widely applicable to a variety of downstream tasks in computer vision. In spite of its success, it is still not fully uncovered what and how MAE exactly learns. In this paper, with an in-depth analysis, we discover that MAE intrinsically learns pattern-based patch-level clustering from surprisingly early stages of pre-training. Upon this understanding, we propose self-guided masked autoencoder, which internally generates informed mask by utilizing its progress in patch clustering, substituting the naive random masking of the vanilla MAE. Our approach significantly boosts its learning process without relying on any external models or supplementary information, keeping the benefit of self-supervised nature of MAE intact. Comprehensive experiments on various downstream tasks verify the effectiveness of the proposed method.",https://api2.openreview.net/pdf/6536681167755f591a957e70741cb620ce215b0f.pdf,zero_few-shot;representation;text-guided;streaming;self-learning
Learning Interaction-aware 3D Gaussian Splatting for One-shot Hand Avatars,2024,NIPS,"'Xuan Huang', 'Hanhui Li', 'Wanquan Liu', 'Xiaodan Liang', 'Yiqiang Yan', 'Yuhao Cheng', 'CHENQIANG GAO'",poster,,"In this paper, we propose to create animatable avatars for interacting hands with 3D Gaussian Splatting (GS) and single-image inputs. Existing GS-based methods designed for single subjects often yield unsatisfactory results due to limited input views, various hand poses, and occlusions. To address these challenges, we introduce a novel two-stage interaction-aware GS framework that exploits cross-subject hand priors and refines 3D Gaussians in interacting areas. Particularly, to handle hand variations, we disentangle the 3D presentation of hands into optimization-based identity maps and learning-based latent geometric features and neural texture maps. Learning-based features are captured by trained networks to provide reliable priors for poses, shapes, and textures, while optimization-based identity maps enable efficient one-shot fitting of out-of-distribution hands. Furthermore, we devise an interaction-aware attention module and a self-adaptive Gaussian refinement module. These modules enhance image rendering quality in areas with intra- and inter-hand interactions, overcoming the limitations of existing GS-based methods. Our proposed method is validated via extensive experiments on the large-scale InterHand2.6M dataset, and it significantly improves the state-of-the-art performance in image quality. Code and models will be released upon acceptance.",https://api2.openreview.net/pdf/b4413f109b864ac38db802e66276511c1e2e8f2d.pdf,optimization;transformer;adaptive;metric;3d;weakly-supervised;animation;adaptation;splatting;entangle;action detection;3d vision
Learning Mixtures of Unknown Causal Interventions,2024,NIPS,"'Abhinav Kumar', 'Kirankumar Shiragur', 'Caroline Uhler'",poster,,"The ability to conduct interventions plays a pivotal role in learning causal relationships among variables, thus facilitating applications across diverse scientific disciplines such as genomics, economics, and machine learning. However, in many instances within these applications, the process of generating interventional data is subject to noise: rather than data being sampled directly from the intended interventional distribution, interventions often yield data sampled from a blend of both intended and unintended interventional distributions.

We consider the fundamental challenge of disentangling mixed interventional and observational data within linear Structural Equation Models (SEMs) with Gaussian additive noise without the knowledge of the true causal graph. We demonstrate that conducting interventions, whether do or soft, yields distributions with sufficient diversity and properties conducive to efficiently recovering each component within the mixture. Furthermore, we establish that the sample complexity required to disentangle mixed data inversely correlates with the extent of change induced by an intervention in the equations governing the affected variable values. As a result, the causal graph can be identified up to its interventional Markov Equivalence Class, similar to scenarios where no noise influences the generation of interventional data. We further support our theoretical findings by conducting simulations wherein we perform causal discovery from such mixed data.",https://api2.openreview.net/pdf/f29e05d474067eb4990aab6f4bf59356e7719426.pdf,graph;generative model;differential equation solving;entangle;causal
C-GAIL: Stabilizing Generative Adversarial Imitation Learning with Control Theory,2024,NIPS,"'Tianjiao Luo', 'Tim Pearce', 'Huayu Chen', 'Jianfei Chen', 'Jun Zhu'",poster,,"Generative Adversarial Imitation Learning (GAIL) provides a promising approach to training a generative policy to imitate a demonstrator. It uses on-policy Reinforcement Learning (RL) to optimize a reward signal derived from an adversarial discriminator. However, optimizing GAIL is difficult in practise, with the training loss oscillating during training, slowing convergence. This optimization instability can prevent GAIL from finding a good policy, harming its final performance. In this paper, we study GAIL’s optimization from a control-theoretic perspective. We show that GAIL cannot converge to the desired equilibrium. In response, we analyze the training dynamics of GAIL in function space and design a novel controller that not only pushes GAIL to the desired equilibrium but also achieves asymptotic stability in a simplified “one-step” setting. Going from theory to practice, we propose Controlled-GAIL (C-GAIL), which adds a differentiable regularization term on the GAIL objective to stabilize training. Empirically, the C-GAIL regularizer improves the training of various existing GAIL methods, including the popular GAIL-DAC, by speeding up the convergence, reducing the range of oscillation, and matching the expert distribution more closely.",https://api2.openreview.net/pdf/82916812fa37eed846d5121ee9e03fd6d11bf34c.pdf,reinforcement learning;optimization;zero_few-shot;generative model;imitation learning;training dynamics
Deep Homomorphism Networks,2024,NIPS,"'Takanori Maehara', 'Hoang NT'",poster,,"Many real-world graphs are large and have some characteristic subgraph patterns, such as triangles in social networks, cliques in web graphs, and cycles in molecular networks.
Detecting such subgraph patterns is important in many applications; therefore, establishing graph neural networks (GNNs) that can detect such patterns and run fast on large graphs is demanding.
In this study, we propose a new GNN layer, named \emph{graph homomorphism layer}.
It enumerates local subgraph patterns that match the predefined set of patterns $\mathcal{P}^\bullet$, applies non-linear transformations to node features, and aggregates them along with the patterns. 
By stacking these layers, we obtain a deep GNN model called \emph{deep homomorphism network (DHN)}.
The expressive power of the DHN is completely characterised by the set of patterns generated from $\mathcal{P}^\bullet$ by graph-theoretic operations;
hence, it serves as a useful theoretical tool to analyse the expressive power of many GNN models.
Furthermore, the model runs in the same time complexity as the graph homomorphisms, which is fast in many real-word graphs.
Thus, it serves as a practical and lightweight model that solves difficult problems using domain knowledge.",https://api2.openreview.net/pdf/b0c6c25ec41799cfd9b874a03e628bb6745561bf.pdf,graph;reasoning;chemical ai
Rejection via Learning Density Ratios,2024,NIPS,"'Alexander Soen', 'Hisham Husain', 'Philip Schulz', 'Vu Nguyen'",poster,,"Classification with rejection emerges as a learning paradigm which allows models to abstain from making predictions. 
The predominant approach is to alter the supervised learning pipeline by augmenting typical loss functions, letting model rejection incur a lower loss than an incorrect prediction.
Instead, we propose a different distributional perspective, where we seek to find an idealized data distribution which maximizes a pretrained model's performance.
This can be formalized via the optimization of a loss's risk with a $ \phi$-divergence regularization term.
Through this idealized distribution, a rejection decision can be made by utilizing the density ratio between this distribution and the data distribution.
We focus on the setting where our $ \phi $-divergences are specified by the family of $ \alpha $-divergence.
Our framework is tested empirically over clean and noisy datasets.",https://api2.openreview.net/pdf/f2b01a04238d621124397c4ff2f483be587f669c.pdf,optimization;zero_few-shot
Exploring and Exploiting the Asymmetric Valley of Deep Neural Networks,2024,NIPS,"'Xin-Chun Li', 'Jin-Lin Tang', 'Bo Zhang', 'Lan Li', 'De-Chuan Zhan'",poster,,"Exploring the loss landscape offers insights into the inherent principles of deep neural networks (DNNs). Recent work suggests an additional asymmetry of the valley beyond the flat and sharp ones, yet without thoroughly examining its causes or implications. Our study methodically explores the factors affecting the symmetry of DNN valleys, encompassing (1) the dataset, network architecture, initialization, and hyperparameters that influence the convergence point; and (2) the magnitude and direction of the noise for 1D visualization. Our major observation shows that the {\it degree of sign consistency} between the noise and the convergence point is a critical indicator of valley symmetry. Theoretical insights from the aspects of ReLU activation and softmax function could explain the interesting phenomenon. Our discovery propels novel understanding and applications in the scenario of Model Fusion: (1) the efficacy of interpolating separate models significantly correlates with their sign consistency ratio, and (2) imposing sign alignment during federated learning emerges as an innovative approach for model parameter alignment.",https://api2.openreview.net/pdf/d21d3189b045ed9b8e3cb15ac98c94136a8a14dd.pdf,metric;federated learning;alignment
DreamSteerer: Enhancing Source Image Conditioned Editability using Personalized Diffusion Models,2024,NIPS,"'Zhengyang Yu', 'Zhaoyuan Yang', 'Jing Zhang'",poster,,"Recent text-to-image (T2I) personalization methods have shown great premise in teaching a diffusion model user-specified concepts given a few images for reusing the acquired concepts in a novel context. With massive efforts being dedicated to personalized generation, a promising extension is personalized editing, namely to edit an image using personalized concepts, which can provide more precise guidance signal than traditional textual guidance. To address this, one straightforward solution is to incorporate a personalized diffusion model with a text-driven editing framework. However, such solution often shows unsatisfactory editability on the source image. To address this, we propose DreamSteerer, a plug-in method for augmenting existing T2I personalization methods. Specifically, we enhance the source image conditioned editability of a personalized diffusion model via a novel Editability Driven Score Distillation (EDSD) objective. Moreover, we identify a mode trapping issue with EDSD, and propose a mode shifting regularization with spatial feature guided sampling to avoid such issue. We further employ two key modifications on the Delta Denoising Score framework that enable high-fidelity local editing with personalized concepts. Extensive experiments validate that DreamSteerer can significantly improve the editability of several T2I personalization baselines while being computationally efficient.",https://api2.openreview.net/pdf/adc0818afa2e0d397b14e4fa39fbe97d8c7a41eb.pdf,generative model;distillation;diffusion models;text-guided;high-fidelity;personalization;guidance in generative model
Diffusion Actor-Critic with Entropy Regulator,2024,NIPS,"'Yinuo Wang', 'Likun Wang', 'Yuxuan Jiang', 'Wenjun Zou', 'Tong Liu', 'Xujie Song', 'Wenxuan Wang', 'Liming Xiao', 'Jiang WU', 'Jingliang Duan', 'Shengbo Eben Li'",poster,,"Reinforcement learning (RL) has proven highly effective in addressing complex decision-making and control tasks. However, in most traditional RL algorithms, the policy is typically parameterized as a diagonal Gaussian distribution with learned mean and variance, which constrains their capability to acquire complex policies. In response to this problem, we propose an online RL algorithm termed diffusion actor-critic with entropy regulator (DACER). This algorithm conceptualizes the reverse process of the diffusion model as a novel policy function and leverages the capability of the diffusion model to fit multimodal distributions, thereby enhancing the representational capacity of the policy. Since the distribution of the diffusion policy lacks an analytical expression, its entropy cannot be determined analytically. To mitigate this, we propose a method to estimate the entropy of the diffusion policy utilizing Gaussian mixture model. Building on the estimated entropy, we can learn a parameter $\alpha$ that modulates the degree of exploration and exploitation. Parameter $\alpha$ will be employed to adaptively regulate the variance of the added noise, which is applied to the action output by the diffusion model. Experimental trials on MuJoCo benchmarks and a multimodal task demonstrate that the DACER algorithm achieves state-of-the-art (SOTA) performance in most MuJoCo control tasks while exhibiting a stronger representational capacity of the diffusion policy.",https://api2.openreview.net/pdf/0bcd516c1659debb7a9519921f2284981132e3b0.pdf,reinforcement learning;optimization;representation;online learning;adaptive;multimodal;diffusion models;adaptation;action detection
Efficient Leverage Score Sampling for Tensor Train Decomposition,2024,NIPS,"'Vivek Bharadwaj', 'Beheshteh T. Rakhshan', 'Osman Asif Malik', 'Guillaume Rabusseau'",poster,,"Tensor Train~(TT) decomposition is widely used in the machine learning and quantum physics communities as a popular tool to efficiently compress high-dimensional tensor data. In this paper, we propose an efficient algorithm to accelerate computing the TT decomposition with the Alternating Least Squares (ALS) algorithm relying on exact leverage scores sampling. For this purpose, we propose a data structure that allows us to efficiently sample from the tensor with time complexity logarithmic in the product of the tensor dimensions. Our contribution specifically leverages the canonical form of the TT decomposition. By maintaining the canonical form through each iteration of ALS, we can efficiently compute (and sample from) the leverage scores, thus achieving significant speed-up in solving each sketched least-square problem. Experiments on synthetic and real data on dense and sparse tensors demonstrate that our method outperforms SVD-based and ALS-based algorithms.",https://api2.openreview.net/pdf/f81f3a44cb73d91e225b1a4c92fd78f70d61cc71.pdf,zero_few-shot;sparse;segmentation;decomposition
Enhancing Large Language Models through Adaptive Tokenizers,2024,NIPS,"'Mengyu Zheng', 'Hanting Chen', 'Tianyu Guo', 'Chong Zhu', 'Binfan Zheng', 'Chang Xu', 'Yunhe Wang'",poster,,"Tokenizers serve as crucial interfaces between models and linguistic data, substantially influencing the efficacy and precision of large language models (LLMs). Traditional tokenization methods often rely on static frequency-based statistics and are not inherently synchronized with LLM architectures, which may limit model performance. In this study, we propose a simple but effective method to learn tokenizers specifically engineered for seamless integration with LLMs. Initiating with a broad initial vocabulary, we refine our tokenizer by monitoring changes in the model’s perplexity during training, allowing for the selection of a tokenizer that is closely aligned with the model’s evolving dynamics. Through iterative refinement, we develop an optimized tokenizer. Our empirical evaluations demonstrate that this adaptive approach significantly enhances accuracy compared to conventional methods, maintaining comparable vocabulary sizes and affirming its potential to improve LLM functionality.",https://api2.openreview.net/pdf/acc98f9552b7a433f16acd31392d1a7e00f1df35.pdf,graph;zero_few-shot;adaptive;multimodal;llm;adaptation;token;tokenize;alignment
Parallelizing Model-based Reinforcement Learning Over the Sequence Length,2024,NIPS,"'ZiRui Wang', 'Yue DENG', 'Junfeng Long', 'Yin Zhang'",poster,,"Recently, Model-based Reinforcement Learning (MBRL) methods have demonstrated stunning sample efficiency in various RL domains.
However, achieving this extraordinary sample efficiency comes with additional training costs in terms of computations, memory, and training time.
To address these challenges, we propose the **Pa**rallelized **Mo**del-based **R**einforcement **L**earning (**PaMoRL**) framework.
PaMoRL introduces two novel techniques: the **P**arallel **W**orld **M**odel (**PWM**) and the **P**arallelized **E**ligibility **T**race **E**stimation (**PETE**) to parallelize both model learning and policy learning stages of current MBRL methods over the sequence length.
Our PaMoRL framework is hardware-efficient and stable, and it can be applied to various tasks with discrete or continuous action spaces using a single set of hyperparameters.
The empirical results demonstrate that the PWM and PETE within PaMoRL significantly increase training speed without sacrificing inference efficiency.
In terms of sample efficiency, PaMoRL maintains an MBRL-level sample efficiency that outperforms other no-look-ahead MBRL methods and model-free RL methods, and it even exceeds the performance of planning-based MBRL methods and methods with larger networks in certain tasks.",https://api2.openreview.net/pdf/e061517a824b90efc807dc90ac6bbd20747bd654.pdf,reinforcement learning;inference;action detection
Just Add $100 More: Augmenting Pseudo-LiDAR Point Cloud for Resolving Class-imbalance Problem,2024,NIPS,"'Mincheol Chang', 'Siyeong Lee', 'Jinkyu Kim', 'Namil Kim'",poster,,"Typical LiDAR-based 3D object detection models are trained with real-world data collection, which is often imbalanced over classes.
To deal with it, augmentation techniques are commonly used, such as copying ground truth LiDAR points and pasting them into scenes.
However, existing methods struggle with the lack of sample diversity for minority classes and the limitation of suitable placement.
In this work, we introduce a novel approach that utilizes pseudo LiDAR point clouds generated from low-cost miniatures or real-world videos, which is called Pseudo Ground Truth augmentation (PGT-Aug).
PGT-Aug involves three key steps: (i) volumetric 3D instance reconstruction using a 2D-to-3D view synthesis model, (ii) object-level domain alignment with LiDAR intensity simulation, and (iii) a hybrid context-aware placement method from ground and map information. 
We demonstrate the superiority and generality of our method through performance improvements in extensive experiments conducted on popular benchmarks, i.e., nuScenes, KITTI, and Lyft, especially for the datasets with large domain gaps captured by different LiDAR configurations.
The project webpage is https://just-add-100-more.github.io.",https://api2.openreview.net/pdf/1811098cec4bd9ae87fb5f0de9ad844cef9e6f81.pdf,zero_few-shot;metric;augmentation;segmentation;3d;scene reconstruction;point cloud;video;3d vision;alignment
$\text{ID}^3$: Identity-Preserving-yet-Diversified Diffusion Models for Synthetic Face Recognition,2024,NIPS,"'Jianqing Xu', 'Shen Li', 'Jiaying Wu', 'Miao Xiong', 'Ailin Deng', 'Jiazhen Ji', 'Yuge Huang', 'Guodong Mu', 'Wenjie Feng', 'Shouhong Ding', 'Bryan Hooi'",poster,,"Synthetic face recognition (SFR) aims to generate synthetic face datasets that mimic the distribution of real face data, which allows for training face recognition models in a privacy-preserving manner. Despite the remarkable potential of diffusion models in image generation, current diffusion-based SFR models struggle with generalization to real-world faces. To address this limitation, we outline three key objectives for SFR: (1) promoting diversity across identities (inter-class diversity), (2) ensuring diversity within each identity by injecting various facial attributes (intra-class diversity), and (3) maintaining identity consistency within each identity group (intra-class identity preservation). Inspired by these goals, we introduce a diffusion-fueled SFR model termed $\text{ID}^3$. $\text{ID}^3$ employs an ID-preserving loss to generate diverse yet identity-consistent facial appearances. Theoretically, we show that minimizing this loss is equivalent to maximizing the lower bound of an adjusted conditional log-likelihood over ID-preserving data. This equivalence motivates an ID-preserving sampling algorithm, which operates over an adjusted gradient vector field, enabling the generation of fake face recognition datasets that approximate the distribution of real-world faces. Extensive experiments across five challenging benchmarks validate the advantages of $\text{ID}^3$.",https://api2.openreview.net/pdf/773ad46986854b909ee32c632457744c279a0962.pdf,graph;zero_few-shot;generative model;diffusion models;privacy
RA-RLHF: Provably Efficient Risk-Aware Reinforcement Learning Human Feedback,2024,NIPS,"'Yujie Zhao', 'Jose Efraim Aguilar Escamilla', 'Weyl Lu', 'Huazheng Wang'",poster,,"Reinforcement Learning Human Feedback (RLHF) studies the problem where agents receive only preferences over pairs of trajectories in each episode. Traditional approaches in this field have predominantly focused on the mean reward or utility criterion. However, in RLHF scenarios demanding heightened risk awareness, such as in AI systems, healthcare, and agriculture, risk-aware measures are requisite. Traditional risk-aware objectives and algorithms are not applicable in such one-episode-reward settings. To address this, we explore and prove the applicability of two risk-aware objectives to RLHF: nested and static quantile risk objectives. We also introduce Risk-Aware-RLHF (RA-RLHF), an algorithm designed to optimize both nested and static objectives. Additionally, we provide a theoretical analysis of the regret upper bounds, demonstrating that they are sublinear with respect to the number of episodes, and present empirical results to support our findings. Our code is available in https://github.com/aguilarjose11/pbrlNeurips.",https://api2.openreview.net/pdf/714fcae2330e23b495a494fc28e89d90c04d6696.pdf,reinforcement learning;llm;Agentic AI
FERERO: A Flexible Framework for Preference-Guided Multi-Objective Learning,2024,NIPS,"'Lisha Chen', 'A F M Saif', 'Yanning Shen', 'Tianyi Chen'",poster,,"Finding specific preference-guided Pareto solutions that represent different trade-offs among multiple objectives is critical yet challenging in multi-objective problems. 
Existing methods are restrictive in preference definitions and/or their theoretical guarantees.
In this work, we introduce a Flexible framEwork for pREfeRence-guided multi-Objective learning (**FERERO**) by casting it as a constrained vector optimization problem.
Specifically, two types of preferences are incorporated into this formulation -- the *relative preference* defined by the partial ordering induced by a  polyhedral cone, and the *absolute preference* defined by constraints that are linear functions of the objectives. 
To solve this problem, convergent algorithms are developed with both single-loop and stochastic variants. 
Notably, this is the *first single-loop primal algorithm* for constrained vector optimization to our knowledge. 
The proposed algorithms adaptively adjust to both constraint and objective values, eliminating the need to solve different subproblems at different stages of constraint satisfaction. 
Experiments on multiple benchmarks demonstrate the proposed method is very competitive in finding preference-guided optimal solutions.
Code is available at https://github.com/lisha-chen/FERERO/.",https://api2.openreview.net/pdf/37ea3dcb40f6381ea577785f0c53cbeabc631f14.pdf,graph;optimization;adaptive;adaptation;text-guided;action detection
Decision Mamba: Reinforcement Learning via Hybrid Selective Sequence Modeling,2024,NIPS,"'Sili Huang', 'Jifeng Hu', 'Zhejian Yang', 'Liwei Yang', 'Tao Luo', 'Hechang Chen', 'Lichao Sun', 'Bo Yang'",poster,,"Recent works have shown the remarkable superiority of transformer models in reinforcement learning (RL), where the decision-making problem is formulated as sequential generation. Transformer-based agents could emerge with self-improvement in online environments by providing task contexts, such as multiple trajectories, called in-context RL. However, due to the quadratic computation complexity of attention in transformers, current in-context RL methods suffer from huge computational costs as the task horizon increases. In contrast, the Mamba model is renowned for its efficient ability to process long-term dependencies, which provides an opportunity for in-context RL to solve tasks that require long-term memory. To this end, we first implement Decision Mamba (DM) by replacing the backbone of Decision Transformer (DT). Then, we propose a Decision Mamba-Hybrid (DM-H) with the merits of transformers and Mamba in high-quality prediction and long-term memory. Specifically, DM-H first generates high-value sub-goals from long-term memory through the Mamba model. Then, we use sub-goals to prompt the transformer, establishing high-quality predictions. Experimental results demonstrate that DM-H achieves state-of-the-art in long and short-term tasks, such as D4RL, Grid World, and Tmaze benchmarks. Regarding efficiency, the online testing of DM-H in the long-term task is 28$\times$ times faster than the transformer-based baselines.",https://api2.openreview.net/pdf/f79cbc369ef6968176c7cc958c79839cb99e59b0.pdf,reinforcement learning;transformer;generative model;online learning;llm;embodied ai;state space model;Agentic AI
Decomposing and Interpreting Image Representations via Text in ViTs Beyond CLIP,2024,NIPS,"'Sriram Balasubramanian', 'Samyadeep Basu', 'Soheil Feizi'",poster,,"Recent work has explored how individual components of the CLIP-ViT model contribute to the final representation by leveraging the shared image-text representation space of CLIP.  These components, such as attention heads and MLPs, have been shown to capture distinct image features like shape, color or texture. However, understanding the role of these components in arbitrary vision transformers (ViTs) is challenging. To this end, we introduce a general framework which can identify the roles of various components in ViTs beyond CLIP. Specifically, we (a) automate the decomposition of the final representation into contributions from different model components, and (b) linearly map these contributions to CLIP space to interpret them via text. Additionally, we introduce a novel scoring function to rank components by their importance with respect to specific features.
Applying our framework to various ViT variants (e.g. DeiT, DINO, DINOv2, Swin, MaxViT), we gain insights into the roles of different components concerning particular image features. These insights facilitate applications such as image retrieval using text descriptions or reference images, visualizing token importance heatmaps, and mitigating spurious correlations. We release our [code](https://github.com/SriramB-98/vit-decompose) to reproduce the experiments in the paper.",https://api2.openreview.net/pdf/bf8e24b3cef239069ec37fdfe2cbddd0767fbd8e.pdf,graph;transformer;representation;segmentation;multimodal;llm;explainable AI;token;decomposition
Trap-MID: Trapdoor-based Defense against Model Inversion Attacks,2024,NIPS,"'Zhen-Ting Liu', 'Shang-Tse Chen'",poster,,"Model Inversion (MI) attacks pose a significant threat to the privacy of Deep Neural Networks by recovering training data distribution from well-trained models. While existing defenses often rely on regularization techniques to reduce information leakage, they remain vulnerable to recent attacks. In this paper, we propose the Trapdoor-based Model Inversion Defense (Trap-MID) to mislead MI attacks. A trapdoor is integrated into the model to predict a specific label when the input is injected with the corresponding trigger. Consequently, this trapdoor information serves as the ""shortcut"" for MI attacks, leading them to extract trapdoor triggers rather than private data. We provide theoretical insights into the impacts of trapdoor's effectiveness and naturalness on deceiving MI attacks. In addition, empirical experiments demonstrate the state-of-the-art defense performance of Trap-MID against various MI attacks without the requirements for extra data or large computational overhead. Our source code is publicly available at https://github.com/ntuaislab/Trap-MID.",https://api2.openreview.net/pdf/dd8aac63b1183030ea525d742d358e15e637d960.pdf,privacy
