title,year,source,authors,class,keywords,abstract,pdf_link,topic
Bandit Social Learning under Myopic Behavior,2023,NIPS,"'Kiarash Banihashem', 'MohammadTaghi Hajiaghayi', 'Suho Shin', 'Aleksandrs Slivkins'",poster,,"We study social learning dynamics motivated by reviews on online platforms. The
agents collectively follow a simple multi-armed bandit protocol, but each agent
acts myopically, without regards to exploration. We allow a wide range of myopic
behaviors that are consistent with (parameterized) confidence intervals for the arms’
expected rewards. We derive stark exploration failures for any such behavior, and
provide matching positive results. As a special case, we obtain the first general
results on failure of the greedy algorithm in bandits, thus providing a theoretical
foundation for why bandit algorithms should explore.",https://api2.openreview.net/pdf/109a5574b25ea1c33bfacbba81d067c440540560.pdf,reinforcement learning;zero_few-shot;online learning;Agentic AI
An Efficient End-to-End Training Approach for Zero-Shot Human-AI Coordination,2023,NIPS,"'Xue Yan', 'Jiaxian Guo', 'Xingzhou Lou', 'Jun Wang', 'Haifeng Zhang', 'Yali Du'",poster,,"The goal of zero-shot human-AI coordination is to develop an agent that can collaborate with humans without relying on human data. Prevailing two-stage population-based methods require a diverse population of mutually distinct policies to simulate diverse human behaviors. The necessity of such populations severely limits their computational efficiency. To address this issue, we propose E3T, an **E**fficient **E**nd-to-**E**nd **T**raining approach for zero-shot human-AI coordination. E3T employs a mixture of ego policy and random policy to construct the partner policy, making it both coordination-skilled and diverse. In this way, the ego agent is end-to-end trained with this mixture policy without the need of a pre-trained population, thus significantly improving the training efficiency.  In addition, a partner modeling module is proposed to predict the partner's action from historical information. With the predicted partner's action, the ego policy is able to adapt its policy and take actions accordingly when collaborating with humans of different behavior patterns. Empirical results on the Overcooked environment show that our method significantly improves the training efficiency while preserving comparable or superior performance than the population-based baselines. Demo videos are available at https://sites.google.com/view/e3t-overcooked.",https://api2.openreview.net/pdf/81a53005694e03855f0907e748e9e9f1cada34a4.pdf,reinforcement learning;zero_few-shot;embodied ai;action detection;video
SE(3) Diffusion Model-based Point Cloud Registration for Robust 6D Object Pose Estimation,2023,NIPS,"'Haobo Jiang', 'Mathieu Salzmann', 'Zheng Dang', 'Jin Xie', 'Jian Yang'",poster,,"In this paper, we introduce an SE(3) diffusion model-based point cloud registration framework for 6D object pose estimation in real-world scenarios. Our approach formulates the 3D registration task as a denoising diffusion process, which progressively refines the pose of the source point cloud to obtain a precise alignment with the model point cloud. Training our framework involves two operations: An SE(3) diffusion process and an SE(3) reverse process. The SE(3) diffusion process gradually perturbs the optimal rigid transformation of a pair of point clouds by continuously injecting noise (perturbation transformation). By contrast, the SE(3) reverse process focuses on learning a denoising network that refines the noisy transformation step-by-step, bringing it closer to the optimal transformation for accurate pose estimation. Unlike standard diffusion models used in linear Euclidean spaces, our diffusion model operates on the SE(3) manifold. This requires exploiting the linear Lie algebra $\mathfrak{se}(3)$ associated with SE(3) to constrain the transformation transitions during the diffusion and reverse processes. Additionally, to effectively train our denoising network, we derive a registration-specific variational lower bound as the optimization objective for model learning. Furthermore, we show that our denoising network can be constructed with a surrogate registration model, making our approach applicable to different deep registration networks. Extensive experiments demonstrate that our diffusion registration framework presents outstanding pose estimation performance on the real-world TUD-L, LINEMOD, and Occluded-LINEMOD datasets.",https://api2.openreview.net/pdf/304f190361300193166b9280bd0a40c207722102.pdf,graph;optimization;zero_few-shot;diffusion models;3d;reasoning;point cloud;3d vision;alignment
Diversify \& Conquer: Outcome-directed Curriculum RL via Out-of-Distribution Disagreement,2023,NIPS,"'Daesol Cho', 'Seungjae Lee', 'H. Jin Kim'",poster,,"Reinforcement learning (RL) often faces the challenges of uninformed search problems where the agent should explore without access to the domain knowledge such as characteristics of the environment or external rewards. To tackle these challenges, this work proposes a new approach for curriculum RL called $\textbf{D}$iversify for $\textbf{D}$isagreement \& $\textbf{C}$onquer ($\textbf{D2C}$). Unlike previous curriculum learning methods, D2C requires only a few examples of desired outcomes and works in any environment, regardless of its geometry or the distribution of the desired outcome examples. The proposed method performs diversification of the goal-conditional classifiers to identify similarities between visited and desired outcome states and ensures that the classifiers disagree on states from out-of-distribution, which enables quantifying the unexplored region and designing an arbitrary goal-conditioned intrinsic reward signal in a simple and intuitive way. The proposed method then employs bipartite matching to define a curriculum learning objective that produces a sequence of well-adjusted intermediate goals, which enable the agent to automatically explore and conquer the unexplored region. We present experimental results demonstrating that D2C outperforms prior curriculum RL methods in both quantitative and qualitative aspects, even with the arbitrarily distributed desired outcome examples.",https://api2.openreview.net/pdf/f95004f218ffd65e05b15a501ef718792bbb174c.pdf,reinforcement learning;curriculum learning;embodied ai;search
Projection-Free Methods for Stochastic Simple Bilevel Optimization with Convex Lower-level Problem,2023,NIPS,"'Jincheng Cao', 'Ruichen Jiang', 'Nazanin Abolfazli', 'Erfan Yazdandoost Hamedani', 'Aryan Mokhtari'",poster,,"In this paper, we study a class of stochastic bilevel optimization problems, also known as stochastic simple bilevel optimization, where we minimize a smooth stochastic objective function over the optimal solution set of another stochastic convex optimization problem. We introduce novel stochastic bilevel optimization methods that locally approximate the solution set of the lower-level problem via a stochastic cutting plane, and then run a conditional gradient update with variance reduction techniques to control the error induced by using stochastic gradients. For the case that the upper-level function is convex, our method requires $\mathcal{O}(\max\\{1/\epsilon_f^{2},1/\epsilon_g^{2}\\}) $ stochastic oracle queries to obtain a solution that is $\epsilon_f$-optimal for the upper-level and $\epsilon_g$-optimal for the lower-level. This guarantee improves the previous best-known complexity of $\mathcal{O}(\max\\{1/\epsilon_f^{4},1/\epsilon_g^{4}\\})$. Moreover, for the case that the upper-level function is non-convex, our method requires at most $\mathcal{O}(\max\\{1/\epsilon_f^{3},1/\epsilon_g^{3}\\}) $ stochastic oracle queries to find an $(\epsilon_f, \epsilon_g)$-stationary point. In the finite-sum setting, we show that the number of stochastic oracle calls required by our method are  $\mathcal{O}(\sqrt{n}/\epsilon)$ and $\mathcal{O}(\sqrt{n}/\epsilon^{2})$ for the convex and non-convex settings, respectively, where $\epsilon=\min \\{\epsilon_f,\epsilon_g\\}$.",https://api2.openreview.net/pdf/ff0a4d5aec8b18b5f8881db410ac8e5f1a68e8f8.pdf,optimization;zero_few-shot;reasoning
Compositional Foundation Models for Hierarchical Planning,2023,NIPS,"'Anurag Ajay', 'Seungwook Han', 'Yilun Du', 'Shuang Li', 'Abhi Gupta', 'Tommi S. Jaakkola', 'Joshua B. Tenenbaum', 'Leslie Pack Kaelbling', 'Akash Srivastava', 'Pulkit Agrawal'",poster,,"To make effective decisions in novel environments with long-horizon goals, it is crucial to engage in hierarchical reasoning across spatial and temporal scales. This entails planning abstract subgoal sequences, visually reasoning about the underlying plans, and executing actions in accordance with the devised plan through visual-motor control. We propose Compositional Foundation Models for Hierarchical Planning (HiP), a foundation model which leverages multiple expert foundation model trained on language, vision and action data individually jointly together to solve long-horizon tasks. We use a large language model to construct symbolic plans that are grounded in the environment through a large video diffusion model. Generated video plans are then grounded to visual-motor control, through an inverse dynamics model that infers actions from generated videos. To enable effective reasoning within this hierarchy, we enforce consistency between the models via iterative refinement. We illustrate the efficacy and adaptability of our approach in three different long-horizon table-top manipulation tasks.",https://api2.openreview.net/pdf/f2234f57462acdebeab0e9f191b319f27f790cfd.pdf,diffusion models;llm;reasoning;embodied ai;foundation models;symbolic AI;action detection;decomposition;hierarchical;video
NPCL: Neural Processes for Uncertainty-Aware Continual Learning,2023,NIPS,"'Saurav Jha', 'Dong Gong', 'He Zhao', 'Lina Yao'",poster,,"Continual learning (CL) aims to train deep neural networks efficiently on streaming data while limiting the forgetting caused by new tasks.  However, learning transferable knowledge with less interference between tasks is difficult, and real-world deployment of CL models is limited by their inability to measure predictive uncertainties. To address these issues, we propose handling CL tasks with neural processes (NPs), a class of meta-learners that encode different tasks into probabilistic distributions over functions all while providing reliable uncertainty estimates. Specifically, we propose an NP-based CL approach (NPCL) with task-specific modules arranged in a hierarchical latent variable model. We tailor regularizers on the learned latent distributions to alleviate forgetting. The uncertainty estimation capabilities of the NPCL can also be used to handle the task head/module inference challenge in CL. Our experiments show that the NPCL  outperforms previous CL approaches. We validate the effectiveness of uncertainty estimation in the NPCL for identifying novel data and evaluating instance-level model confidence. Code is available at https://github.com/srvCodes/NPCL.",https://api2.openreview.net/pdf/2d0e27607a2cbb90b8835dea8bfc945a97b7b406.pdf,inference;meta-learning;transfer learning;streaming;hierarchical
Graph Denoising Diffusion for Inverse Protein Folding,2023,NIPS,"'Kai Yi', 'Bingxin Zhou', 'Yiqing Shen', 'Pietro Lio', 'Yu Guang Wang'",poster,,"Inverse protein folding is challenging due to its inherent one-to-many mapping characteristic, where numerous possible amino acid sequences can fold into a single, identical protein backbone. This task involves not only identifying viable sequences but also representing the sheer diversity of potential solutions. However, existing discriminative models, such as transformer-based auto-regressive models, struggle to encapsulate the diverse range of plausible solutions. In contrast, diffusion probabilistic models, as an emerging genre of generative approaches, offer the potential to generate a diverse set of sequence candidates for determined protein backbones. We propose a novel graph denoising diffusion model for inverse protein folding, where a given protein backbone guides the diffusion process on the corresponding amino acid residue types. The model infers the joint distribution of amino acids conditioned on the nodes' physiochemical properties and local environment. Moreover, we utilize amino acid replacement matrices for the diffusion forward process, encoding the biologically-meaningful prior knowledge of amino acids from their spatial and sequential neighbors as well as themselves, which reduces the sampling space of the generative process. Our model achieves state-of-the-art performance over a set of popular baseline methods in sequence recovery and exhibits great potential in generating diverse protein sequences for a determined protein backbone structure.",https://api2.openreview.net/pdf/3922eed31b0e26e6377edcc5c6f242f8ca4cfdda.pdf,graph;transformer;generative model;diffusion models;embodied ai
Langevin Quasi-Monte Carlo,2023,NIPS,'Sifan Liu',poster,,"Langevin Monte Carlo (LMC) and its stochastic gradient versions are powerful algorithms for sampling from complex high-dimensional distributions. To sample from a distribution with density $\pi(\theta)\propto \exp(-U(\theta)) $, LMC iteratively generates the next sample by taking a step in the gradient direction $\nabla U$ with added Gaussian perturbations. Expectations w.r.t. the target distribution $\pi$ are estimated by averaging over LMC samples. In ordinary Monte Carlo, it is well known that the estimation error can be substantially reduced by replacing independent random samples by quasi-random samples like low-discrepancy sequences. In this work, we show that the estimation error of LMC can also be reduced by using quasi-random samples. Specifically, we propose to use completely uniformly distributed (CUD) sequences with certain low-discrepancy property to generate the Gaussian perturbations. Under smoothness and convexity conditions, we prove that LMC with a low-discrepancy CUD sequence achieves smaller error than standard LMC. The theoretical analysis is supported by compelling numerical experiments, which demonstrate the effectiveness of our approach.",https://api2.openreview.net/pdf/88fcd886165ced832928593da39766dd3f6ffd2c.pdf,graph;zero_few-shot;monte carlo
Visual Instruction Inversion: Image Editing via Image Prompting,2023,NIPS,"'Thao Nguyen', 'Yuheng Li', 'Utkarsh Ojha', 'Yong Jae Lee'",poster,,"Text-conditioned image editing has emerged as a powerful tool for editing images.
However, in many situations, language can be ambiguous and ineffective in describing specific image edits.
When faced with such challenges, visual prompts can be a more informative and intuitive way to convey ideas.
We present a method for image editing via visual prompting.
Given pairs of example that represent the ""before"" and ""after"" images of an edit, our goal is to learn a text-based editing direction that can be used to perform the same edit on new images.
We leverage the rich, pretrained editing capabilities of text-to-image diffusion models by inverting visual prompts into editing instructions.
Our results show that with just one example pair, we can achieve competitive results compared to state-of-the-art text-conditioned image editing frameworks.",https://api2.openreview.net/pdf/8dc40ee00e114be7c64636cffd5bf5f6f4ed3339.pdf,diffusion models;llm
DiViNeT: 3D Reconstruction from Disparate Views using Neural Template Regularization,2023,NIPS,"'Aditya Vora', 'Akshay Gadi Patil', 'Hao Zhang'",poster,,"We present a volume rendering-based neural surface reconstruction method that takes as few as three disparate RGB images as input. Our key idea is to regularize the reconstruction, which is severely ill-posed and leaving significant gaps between the sparse views, by learning a set of neural templates that act as surface priors. Our method, coined DiViNet, operates in two stages. The first stage learns the templates, in the form of 3D Gaussian functions, across different scenes, without 3D supervision. In the reconstruction stage, our predicted templates serve as anchors to help “stitch” the surfaces over sparse regions. We demonstrate that our approach is not only able to complete the surface geometry but also reconstructs surface details to a reasonable extent from few disparate input views. On the DTU and BlendedMVS datasets, our approach achieves the best reconstruction quality among existing methods in the presence of such sparse views and performs on par, if not better, with competing methods when dense views are employed as inputs.",https://api2.openreview.net/pdf/4109e3ab867f346ffd59bbd84b142a9dada52989.pdf,sparse;3d;3d vision
Unleash the Potential of Image Branch for Cross-modal 3D Object Detection,2023,NIPS,"'Yifan Zhang', 'Qijian Zhang', 'Junhui Hou', 'Yixuan Yuan', 'Guoliang Xing'",poster,,"To achieve reliable and precise scene understanding, autonomous vehicles typically incorporate multiple sensing modalities to capitalize on their complementary attributes. However, existing cross-modal 3D detectors do not fully utilize the image domain information to address the bottleneck issues of the LiDAR-based detectors. This paper presents a new cross-modal 3D object detector, namely UPIDet, which aims to unleash the potential of the image branch from two aspects. First, UPIDet introduces a new 2D auxiliary task called normalized local coordinate map estimation. This approach enables the learning of local spatial-aware features from the image modality to supplement sparse point clouds. Second, we discover that the representational capability of the point cloud backbone can be enhanced through the gradients backpropagated from the training objectives of the image branch, utilizing a succinct and effective point-to-pixel module. Extensive experiments and ablation studies validate the effectiveness of our method. Notably, we achieved the top rank in the highly competitive cyclist class of the KITTI benchmark at the time of submission. The source code is available at https://github.com/Eaphan/UPIDet.",https://api2.openreview.net/pdf/1f5b4e445ec0fa088cd0def6d60b138fbb0922a2.pdf,representation;sparse;segmentation;multimodal;3d;point cloud;autonomous driving;object detection;3d vision
Weakly Supervised 3D Open-vocabulary Segmentation,2023,NIPS,"'Kunhao Liu', 'Fangneng Zhan', 'Jiahui Zhang', 'MUYU XU', 'Yingchen Yu', 'Abdulmotaleb El Saddik', 'Christian Theobalt', 'Eric Xing', 'Shijian Lu'",poster,,"Open-vocabulary segmentation of 3D scenes is a fundamental function of human perception and thus a crucial objective in computer vision research. However, this task is heavily impeded by the lack of large-scale and diverse 3D open-vocabulary segmentation datasets for training robust and generalizable models. Distilling knowledge from pre-trained 2D open-vocabulary segmentation models helps but it compromises the open-vocabulary feature as the 2D models are mostly finetuned with close-vocabulary datasets. We tackle the challenges in 3D open-vocabulary segmentation by exploiting pre-trained foundation models CLIP and DINO in a weakly supervised manner. Specifically, given only the open-vocabulary text descriptions of the objects in a scene, we distill the open-vocabulary multimodal knowledge and object reasoning capability of CLIP and DINO into a neural radiance field (NeRF), which effectively lifts 2D features into view-consistent 3D segmentation. A notable aspect of our approach is that it does not require any manual segmentation annotations for either the foundation models or the distillation process. Extensive experiments show that our method even outperforms fully supervised models trained with segmentation annotations in certain scenes, suggesting that 3D open-vocabulary segmentation can be effectively learned from 2D images and text-image pairs. Code is available at https://github.com/Kunhao-Liu/3D-OVS.",https://api2.openreview.net/pdf/1aad0dd3a4f71546de2ebe97401064bfb2ee5070.pdf,zero_few-shot;transfer learning;distillation;segmentation;multimodal;3d;radiance field;reasoning;weakly-supervised;foundation models;search;3d vision
Complex Query Answering on Eventuality Knowledge Graph with Implicit Logical Constraints,2023,NIPS,"'Jiaxin Bai', 'Xin Liu', 'Weiqi Wang', 'Chen Luo', 'Yangqiu Song'",poster,,"Querying knowledge graphs (KGs) using deep learning approaches can naturally leverage the reasoning and generalization ability to learn to infer better answers. Traditional neural complex query answering (CQA) approaches mostly work on entity-centric KGs. However, in the real world, we also need to make logical inferences about events, states, and activities (i.e., eventualities or situations) to push learning systems from System I to System II, as proposed by Yoshua Bengio. Querying logically from an EVentuality-centric KG (EVKG) can naturally provide references to such kind of intuitive and logical inference. Thus, in this paper, we propose a new framework to leverage neural methods to answer complex logical queries based on an EVKG, which can satisfy not only traditional first-order logic constraints but also implicit logical constraints over eventualities concerning their occurrences and orders. For instance, if we know that *Food is bad* happens before *PersonX adds soy sauce*, then *PersonX adds soy sauce* is unlikely to be the cause of *Food is bad* due to implicit temporal constraint. To facilitate consistent reasoning on EVKGs, we propose Complex Eventuality Query Answering (CEQA), a more rigorous definition of CQA that considers the implicit logical constraints governing the temporal order and occurrence of eventualities. In this manner, we propose to leverage theorem provers for constructing benchmark datasets to ensure the answers satisfy implicit logical constraints. We also propose a Memory-Enhanced Query Encoding (MEQE) approach to significantly improve the performance of state-of-the-art neural query encoders on the CEQA task.",https://api2.openreview.net/pdf/8648b8b031c5e4d218b85e78ad84e67aef3d1054.pdf,graph;optimization;inference;llm;reasoning
Unified Enhancement of Privacy Bounds for Mixture Mechanisms via $f$-Differential Privacy,2023,NIPS,"'Chendi Wang', 'Buxin Su', 'Jiayuan Ye', 'Reza Shokri', 'Weijie J Su'",poster,,"Differentially private (DP) machine learning algorithms incur many sources of randomness, such as random initialization, random batch subsampling, and shuffling. However, such randomness is difficult to take into account when proving differential privacy bounds because it induces mixture distributions for the algorithm's output that are difficult to analyze. 
This paper focuses on improving privacy bounds for shuffling models and one-iteration  differentially private gradient descent (DP-GD) with random initializations using $f$-DP. 
We derive a closed-form expression of the trade-off function for shuffling models that outperforms the most up-to-date results based on $(\epsilon,\delta)$-DP.
Moreover, we investigate the effects of random initialization on the privacy of one-iteration DP-GD. 
Our numerical computations of the trade-off function indicate that random initialization can enhance the privacy of DP-GD.
Our analysis of $f$-DP guarantees for these mixture mechanisms relies on an inequality for trade-off functions introduced in this paper. This inequality implies the joint convexity of $F$-divergences. 
Finally, we study an $f$-DP analog of the advanced joint convexity of the hockey-stick divergence related to $(\epsilon,\delta)$-DP  and apply it to analyze the privacy of mixture mechanisms.",https://api2.openreview.net/pdf/1af56cb83a84e626321e7219f283303ae3dd1af6.pdf,privacy
Leveraging Early-Stage Robustness in Diffusion Models for Efficient and High-Quality Image Synthesis,2023,NIPS,"'Yulhwa Kim', 'Dongwon Jo', 'Hyesung Jeon', 'Taesu Kim', 'Daehyun Ahn', 'Hyungjun Kim', 'jae-joon kim'",poster,,"While diffusion models have demonstrated exceptional image generation capabilities, the iterative noise estimation process required for these models is compute-intensive and their practical implementation is limited by slow sampling speeds. In this paper, we propose a novel approach to speed up the noise estimation network by leveraging the robustness of early-stage diffusion models. Our findings indicate that inaccurate computation during the early-stage of the reverse diffusion process has minimal impact on the quality of generated images, as this stage primarily outlines the image while later stages handle the finer details that require more sensitive information. To improve computational efficiency, we combine our findings with post-training quantization (PTQ) to introduce a method that utilizes low-bit activation for the early reverse diffusion process while maintaining high-bit activation for the later stages. Experimental results show that the proposed method can accelerate the early-stage computation without sacrificing the quality of the generated images.",https://api2.openreview.net/pdf/3a94a402b8e75c1294c33e45d718fc2b775df2b4.pdf,graph;zero_few-shot;generative model;diffusion models
A Unified Discretization Framework for Differential Equation Approach with Lyapunov Arguments for Convex Optimization,2023,NIPS,"'Kansei Ushiyama', 'Shun Sato', 'Takayasu Matsuo'",poster,,"The differential equation (DE) approach for convex optimization, which relates optimization methods to specific continuous DEs with rate-revealing Lyapunov functionals, has gained increasing interest since the seminal paper by Su--Boyd--Candès (2014).
However, the approach still lacks a crucial component to make it truly useful: there is no general, consistent way to transition back to discrete optimization methods. Consequently, even if we derive insights from continuous DEs, we still need to perform individualized and tedious calculations for the analysis of each method.
This paper aims to bridge this gap by introducing a new concept called  ``weak discrete gradient'' (wDG), which consolidates the conditions required for discrete versions of gradients in the DE approach arguments.
We then define abstract optimization methods using wDG and provide abstract convergence theories that parallel those in continuous DEs.
We demonstrate that many typical optimization methods and their convergence rates can be derived as special cases of this abstract theory.
The proposed unified discretization framework for the differential equation approach to convex optimization provides an easy environment for developing new optimization methods and achieving competitive convergence rates with state-of-the-art methods, such as Nesterov's accelerated gradient.",https://api2.openreview.net/pdf/962be82812d36b8ecf90e717e384fffa59d8e02e.pdf,optimization;zero_few-shot;embodied ai;differential equation solving
Parameterizing Non-Parametric Meta-Reinforcement Learning Tasks via Subtask Decomposition,2023,NIPS,"'Suyoung Lee', 'Myungsik Cho', 'Youngchul Sung'",poster,,"Meta-reinforcement learning (meta-RL) techniques have demonstrated remarkable success in generalizing deep reinforcement learning across a range of tasks. Nevertheless, these methods often struggle to generalize beyond tasks with parametric variations. To overcome this challenge, we propose Subtask Decomposition and Virtual Training (SDVT), a novel meta-RL approach that decomposes each non-parametric task into a collection of elementary subtasks and parameterizes the task based on its decomposition. We employ a  Gaussian mixture VAE to meta-learn the decomposition process, enabling the agent to reuse policies acquired from common subtasks. Additionally, we propose a virtual training procedure, specifically designed for non-parametric task variability, which generates hypothetical subtask compositions, thereby enhancing generalization to previously unseen subtask compositions. Our method significantly improves performance on the Meta-World ML-10 and ML-45 benchmarks, surpassing current state-of-the-art techniques.",https://api2.openreview.net/pdf/52b90e4b5e4d23fbc0684bd5e5d509fa15ec021d.pdf,reinforcement learning;vae;metric;meta-learning;segmentation;decomposition;Non-parametric
On Differentially Private Sampling from Gaussian and Product Distributions,2023,NIPS,"'Badih Ghazi', 'Xiao Hu', 'Ravi Kumar', 'Pasin Manurangsi'",poster,,"We study the problem, where given a dataset of $n$ i.i.d. samples from an unknown distribution $P$, we seek to generate a sample from a distribution that is close to $P$ in total variation distance, under the constraint of differential privacy. We study the settings where $P$ is a multi-dimensional Gaussian distribution with different assumptions: known covariance, unknown bounded covariance, and unknown unbounded covariance. We present new differentially private sampling algorithms, and show that they achieve near-optimal sample complexity in the first two settings. Moreover, when $P$ is a product distribution on the binary hypercube, we obtain a pure-DP algorithm whereas only an approximate-DP algorithm (with slightly worse sample complexity) was previously known.",https://api2.openreview.net/pdf/b8bd620256b7780c6ea695a2b43646e469695a3c.pdf,optimization;privacy
Model and Feature Diversity for Bayesian Neural Networks in Mutual Learning,2023,NIPS,"'Cuong Pham', 'Cuong C. Nguyen', 'Trung Le', 'Dinh Phung', 'Gustavo Carneiro', 'Thanh-Toan Do'",poster,,"Bayesian Neural Networks (BNNs) offer probability distributions for model parameters, enabling uncertainty quantification in predictions. However, they often underperform compared to deterministic neural networks. Utilizing mutual learning can effectively enhance the performance of peer BNNs. In this paper, we propose a novel approach to improve BNNs performance through deep mutual learning. The proposed approaches aim to increase diversity in both network parameter distributions and feature distributions, promoting peer networks to acquire distinct features that capture different characteristics of the input, which enhances the effectiveness of mutual learning. Experimental results demonstrate significant improvements in the classification accuracy, negative log-likelihood, and expected calibration error when compared to traditional mutual learning for BNNs.",https://api2.openreview.net/pdf/43678c9e2f004abefa1784066a4ed4c1f91c84cc.pdf,bayesian
On the Stability-Plasticity Dilemma in Continual Meta-Learning: Theory and Algorithm,2023,NIPS,"'Qi CHEN', 'Changjian Shui', 'Ligong Han', 'Mario Marchand'",poster,,"We focus on Continual Meta-Learning (CML), which targets accumulating and exploiting meta-knowledge on a sequence of non-i.i.d. tasks. The primary challenge is to strike a balance between stability and plasticity, where a model should be stable to avoid catastrophic forgetting in previous tasks and plastic to learn generalizable concepts from new tasks. To address this, we formulate the CML objective as controlling the average excess risk upper bound of the task sequence, which reflects the trade-off between forgetting and generalization. Based on the objective, we introduce a unified theoretical framework for CML in both static and shifting environments, providing guarantees for various task-specific learning algorithms. Moreover, we first present a rigorous analysis of a bi-level trade-off in shifting environments. To approach the optimal trade-off, we propose a novel algorithm that dynamically adjusts the meta-parameter and its learning rate w.r.t environment change. Empirical evaluations on synthetic and real datasets illustrate the effectiveness of the proposed theory and algorithm.",https://api2.openreview.net/pdf/c8a09db276cc011999987fe1dcd6a75ae2f0cbc6.pdf,meta-learning;embodied ai
LightSpeed: Light and Fast Neural Light Fields on Mobile Devices,2023,NIPS,"'Aarush Gupta', 'Junli Cao', 'Chaoyang Wang', 'Ju Hu', 'Sergey Tulyakov', 'Jian Ren', 'Laszlo Attila Jeni'",poster,,"Real-time novel-view image synthesis on mobile devices is prohibitive due to the limited computational power and storage. Using volumetric rendering methods, such as NeRF and its derivatives, on mobile devices is not suitable due to the high computational cost of volumetric rendering. On the other hand, recent advances in neural light field representations have shown promising real-time view synthesis results on mobile devices. Neural light field methods learn a direct mapping from a ray representation to the pixel color. The current choice of ray representation is either stratified ray sampling or Plücker coordinates, overlooking the classic light slab (two-plane) representation, the preferred representation to interpolate between light field views. In this work, we find that using the light slab representation is an efficient representation for learning a neural light field. More importantly, it is a lower-dimensional ray representation enabling us to learn the 4D ray space using feature grids which are significantly faster to train and render. Although mostly designed for frontal views, we show that the light-slab representation can be further extended to non-frontal scenes using a divide-and-conquer strategy. Our method provides better rendering quality than prior light field methods and a significantly better trade-off between rendering quality and speed than prior light field methods.",https://api2.openreview.net/pdf/b6f58a4d355735f1879faf1d84533b341c687852.pdf,zero_few-shot;representation;metric;radiance field;scene reconstruction;4d
Refining Diffusion Planner for Reliable Behavior Synthesis by Automatic Detection of Infeasible Plans,2023,NIPS,"'Kyowoon Lee', 'Seongun Kim', 'Jaesik Choi'",poster,,"Diffusion-based planning has shown promising results in long-horizon, sparse-reward tasks by training trajectory diffusion models and conditioning the sampled trajectories using auxiliary guidance functions. However, due to their nature as generative models, diffusion models are not guaranteed to generate feasible plans, resulting in failed execution and precluding planners from being useful in safety-critical applications. In this work, we propose a novel approach to refine unreliable plans generated by diffusion models by providing refining guidance to error-prone plans. To this end, we suggest a new metric named restoration gap for evaluating the quality of individual plans generated by the diffusion model. A restoration gap is estimated by a gap predictor which produces restoration gap guidance to refine a diffusion planner. We additionally present an attribution map regularizer to prevent adversarial refining guidance that could be generated from the sub-optimal gap predictor, which enables further refinement of infeasible plans. We demonstrate the effectiveness of our approach on three different benchmarks in offline control settings that require long-horizon planning. We also illustrate that our approach presents explainability by presenting the attribution maps of the gap predictor and highlighting error-prone transitions, allowing for a deeper understanding of the generated plans.",https://api2.openreview.net/pdf/92a62f60f40316a6b1154b1afaa2fced6d35bbec.pdf,offline reinforcement learning;zero_few-shot;generative model;metric;sparse;diffusion models;guidance in generative model
Laplacian Canonization: A Minimalist Approach to Sign and Basis Invariant Spectral Embedding,2023,NIPS,"'George Ma', 'Yifei Wang', 'Yisen Wang'",poster,,"Spectral embedding is a powerful graph embedding technique that has received a lot of attention recently due to its effectiveness on Graph Transformers. However, from a theoretical perspective, the universal expressive power of spectral embedding comes at the price of losing two important invariance properties of graphs, sign and basis invariance, which also limits its effectiveness on graph data. To remedy this issue, many previous methods developed costly approaches to learn new invariants and suffer from high computation complexity. In this work, we explore a minimal approach that resolves the ambiguity issues by directly finding canonical directions for the eigenvectors, named Laplacian Canonization (LC). As a pure pre-processing method, LC is light-weighted and can be applied to any existing GNNs. We provide a thorough investigation, from theory to algorithm, on this approach, and discover an efficient algorithm named Maximal Axis Projection (MAP) that works for both sign and basis invariance and successfully canonizes more than 90\% of all eigenvectors. Experiments on real-world benchmark datasets like ZINC, MOLTOX21, and MOLPCBA show that MAP consistently outperforms existing methods while bringing minimal computation overhead. Code is available at \url{https://github.com/PKU-ML/LaplacianCanonization}.",https://api2.openreview.net/pdf/08373b3c5b73a8576348873a3a42baceb13f0d4a.pdf,graph;transformer
Recovering from Out-of-sample States via Inverse Dynamics in Offline Reinforcement Learning,2023,NIPS,"'Ke Jiang', 'Jia-Yu Yao', 'Xiaoyang Tan'",poster,,"In this paper we deal with the state distributional shift problem commonly encountered in offline reinforcement learning during test, where the agent tends to take unreliable actions at out-of-sample (unseen) states. Our idea is to encourage the agent to follow the so called state recovery principle when taking actions, i.e., besides long-term return, the immediate consequences of the current action should also be taken into account and those capable of recovering the state distribution of the behavior policy are preferred. For this purpose, an inverse dynamics model is learned and employed to guide the state recovery behavior of the new policy. Theoretically, we show that the proposed method helps aligning the transited state distribution of the new policy with the offline dataset at out-of-sample states, without the need of  explicitly predicting the transited state distribution, which is usually difficult in high-dimensional and complicated environments. The effectiveness and feasibility of the proposed method is demonstrated with the state-of-the-art performance on the general offline RL benchmarks.",https://api2.openreview.net/pdf/0cc010378f5c1f5d33abc57dfad06ce4ebcd86b7.pdf,reinforcement learning;offline reinforcement learning;zero_few-shot;embodied ai;action detection;alignment
