Title,Year,Source,Authors,Class,topic
Confidence-Budget Matching for Sequential Budgeted Learning,2021,ICML,In Reinforcement Learning Theory 2,Dhruv Malik · Aldo Pacchiano · Vishwak Srinivasan · Yuanzhi Li,
Sample Efficient Reinforcement Learning In Continuous State Spaces: A Perspective Beyond Linearity,2021,ICML,In Supervised Learning 3,Gaurush Hiranandani · Jatin Mathur · Harikrishna Narasimhan · Mahdi Milani Fard · Sanmi Koyejo,reinforcement learning
Optimizing Black-box Metrics with Iterative Example Weighting,2021,ICML,In Learning Theory 7,Ilai Bistritz · Nicholas Bambos,metric
Online Learning for Load Balancing of Unknown Monotone Resource Allocation Games,2021,ICML,In Deep Learning Theory 4,Baihe Huang · Xiaoxiao Li · Zhao Song · Xin Yang,online learning
FL-NTK: A Neural Tangent Kernel-based Framework for Federated Learning Analysis,2021,ICML,In Reinforcement Learning Theory 3,Pierre MENARD · Omar Darwiche Domingues · Anders Jonsson · Emilie Kaufmann · Edouard Leurent · Michal Valko,federated learning
Fast active learning for pure exploration in reinforcement learning,2021,ICML,In Online Learning 2,Jiachen Hu · Xiaoyu Chen · Chi Jin · Lihong Li · Liwei Wang,reinforcement learning/active learning
Near-Optimal Representation Learning for Linear Bandits and Linear RL,2021,ICML,In Learning Theory 8,Mikhail Konobeev · Ilja Kuzborskij · Csaba Szepesvari,representation
A Distribution-dependent Analysis of Meta Learning,2021,ICML,In Deep Learning Optimization,Shiwei Liu · Decebal Constantin Mocanu · Yulong Pei · Mykola Pechenizkiy,meta-learning
Selfish Sparse RNN Training,2021,ICML,In Bandits 2,Chung-Wei Lee · Haipeng Luo · Chen-Yu Wei · Mengxiao Zhang · Xiaojin Zhang,sparse
Achieving Near Instance-Optimality and Minimax-Optimality in Stochastic and Adversarial Linear Bandits Simultaneously,2021,ICML,In Deep Learning Theory 4,Mingyang Yi · Lu Hou · Jiacheng Sun · Lifeng Shang · Xin Jiang · Qun Liu · Zhiming Ma,
Improved OOD Generalization via Adversarial Training and Pretraing,2021,ICML,In Supervised Learning 3,Gabriel Mel · Surya Ganguli,
"A theory of high dimensional regression with arbitrary correlations between input features and target functions: sample complexity, multiple descent curves and a hierarchy of phase transitions",2021,ICML,In Reinforcement Learning Theory 2,Botao Hao · Yaqi Duan · Tor Lattimore · Csaba Szepesvari · Mengdi Wang,
Sparse Feature Selection Makes Batch Reinforcement Learning More Sample Efficient,2021,ICML,In Online Learning 2,Yifang Chen · Simon Du · Kevin Jamieson,reinforcement learning/sparse
Improved Corruption Robust Algorithms for Episodic Reinforcement Learning,2021,ICML,In Deep Learning Optimization,Stanislaw Jastrzebski · Devansh Arpit · Oliver Astrand · Giancarlo Kerg · Huan Wang · Caiming Xiong · Richard Socher · Kyunghyun Cho · Krzysztof J Geras,reinforcement learning
Catastrophic Fisher Explosion: Early Phase Fisher Matrix Impacts Generalization,2021,ICML,In Reinforcement Learning Theory 3,Jincheng Mei · Yue Gao · Bo Dai · Csaba Szepesvari · Dale Schuurmans,
Leveraging Non-uniformity in First-order Non-convex Optimization,2021,ICML,In Learning Theory 7,Yi Hao · Alon Orlitsky,optimization
Compressed Maximum Likelihood,2021,ICML,In Bandits 2,Tianchen Zhou · Jia Liu · Chaosheng Dong · jingyuan deng,
Incentivized Bandit Learning with Self-Reinforcing User Preferences,2021,ICML,In Learning Theory 8,Yu Bai · Minshuo Chen · Pan Zhou · Tuo Zhao · Jason Lee · Sham Kakade · Huan Wang · Caiming Xiong,
How Important is the Train-Validation Split in Meta-Learning?,2021,ICML,In Deep Learning Theory 4,Albert No · TaeHo Yoon · Sehyun Kwon · Ernest Ryu,meta-learning
WGAN with an Infinitely Wide Generator Has No Spurious Stationary Points,2021,ICML,In Online Learning 2,Ashraf Tahmasbi · Ellango Jothimurugesan · Srikanta Tirthapura · Phillip Gibbons,
DriftSurf: Stable-State / Reactive-State Learning under Concept Drift,2021,ICML,In Deep Learning Optimization,Tao Lin · Sai Praneeth Reddy Karimireddy · Sebastian Stich · Martin Jaggi,active learning
Quasi-global Momentum: Accelerating Decentralized Deep Learning on Heterogeneous Data,2021,ICML,In Learning Theory 8,Andreas Maurer · Daniela Angela Parletta · Andrea Paudice · Massimiliano Pontil,
Robust Unsupervised Learning via L-statistic Minimization,2021,ICML,In Supervised Learning 3,Ali Akbari · Muhammad Awais · Manijeh Bashar · Josef Kittler,
How Does Loss Function Affect Generalization Performance of Deep Learning? Application to Human Age Estimation,2021,ICML,In Bandits 2,Sho Takemori · Masahiro Sato,
Approximation Theory Based Methods for RKHS Bandits,2021,ICML,In Reinforcement Learning Theory 3,David Tolpin · Yuan Zhou · Tom Rainforth · Hongseok Yang,
Probabilistic Programs with Stochastic Conditioning,2021,ICML,In Reinforcement Learning Theory 2,Xuezhou Zhang · Yiding Chen · Jerry Zhu · Wen Sun,
Robust Policy Gradient against Strong Data Corruption,2021,ICML,In Learning Theory 7,Tommaso d'Orsi · Gleb Novikov · David Steurer,
Consistent regression when oblivious outliers overwhelm,2021,ICML,In Reinforcement Learning Theory 3,Spotlight,
Understanding the Dynamics of Gradient Flow in Overparameterized Linear models,2021,ICML,In Bandits 2,Ashok Cutkosky · Christoph Dann · Abhimanyu Das · Claudio Gentile · Aldo Pacchiano · Manish Purohit,zero_few-shot/flow
Dynamic Balancing for Model Selection in Bandits and RL,2021,ICML,In Online Learning 2,Pier Giuseppe Sessa · Ilija Bogunovic · Andreas Krause · Maryam Kamgarpour,
Online Submodular Resource Allocation with Applications to Rebalancing Shared Mobility Systems,2021,ICML,In Deep Learning Theory 4,Hao Liu · Minshuo Chen · Tuo Zhao · Wenjing Liao,online learning
Besov Function Approximation and Binary Classification on Low-Dimensional Manifolds Using Convolutional Residual Networks,2021,ICML,In Learning Theory 8,Tianle Cai · Ruiqi Gao · Jason Lee · Qi Lei,zero_few-shot
A Theory of Label Propagation for Subpopulation Shift,2021,ICML,In Supervised Learning 3,Abhishek Kumar · Harikrishna Narasimhan · Andrew Cotter,
Implicit rate-constrained optimization of non-decomposable objectives,2021,ICML,In Learning Theory 7,Mojtaba Sahraee-Ardakan · Tung Mai · Anup Rao · Ryan A. Rossi · Sundeep Rangan · Alyson Fletcher,optimization
Asymptotics of Ridge Regression in Convolutional Models,2021,ICML,In Reinforcement Learning Theory 2,Jiafan He · Dongruo Zhou · Quanquan Gu,
Logarithmic Regret for Reinforcement Learning with Linear Function Approximation,2021,ICML,In Learning Theory 7,Q&A,reinforcement learning
Cyclically Equivariant Neural Decoders for Cyclic Codes,2021,ICML,In Learning Theory 10,Saurabh Garg · Sivaraman Balakrishnan · Zico Kolter · Zachary Lipton,
RATT: Leveraging Unlabeled Data to Guarantee Generalization,2021,ICML,In Supervised Learning 4,Yi Gao · Min-Ling Zhang,
Discriminative Complementary-Label Learning with Weighted Loss,2021,ICML,In Time Series 2,Chen Xu · Yao Xie,
Conformal prediction interval for dynamic time-series,2021,ICML,In Deep Learning Theory 5,Florian Graf · Christoph Hofer · Marc Niethammer · Roland Kwitt,
Dissecting Supervised Constrastive Learning,2021,ICML,In Bandits 3,Brijen Thananjeyan · Kirthevasan Kandasamy · Ion Stoica · Michael Jordan · Ken Goldberg · Joseph E Gonzalez,
Resource Allocation in Multi-armed Bandit Exploration: Overcoming Sublinear Scaling with Adaptive Parallelism,2021,ICML,In Learning Theory 11,Yunwen Lei · Zhenhuan Yang · Tianbao Yang · Yiming Ying,transformer/adaptive
Stability and Generalization of Stochastic Gradient Methods for Minimax Problems,2021,ICML,In Reinforcement Learning 14,Andrew Wagenmaker · Max Simchowitz · Kevin Jamieson,
Task-Optimal Exploration in Linear Dynamical Systems,2021,ICML,In Reinforcement Learning Theory 4,Tiancheng Yu · Yi Tian · Jingzhao Zhang · Suvrit Sra,
Provably Efficient Algorithms for Multi-Objective Competitive RL,2021,ICML,In Learning Theory 11,John Miller · Juan Perdomo · Tijana Zrnic,
Outside the Echo Chamber: Optimizing the Performative Risk,2021,ICML,In Learning Theory 9,Ashok Vardhan Makkuva · Xiyang Liu · Mohammad Vahid Jamali · Hessam Mahdavifar · Sewoong Oh · Pramod Viswanath,
KO codes: inventing nonlinear encoding and decoding for reliable wireless communication via deep-learning,2021,ICML,In Deep Learning Theory 5,Kangqiao Liu · Liu Ziyin · Masahito Ueda,online learning
Noise and Fluctuation of Finite Learning Rate Stochastic Gradient Descent,2021,ICML,In Bandits 3,Tianyuan Jin · Keke Huang · Jing Tang · Xiaokui Xiao,
Optimal Streaming Algorithms for Multi-Armed Bandits,2021,ICML,In Learning Theory 10,Haotian Jiang · Zhong Li · Qianxiao Li,
Approximation Theory of Convolutional Architectures for Time Series Modelling,2021,ICML,In Reinforcement Learning 14,Armin Lederer · Alejandro Ordóñez Conejo · Korbinian Maier · Wenxin Xiao · Jonas Umlauft · Sandra Hirche,
Gaussian Process-Based Real-Time Learning for Safety Critical Applications,2021,ICML,In Reinforcement Learning Theory 4,Yi Tian · Yuanhao Wang · Tiancheng Yu · Suvrit Sra,
Online Learning in Unknown Markov Games,2021,ICML,In Supervised Learning 4,Krishnateja Killamsetty · Durga S · Ganesh Ramakrishnan · Abir De · Rishabh Lyer,online learning
GRAD-MATCH: Gradient Matching based Data Subset Selection for Efficient Deep Model Training,2021,ICML,In Time Series 2,Syama Sundar Yadav Rangapuram · Lucien Werner · Konstantinos Benidis · Pedro Mercado · Jan Gasthaus · Tim Januschowski,
End-to-End Learning of Coherent Probabilistic Forecasts for Hierarchical Time Series,2021,ICML,In Reinforcement Learning Theory 4,Qinghua Liu · Tiancheng Yu · Yu Bai · Chi Jin,
A Sharp Analysis of Model-based Reinforcement Learning with Self-Play,2021,ICML,In Bandits 3,Rajat Sen · Alexander Rakhlin · Lexing Ying · Rahul Kidambi · Dean Foster · Daniel Hill · Inderjit Dhillon,reinforcement learning
Top-k eXtreme Contextual Bandits with Arm Hierarchy,2021,ICML,In Learning Theory 11,Zeng Li · Chuanlong Xie · Qinwen Wang,
Asymptotic Normality and Confidence Intervals for Prediction Risk of the Min-Norm Least Squares Estimator,2021,ICML,In Supervised Learning 4,L. Elisa Celis · Lingxiao Huang · Vijay Keswani · Nisheeth K. Vishnoi,
Fair Classification with Noisy Protected Attributes: A Framework with Provable Guarantees,2021,ICML,In Learning Theory 10,Peizhong Ju · Xiaojun Lin · Ness Shroff,
On the Generalization Power of Overfitted Two-Layer Neural Tangent Kernel Models,2021,ICML,In Learning Theory 9,Yansong Gao · Pratik Chaudhari,
An Information-Geometric Distance on the Space of Tasks,2021,ICML,In Deep Learning Theory 5,Greg Yang · Edward Hu,metric
Tensor Programs IV: Feature Learning in Infinite-Width Neural Networks,2021,ICML,In Reinforcement Learning 14,Tengyu Xu · Yingbin LIANG · Guanghui Lan,
CRPO: A New Approach for Safe Reinforcement Learning with Convergence Guarantee,2021,ICML,In Time Series 2,Ruian Shi · Quaid Morris,reinforcement learning
Segmenting Hybrid Trajectories using Latent ODEs,2021,ICML,In Time Series 2,Yuzhou Chen · Ignacio Segovia Dominguez · Yulia R Gel,
Z-GCNETs: Time Zigzags at Graph Convolutional Networks for Time Series Forecasting,2021,ICML,In Deep Learning Theory 5,Alain-Sam Cohen · Rama Cont · Alain Rossier · Renyuan Xu,graph
Scaling Properties of Deep Residual Networks,2021,ICML,In Bandits 3,Kyoungseok Jang · Kwang-Sung Jun · Se-Young Yun · Wanmo Kang,transformer
Improved Regret Bounds of Bilinear Bandits using Action Space Analysis,2021,ICML,In Supervised Learning 4,Boyang Liu · Mengying Sun · Ding Wang · Pang-Ning Tan · Jiayu Zhou,
Learning Deep Neural Networks under Agnostic Corrupted Supervision,2021,ICML,In Learning Theory 11,Nilesh Tripuraneni · Chi Jin · Michael Jordan,
Provable Meta-Learning of Linear Representations,2021,ICML,In Reinforcement Learning Theory 4,Tengyu Xu · Zhuoran Yang · Zhaoran Wang · Yingbin LIANG,representation/meta-learning
Doubly Robust Off-Policy Actor-Critic: Convergence and Optimality,2021,ICML,In Learning Theory 9,Zeyu Yan · Fei Wen · rendong Ying · Chao Ma · Peilin Liu,reinforcement learning
On Perceptual Lossy Compression: The Cost of Perceptual Reconstruction and An Optimal Training Framework,2021,ICML,In Reinforcement Learning 14,Haque Ishfaq · Qiwen Cui · Viet Nguyen · Alex Ayoub · Zhuoran Yang · Zhaoran Wang · Doina Precup · Lin Yang,
Randomized Exploration in Reinforcement Learning with General Value Function Approximation,2021,ICML,In Learning Theory 10,Berfin Simsek · François Ged · Arthur Jacot · Francesco Spadaro · Clement Hongler · Wulfram Gerstner · Johanni Brea,reinforcement learning
Geometry of the Loss Landscape in Overparameterized Neural Networks: Symmetries and Invariances,2021,ICML,In Supervised Learning 4,Roy Hirsch · Ran Gilad-Bachrach,
Trees with Attention for Set Prediction Tasks,2021,ICML,In Time Series 2,Siqi Liu · Milos Hauskrecht,transformer
Event Outlier Detection in Continuous Time,2021,ICML,In Reinforcement Learning 14,Yijie Zhang · Herke van Hoof,
Deep Coherent Exploration for Continuous Control,2021,ICML,In Deep Learning Theory 5,Roland S. Zimmermann · Yash Sharma · Steffen Schneider · Matthias Bethge · Wieland Brendel,
Contrastive Learning Inverts the Data Generating Process,2021,ICML,In Learning Theory 9,Changhun Jo · Kangwook Lee,contrastive learning
Discrete-Valued Latent Preference Matrix Estimation with Graph Side Information,2021,ICML,In Learning Theory 10,Hancheng Min · Salma Tarmoun · Rene Vidal · Enrique Mallada,graph
On the Explicit Role of Initialization on the Convergence and Implicit Bias of Overparametrized Linear Networks,2021,ICML,In Reinforcement Learning Theory 4,Yujia Jin · Aaron Sidford,
Towards Tight Bounds on the Sample Complexity of Average-reward MDPs,2021,ICML,In Learning Theory 11,Robi Bhattacharjee · Somesh Jha · Kamalika Chaudhuri,
Sample Complexity of Robust Linear Classification on Separated Data,2021,ICML,In Bandits 3,Tengyang Xie · John Langford · Paul Mineiro · Ida Momennejad,
Interaction-Grounded Learning,2021,ICML,In Reinforcement Learning Theory 4,Liyu Chen · Haipeng Luo,
Finding the Stochastic Shortest Path with Low Regret: the Adversarial Cost and Unknown Transition Case,2021,ICML,In Reinforcement Learning 14,Fangwei Zhong · Peng Sun · Wenhan Luo · Tingyun Yan · Yizhou Wang,zero_few-shot
Towards Distraction-Robust Active Visual Tracking,2021,ICML,In Time Series 2,Kashif Rasul · Calvin Seward · Ingmar Schuster · Roland Vollgraf,active learning
Autoregressive Denoising Diffusion Models for Multivariate Probabilistic Time Series Forecasting,2021,ICML,In Learning Theory 9,Duanshun Li · Jing Liu · Dongeun Lee · Ali S. Mazloom · Giridhar Kaushik · Kookjin Lee · Noseong Park,diffusion models
A Novel Method to Solve Neural Knapsack Problems,2021,ICML,In Supervised Learning 4,Tatsunori Hashimoto,
Model Performance Scaling with Multiple Data Sources,2021,ICML,In Deep Learning Theory 5,Greg Yang · Etai Littwin,transformer
Tensor Programs IIb: Architectural Universality Of Neural Tangent Kernel Training Dynamics,2021,ICML,In Learning Theory 11,Richard Nock · Stephen J Hardy · Wilko Henecka · Hamish Ivey-Law · Jakub Nabaglo · Giorgio Patrini · Guillaume Smith · Brian Thorne,
The Impact of Record Linkage on Learning from Feature Partitioned Data,2021,ICML,In Learning Theory 10,Corinna Cortes · Mehryar Mohri · Ananda Theertha Suresh,
Almost Optimal Anytime Algorithm for Batched Multi-Armed Bandits,2021,ICML,In Reinforcement Learning Theory 4,Q&A,
Chebyshev Polynomial Codes: Task Entanglement-based Coding for Distributed Matrix Multiplication,2021,ICML,In Learning Theory 10,John Miller · Rohan Taori · Aditi Raghunathan · Shiori Sagawa · Pang Wei Koh · Vaishaal Shankar · Percy Liang · Yair Carmon · Ludwig Schmidt,
Accuracy on the Line: on the Strong Correlation Between Out-of-Distribution and In-Distribution Generalization,2021,ICML,In Deep Learning Theory 5,Shiwei Liu · Lu Yin · Decebal Constantin Mocanu · Mykola Pechenizkiy,
Do We Actually Need Dense Over-Parameterization? In-Time Over-Parameterization in Sparse Training,2021,ICML,In Learning Theory 11,Farzan Farnia · Asuman Ozdaglar,sparse
"Train simultaneously, generalize better: Stability of gradient-based minimax learners",2021,ICML,In Time Series 2,William Trouleau · Jalal Etesami · Matthias Grossglauser · Negar Kiyavash · Patrick Thiran,
Cumulants of Hawkes Processes are Robust to Observation Noise,2021,ICML,In Bandits 3,Flore Sentenac · Jialin Yi · Clément Calauzènes · Vianney Perchet · Milan Vojnovic,
Pure Exploration and Regret Minimization in Matching Bandits,2021,ICML,In Supervised Learning 4,Jay Whang · Qi Lei · Alexandros Dimakis,
Solving Inverse Problems with a Flow-based Noise Model,2021,ICML,In Bandits 3,Q&A,zero_few-shot/flow
A Precise Performance Analysis of Support Vector Regression,2021,ICML,In Applications (Bio) 2,Chence Shi · Shitong Luo · Minkai Xu · Jian Tang,
Learning Gradient Fields for Molecular Conformation Generation,2021,ICML,In Reinforcement Learning Theory 5,Nevena Lazic · Dong Yin · Yasin Abbasi-Yadkori · Csaba Szepesvari,generative model
Improved Regret Bound and Experience Replay in Regularized Policy Iteration,2021,ICML,In Applications 2,Soumyasundar Pal · Liheng Ma · Yingxue Zhang · Mark Coates,
RNN with Particle Flow for Probabilistic Spatio-temporal Forecasting,2021,ICML,In Supervised Learning 6,BINBIN JIA · Min-Ling Zhang,zero_few-shot/flow
Multi-Dimensional Classification via Sparse Label Encoding,2021,ICML,In Applications 1,Michihiro Yasunaga · Percy Liang,sparse
Break-It-Fix-It: Unsupervised Learning for Program Repair,2021,ICML,In Algorithms 2,Dinghuai Zhang · Kartik Ahuja · Yilun Xu · Yisen Wang · Aaron Courville,
Can Subnetwork Structure Be the Key to Out-of-Distribution Generalization?,2021,ICML,In Learning Theory 13,Tyler Chen · Thomas Trogdon · Shashanka Ubaru,
Analysis of stochastic Lanczos quadrature for spectrum approximation,2021,ICML,In Bandits 4,Xutong Liu · Jinhang Zuo · Xiaowei Chen · Wei Chen · John C. S. Lui,
Multi-layered Network Exploration via Random Walks: From Offline Optimization to Online Learning,2021,ICML,In Supervised Learning 5,Tianshu Yu · Runzhong Wang · Junchi Yan · baoxin Li,optimization/online learning
Deep Latent Graph Matching,2021,ICML,In Supervised Learning 5,Xiong Zhou · Xianming Liu · Junjun Jiang · Xin Gao · Xiangyang Ji,graph
Asymmetric Loss Functions for Learning with Noisy Labels,2021,ICML,In Supervised Learning 5,Zhaowei Zhu · Yiwen Song · Yang Liu,metric
Clusterability as an Alternative to Anchor Points When Learning with Noisy Labels,2021,ICML,In Supervised Learning 5,Kazuya Sugiyama · Vo Nguyen Le Duy · Ichiro Takeuchi,
More Powerful and General Selective Inference for Stepwise Feature Selection using Homotopy Method,2021,ICML,In Supervised Learning 6,Joey Hong · David Dohan · Rishabh Singh · Charles Sutton · Manzil Zaheer,inference
Latent Programmer: Discrete Latent Codes for Program Synthesis,2021,ICML,In Bandits 4,Alexia Atsidakou · Orestis Papadigenopoulos · Soumya Basu · Constantine Caramanis · Sanjay Shakkottai,
Combinatorial Blocking Bandits with Stochastic Delays,2021,ICML,In Supervised Learning 5,Anil Kag · Venkatesh Saligrama,
Training Recurrent Neural Networks via Forward Propagation Through Time,2021,ICML,In Applications 1,Alexis Bellot · Mihaela van der Schaar,
Policy Analysis using Synthetic Controls in Continuous-Time,2021,ICML,In Learning Theory 13,Jie Shen,
Sample-Optimal PAC Learning of Halfspaces with Malicious Noise,2021,ICML,In Algorithms 2,Runtian Zhai · Chen Dan · Zico Kolter · Pradeep Ravikumar,
DORO: Distributional and Outlier Robust Optimization,2021,ICML,In Learning Theory 12,Shuhei M Yoshida · Takashi Takenouchi · Masashi Sugiyama,optimization
Lower-Bounded Proper Losses for Weakly Supervised Classification,2021,ICML,In Reinforcement Learning Theory 5,Weichao Mao · Kaiqing Zhang · Ruihao Zhu · David Simchi-Levi · Tamer Basar,zero_few-shot
Near-Optimal Model-Free Reinforcement Learning in Non-Stationary Episodic MDPs,2021,ICML,In Applications 2,Hiroshi Kajino,reinforcement learning
A Differentiable Point Process with Its Application to Spiking Neural Networks,2021,ICML,In Applications (Bio) 2,Minkai Xu · Wujie Wang · Shitong Luo · Chence Shi · Yoshua Bengio · Rafael Gomez-Bombarelli · Jian Tang,
An End-to-End Framework for Molecular Conformation Generation via Bilevel Programming,2021,ICML,In Applications 1,Pieter-Jan Hoedt · Frederik Kratzert · Daniel Klotz · Christina Halmich · Markus Holzleitner · Grey Nearing · Sepp Hochreiter · Günter Klambauer,generative model
AdaXpert: Adapting Neural Architecture for Growing Data,2021,ICML,In Learning Theory 13,Zifan Liu · Jong Ho Park · Theo Rekatsinas · Christos Tzamos,
On Robust Mean Estimation under Coordinate-level Corruption,2021,ICML,In Applications 2,Quinlan Dawkins · Tianxi Li · Haifeng Xu,
Diffusion Source Identification on Networks with Statistical Confidence,2021,ICML,In Learning Theory 12,Guanhua Fang · Ping Li,
On Variational Inference in Biclustering Models,2021,ICML,In Supervised Learning 5,Junwen Yao · Jonas Mueller · Jane-Ling Wang,inference
Deep Learning for Functional Data Analysis with Adaptive Basis Layers,2021,ICML,In Applications (Bio) 2,Yuhan Liu · Shiliang Sun,adaptive
SagaNet: A Small Sample Gated Network for Pediatric Cancer Diagnosis,2021,ICML,In Bandits 4,Min-hwan Oh · Garud Iyengar · Assaf Zeevi,
Sparsity-Agnostic Lasso Bandit,2021,ICML,In Reinforcement Learning Theory 5,Nathan Kallus · Yuta Saito · Masatoshi Uehara,
Optimal Off-Policy Evaluation from Multiple Logging Policies,2021,ICML,In Algorithms 2,Patrick Kidger · James Foster · Xuechen Li · Terry Lyons,reinforcement learning
Neural SDEs as Infinite-Dimensional GANs,2021,ICML,In Applications 2,Andrew Jesson · Sören Mindermann · Yarin Gal · Uri Shalit,
Quantifying Ignorance in Individual-Level Causal-Effect Estimates under Hidden Confounding,2021,ICML,In Reinforcement Learning Theory 5,Fei Feng · Wotao Yin · Alekh Agarwal · Lin Yang,
Provably Correct Optimization and Exploration with Non-linear Policies,2021,ICML,In Applications 1,Shahar Lutati · Lior Wolf,optimization
HyperHyperNetwork for the Design of Antenna Arrays,2021,ICML,In Bandits 4,Mengyan Zhang · Cheng Soon Ong,
Quantile Bandits for Best Arms Identification,2021,ICML,In Learning Theory 13,Erik Demaine · Adam C Hesterberg · Frederic Koehler · Jayson Lynch · John C Urschel,
Multidimensional Scaling: Approximation and Complexity,2021,ICML,In Supervised Learning 5,Tao Meng · Kai-Wei Chang,transformer
An Integer Linear Programming Framework for Mining Constraints from Data,2021,ICML,In Applications (Bio) 2,Yang Lu · Timothy C Yu · Giancarlo Bonora · William Stafford Noble,optimization
ACE: Explaining cluster from an adversarial perspective,2021,ICML,In Learning Theory 12,Lewis Liu · Yufeng Zhang · Zhuoran Yang · Reza Babanezhad · Zhaoran Wang,
Infinite-Dimensional Optimization for Zero-Sum Games via Variational Transport,2021,ICML,In Applications (Bio) 2,yue cao · Payel Das · Vijil Chenthamarakshan · Pin-Yu Chen · Igor Melnyk · Yang Shen,optimization
Fold2Seq: A Joint Sequence(1D)-Fold(3D) Embedding-based Generative Model for Protein Design,2021,ICML,In Reinforcement Learning Theory 5,Nolan Wagener · Byron Boots · Ching-An Cheng,generative model
Safe Reinforcement Learning Using Advantage-Based Intervention,2021,ICML,In Learning Theory 13,Zhun Deng · Hangfeng He · Weijie Su,reinforcement learning
Toward Better Generalization Bounds with Locally Elastic Stability,2021,ICML,In Applications 2,Ruihan Wu · Chuan Guo · Felix Wu · Rahul Kidambi · Laurens van der Maaten · Kilian Weinberger,
Making Paper Reviewing Robust to Bid Manipulation Attacks,2021,ICML,l,o,
Beyond,2021,ICML,In Algorithms 2,Giovanni Cherubin · Konstantinos Chatzikokolakis · Martin Jaggi,
Exact Optimization of Conformal Predictors via Incremental and Decremental Learning,2021,ICML,In Applications 1,Lokesh Chandra Das · Myounggyu Won,optimization
SAINT-ACC: Safety-Aware Intelligent Adaptive Cruise Control for Autonomous Vehicles Using Deep Reinforcement Learning,2021,ICML,In Supervised Learning 5,Nontawat Charoenphakdee · Zhenghang Cui · Yivan Zhang · Masashi Sugiyama,reinforcement learning/adaptive
Classification with Rejection Based on Cost-sensitive Classification,2021,ICML,In Learning Theory 12,Raman Arora · Peter Bartlett · Poorya Mianjy · Nati Srebro,
Dropout: Explicit Forms and Capacity Control,2021,ICML,In Bandits 4,Kuruge Darshana Abeyrathna · Bimal Bhattarai · Morten Goodwin · Saeed Rahimi Gorji · Ole-Christoffer Granmo · Lei Jiao · Rupsa Saha · Rohan Kumar Yadav,
Massively Parallel and Asynchronous Tsetlin Machine Architecture Supporting Almost Constant-Time Scaling,2021,ICML,In Algorithms 2,Mayee Chen · Karan Goel · Nimit Sohoni · Fait Poms · Kayvon Fatahalian · Christopher Re,transformer
Mandoline: Model Evaluation under Distribution Shift,2021,ICML,In Supervised Learning 6,Hongyu Ren · Hanjun Dai · Bo Dai · Xinyun Chen · Michihiro Yasunaga · Haitian Sun · Dale Schuurmans · Jure Leskovec · Denny Zhou,
LEGO: Latent Execution-Guided Reasoning for Multi-Hop Question Answering on Knowledge Graphs,2021,ICML,In Applications (Bio) 2,Yang Song · Chenlin Meng · Renjie Liao · Stefano Ermon,graph
Accelerating Feedforward Computation via Parallel Nonlinear Equation Solving,2021,ICML,In Learning Theory 13,Jonathan Lacotte · Yifei Wang · Mert Pilanci,online learning
Adaptive Newton Sketch: Linear-time Optimization with Quadratic Convergence and Effective Hessian Dimensionality,2021,ICML,In Reinforcement Learning Theory 5,Ayya Alieva · Ashok Cutkosky · Abhimanyu Das,optimization/adaptive
Robust Pure Exploration in Linear Bandits with Limited Budget,2021,ICML,In Applications 2,Max Biggs · Wei Sun · Markus Ettl,
Model Distillation for Revenue Optimization: Interpretable Personalized Pricing,2021,ICML,In Supervised Learning 5,Laurens Devos · Wannes Meert · Jesse Davis,optimization/distillation
Versatile Verification of Tree Ensembles,2021,ICML,In Applications 1,Tomer Golany · Kira Radinsky · Daniel Freedman · Saar Minha,
12-Lead ECG Reconstruction via Koopman Operators,2021,ICML,In Learning Theory 12,Mohsen Heidari · Jithin Sreedharan · Gil Shamir · Wojciech Szpankowski,
Finding Relevant Information via a Discrete Fourier Expansion,2021,ICML,In Supervised Learning 5,Spotlight,
Adapting to misspecification in contextual bandits with offline regression oracles,2021,ICML,In Applications 2,Jiaqian Yu · Jingtao Xu · Yiwei Chen · Weiming Li · Qiang Wang · ByungIn Yoo · Jae-Joon Han,
Learning Generalized Intersection Over Union for Dense Pixelwise Prediction,2021,ICML,In Algorithms 2,Amanda Gentzel · Purva Pruthi · David Jensen,
How and Why to Use Experimental Data to Evaluate Methods for Observational Causal Inference,2021,ICML,In Reinforcement Learning Theory 5,Gokul Swamy · Sanjiban Choudhury · J. Bagnell · Steven Wu,inference
Of Moments and Matching: A Game-Theoretic Framework for Closing the Imitation Gap,2021,ICML,In Supervised Learning 6,Xinyun Chen · Petros Maniatis · Rishabh Singh · Charles Sutton · Hanjun Dai · Max Lin · Denny Zhou,
SpreadsheetCoder: Formula Prediction from Semi-structured Context,2021,ICML,In Applications (Bio) 2,Hangrui Bi · Hengyi Wang · Chence Shi · Connor Coley · Jian Tang · Hongyu Guo,
Non-Autoregressive Electron Redistribution Modeling for Reaction Prediction,2021,ICML,In Learning Theory 12,Oussama Dhifallah · Yue Lu,
On the Inherent Regularization Effects of Noise Injection During Training,2021,ICML,In Applications 1,Ferran Alet · Javier Lopez-Contreras · James Koppel · Maxwell Nye · Armando Solar-Lezama · Tomas Lozano-Perez · Leslie Kaelbling · Josh Tenenbaum,
A large-scale benchmark for few-shot program induction and synthesis,2021,ICML,In Learning Theory 13,Jie Ren · Mingjie Li · Zexu Liu · Quanshi Zhang,
Interpreting and Disentangling Feature Components of Various Complexity from DNNs,2021,ICML,In Learning Theory 12,Q&A,
