title,year,source,authors,class,keywords,abstract,pdf_link,topic,google_scholar_link
Information-Theoretic Diffusion,2023,ICLR,"['Xianghao Kong', 'Rob Brekelmans', 'Greg Ver Steeg']",poster,"['diffusion', 'density models', 'information theory']","Denoising diffusion models have spurred significant gains in density modeling and image generation, precipitating an industrial revolution in text-guided AI art generation.  We introduce a new mathematical foundation for diffusion models inspired by classic results in information theory that connect Information with Minimum Mean Square Error regression, the so-called I-MMSE relations. We generalize the I-MMSE relations to \emph{exactly} relate the data distribution to an optimal denoising regression problem, leading to an elegant refinement of existing diffusion bounds.  This new insight leads to several improvements for probability distribution estimation, including a theoretical justification for diffusion model ensembling. Remarkably, our framework shows how continuous and discrete probabilities can be learned with the same regression objective, avoiding domain-specific generative models used in variational methods.",https://api.openreview.net/pdf/b48d4f49696c822ea5644e2ba131c474e0f8c770.pdf,generative model;diffusion models,https://scholar.google.com/scholar?q=Information-Theoretic+Diffusion
Fast Sampling of Diffusion Models with Exponential Integrator,2023,ICLR,"['Qinsheng Zhang', 'Yongxin Chen']",poster,"['Fast diffusion model', 'generative model']","The past few years have witnessed the great success of Diffusion models~(DMs) in generating high-fidelity samples in generative modeling tasks. A major limitation of the DM is its notoriously slow sampling procedure which normally requires hundreds to thousands of time discretization steps of the learned diffusion process to reach the desired accuracy. Our goal is to develop a fast sampling method for DMs with a much less number of steps while retaining high sample quality. To this end, we systematically analyze the sampling procedure in DMs and identify key factors that affect the sample quality, among which the method of discretization is most crucial. By carefully examining the learned diffusion process, we propose Diffusion Exponential Integrator Sampler~(DEIS). It is based on the Exponential Integrator designed for discretizing ordinary differential equations (ODEs) and leverages a semilinear structure of the learned diffusion process to reduce the discretization error. The proposed method can be applied to any DMs and can generate high-fidelity samples in as few as 10 steps. Moreover, by directly using pre-trained DMs, we achieve state-of-art sampling performance when the number of score function evaluation~(NFE) is limited,  e.g., 4.17 FID with 10 NFEs, 2.86 FID with only 20 NFEs on CIFAR10.",https://api.openreview.net/pdf/0c36e66f4501ee45a0d7b31d2e7ed21e58c4c628.pdf,zero_few-shot;generative model;diffusion models,https://scholar.google.com/scholar?q=Fast+Sampling+of+Diffusion+Models+with+Exponential+Integrator
Denoising Diffusion Samplers,2023,ICLR,"['Francisco Vargas', 'Will Sussman Grathwohl', 'Arnaud Doucet']",poster,"['diffusion models', 'importance sampling', 'monte carlo', 'variational inference']","Denoising diffusion models are a popular class of generative models providing state-of-the-art results in many domains. One adds gradually noise to data using a diffusion to transform the data distribution into a Gaussian distribution. Samples from the generative model are then obtained by simulating an approximation of the time-reversal of this diffusion initialized by Gaussian samples. Practically, the intractable score terms appearing in the time-reversed process are approximated using score matching techniques. We explore here a similar idea to sample approximately from unnormalized probability density functions and estimate their normalizing constants. We consider a process where the target density diffuses towards a Gaussian. Denoising Diffusion Samplers (DDS) are obtained by approximating the corresponding time-reversal.  While score matching is not applicable in this context, we can leverage many of the ideas introduced in generative modeling for Monte Carlo sampling. Existing theoretical results from denoising diffusion models also provide theoretical guarantees for DDS. We discuss the connections between DDS, optimal control and Schr\""odinger bridges and finally demonstrate DDS experimentally on a variety of challenging sampling tasks.",https://api.openreview.net/pdf/0daf337159fe25b03ca3fa62e0e5b86b14cbd4b7.pdf,graph;generative model;diffusion models,https://scholar.google.com/scholar?q=Denoising+Diffusion+Samplers
f-DM: A Multi-stage Diffusion Model via Progressive Signal Transformation,2023,ICLR,"['Jiatao Gu', 'Shuangfei Zhai', 'Yizhe Zhang', 'Miguel Ángel Bautista', 'Joshua M. Susskind']",poster,"['diffusion models', 'progressive signal transformation']","Diffusion models (DMs) have recently emerged as SoTA tools for generative modeling in various domains. Standard DMs can be viewed as an instantiation of hierarchical variational autoencoders (VAEs) where the latent variables are inferred from input-centered Gaussian distributions with fixed scales and variances. Unlike VAEs, this formulation constrains DMs from changing the latent spaces and
learning abstract representations. In this work, we propose f-DM, a generalized family of DMs which allows progressive signal transformation. More precisely, we extend DMs to incorporate a set of (hand-designed or learned) transformations, where the transformed input is the mean of each diffusion step. We propose a generalized formulation and derive the corresponding de-noising objective with a modified sampling algorithm. As a demonstration, we apply f-DM in image generation tasks with a range of functions, including down-sampling, blurring, and learned transformations based on the encoder of pretrained VAEs. In addition, we identify the importance of adjusting the noise levels whenever the signal is sub-sampled and propose a simple rescaling recipe. f-DM can produce high-quality samples on standard image generation benchmarks like FFHQ, AFHQ, LSUN, and ImageNet with better efficiency and semantic interpretation.",https://api.openreview.net/pdf/b7219af3a9c6c0c0add8ae9fa74bae7fd3cc27f6.pdf,graph;optimization;zero_few-shot;transformer;representation;vae;generative model;diffusion models,https://scholar.google.com/scholar?q=f-DM:+A+Multi-stage+Diffusion+Model+via+Progressive+Signal+Transformation
Score-based Continuous-time Discrete Diffusion Models,2023,ICLR,"['Haoran Sun', 'Lijun Yu', 'Bo Dai', 'Dale Schuurmans', 'Hanjun Dai']",poster,"['discrete space diffusion', 'discrete score matching', 'continuous-time diffusion']","Score-based modeling through stochastic differential equations (SDEs) has provided a new perspective on diffusion models, and demonstrated superior performance on continuous data. However, the gradient of the log-likelihood function, \ie, the score function, is not properly defined for discrete spaces. This makes it non-trivial to adapt SDE with score functions to categorical data. In this paper, we extend diffusion models to discrete variables by introducing a stochastic jump process where the reverse process denoises via a continuous-time Markov chain. This formulation admits an analytical simulation during backward sampling. To learn the reverse process, we extend score matching to general categorical data, and show that an unbiased estimator can be obtained via simple matching of the conditional marginal distributions. We demonstrate the effectiveness of the proposed method on a set of synthetic and real-world music and image benchmarks.",https://api.openreview.net/pdf/d96e90543a3d04a3e6248eacc3088b15b0907078.pdf,graph;diffusion models,https://scholar.google.com/scholar?q=Score-based+Continuous-time+Discrete+Diffusion+Models
Images as Weight Matrices: Sequential Image Generation Through Synaptic Learning Rules,2023,ICLR,"['Kazuki Irie', 'Jürgen Schmidhuber']",poster,"['learning rules', 'Fast Weight Programmers', 'linear Transformers', 'image generation', 'GANs']","Work on fast weight programmers has demonstrated the effectiveness of key/value outer product-based learning rules for sequentially generating a weight matrix (WM) of a neural net (NN) by another NN or itself. However, the weight generation steps are typically not visually interpretable by humans, because the contents stored in the WM of an NN are not. Here we apply the same principle to generate natural images. The resulting fast weight painters (FPAs) learn to execute sequences of delta learning rules to sequentially generate images as sums of outer products of self-invented keys and values, one rank at a time, as if each image was a WM of an NN. We train our FPAs in the generative adversarial networks framework, and evaluate on various image datasets. We show how these generic learning rules can generate images with respectable visual quality without any explicit inductive bias for images. While the performance largely lags behind the one of specialised state-of-the-art image generators, our approach allows for visualising how synaptic learning rules iteratively produce complex connection patterns, yielding human-interpretable meaningful images. Finally, we also show that an additional convolutional U-Net (now popular in diffusion models) at the output of an FPA can learn one-step ""denoising"" of FPA-generated images to enhance their quality.
Our code is public.",https://api.openreview.net/pdf/aa76486a805137c091d1ab926caf23997d179f30.pdf,zero_few-shot;generative model;diffusion models,https://scholar.google.com/scholar?q=Images+as+Weight+Matrices:+Sequential+Image+Generation+Through+Synaptic+Learning+Rules
DensePure: Understanding Diffusion Models for Adversarial Robustness,2023,ICLR,"['Chaowei Xiao', 'Zhongzhu Chen', 'Kun Jin', 'Jiongxiao Wang', 'Weili Nie', 'Mingyan Liu', 'Anima Anandkumar', 'Bo Li', 'Dawn Song']",poster,"['adversarial robustness', 'certified robustness', 'diffusion model']","Diffusion models have been recently employed to  improve certified robustness through the process of denoising.  However, the theoretical understanding of why diffusion models are able to improve the certified robustness is still lacking, preventing from further improvement.  In this study, we close this gap by analyzing the fundamental properties of diffusion models and  establishing the conditions under which they can enhance certified robustness. This deeper understanding allows us to propose a new method   DensePure,  designed to improve the certified robustness of a pretrained model (i.e. classifier).   Given an (adversarial) input, DensePure consists of multiple runs of denoising via the reverse process of the diffusion model (with different random seeds) to get multiple reversed samples, which are then passed through the classifier, followed by majority voting of inferred labels to make the final prediction.  This design of using multiple runs of denoising is informed by our theoretical analysis of the conditional distribution of the reversed  sample. Specifically, when the data density of a clean sample is high, its conditional density under the reverse process in a diffusion model is also high;  thus sampling from the latter conditional distribution can purify the adversarial example and return the corresponding clean sample with a high probability. By using the highest density point in the conditional distribution as the reversed sample, we identify the robust region of a given instance under the diffusion model's reverse process. We show that this robust region is a union of multiple convex sets, and is potentially much larger than the robust regions identified in previous works. In practice, DensePure can approximate the label of the high density region in the conditional distribution so that it can enhance certified robustness. We conduct extensive experiments to demonstrate the effectiveness of DensePure by evaluating its certified robustness  given a standard model via randomized smoothing. We show that DensePure is consistently better than existing methods on ImageNet, with 7% improvement on average. ",https://api.openreview.net/pdf/d8526f8f386272bc4382c378f94069337bd8be63.pdf,zero_few-shot;diffusion models,https://scholar.google.com/scholar?q=DensePure:+Understanding+Diffusion+Models+for+Adversarial+Robustness
"Where to Diffuse, How to Diffuse, and How to Get Back: Automated Learning for Multivariate Diffusions",2023,ICLR,"['Raghav Singhal', 'Mark Goldstein', 'Rajesh Ranganath']",poster,"['Diffusion models', 'score based generative model', 'generative models', 'variational inference']","Diffusion-based generative models (DBGMs) perturb data to a target noise distribution and reverse this process to generate samples.  The choice of noising process, or inference diffusion process, affects both likelihoods and sample quality. For example, extending the inference process with auxiliary variables leads to improved sample quality. While there are many such multivariate diffusions to explore, each new one requires significant model-specific analysis, hindering rapid prototyping and evaluation. In this work, we study Multivariate Diffusion Models (MDMs). For any number of auxiliary variables, we provide a recipe for maximizing a lower-bound on the MDMs likelihood without requiring any model-specific analysis. We then demonstrate how to parameterize the diffusion for a specified target noise distribution; these two points together enable optimizing the inference diffusion process. Optimizing the diffusion expands easy experimentation from just a few well-known processes to an automatic search over all linear diffusions. To demonstrate these ideas, we introduce two new specific diffusions as well as learn a diffusion process on the MNIST, CIFAR10, and ImageNet32 datasets. We show learned MDMs match or surpass bits-per-dims (BPDs) relative to fixed choices of diffusions for a given dataset and model architecture.",https://api.openreview.net/pdf/f14263e154b403508bc9610cec0745bc42f8b9e7.pdf,zero_few-shot;generative model;inference;diffusion models,"https://scholar.google.com/scholar?q=Where+to+Diffuse,+How+to+Diffuse,+and+How+to+Get+Back:+Automated+Learning+for+Multivariate+Diffusions"
3D Equivariant Diffusion for Target-Aware Molecule Generation and Affinity Prediction,2023,ICLR,"['Jiaqi Guan', 'Wesley Wei Qian', 'Xingang Peng', 'Yufeng Su', 'Jian Peng', 'Jianzhu Ma']",poster,[],"Rich data and powerful machine learning models allow us to design drugs for a specific protein target <em>in silico</em>. Recently, the inclusion of 3D structures during targeted drug design shows superior performance to other target-free models as the atomic interaction in the 3D space is explicitly modeled. However, current 3D target-aware models either rely on the voxelized atom densities or the autoregressive sampling process, which are not equivariant to rotation or easily violate geometric constraints resulting in unrealistic structures. In this work, we develop a 3D equivariant diffusion model to solve the above challenges. To achieve target-aware molecule design, our method learns a joint generative process of both continuous atom coordinates and categorical atom types with a SE(3)-equivariant network. Moreover, we show that our model can serve as an unsupervised feature extractor to estimate the binding affinity under proper parameterization, which provides an effective way for drug screening. To evaluate our model, we propose a comprehensive framework to evaluate the quality of sampled molecules from different dimensions. Empirical studies show our model could generate molecules with more realistic 3D structures and better affinities towards the protein targets, and improve binding affinity ranking and prediction without retraining.",https://api.openreview.net/pdf/7d2f5804455f227aebb0b02ed88a71d50f3ad49a.pdf,optimization;zero_few-shot;generative model;metric;diffusion models;3d,https://scholar.google.com/scholar?q=3D+Equivariant+Diffusion+for+Target-Aware+Molecule+Generation+and+Affinity+Prediction
Pseudoinverse-Guided Diffusion Models for Inverse Problems,2023,ICLR,"['Jiaming Song', 'Arash Vahdat', 'Morteza Mardani', 'Jan Kautz']",poster,"['diffusion models', 'inverse problems']","Diffusion models have become competitive candidates for solving various inverse problems. Models trained for specific inverse problems work well but are limited to their particular use cases, whereas methods that use problem-agnostic models are general but often perform worse empirically. To address this dilemma, we introduce Pseudoinverse-guided Diffusion Models ($\Pi$GDM), an approach that uses problem-agnostic models to close the gap in performance. $\Pi$GDM directly estimates conditional scores from the measurement model of the inverse problem without additional training. It can address inverse problems with noisy, non-linear, or even non-differentiable measurements, in contrast to many existing approaches that are limited to noiseless linear ones. We illustrate the empirical effectiveness of $\Pi$GDM on several image restoration tasks, including super-resolution, inpainting and JPEG restoration. On ImageNet, $\Pi$GDM is competitive with state-of-the-art diffusion models trained on specific tasks, and is the first to achieve this with problem-agnostic diffusion models. $\Pi$GDM can also solve a wider set of inverse problems where the measurement processes are composed of several simpler ones.",https://api.openreview.net/pdf/210093330709030207aa90dbfe2a1f525ac5fb7d.pdf,diffusion models,https://scholar.google.com/scholar?q=Pseudoinverse-Guided+Diffusion+Models+for+Inverse+Problems
(Certified!!) Adversarial Robustness for Free!,2023,ICLR,"['Nicholas Carlini', 'Florian Tramer', 'Krishnamurthy Dj Dvijotham', 'Leslie Rice', 'Mingjie Sun', 'J Zico Kolter']",poster,[],"In this paper we show how to achieve state-of-the-art certified adversarial robustness to 2-norm bounded perturbations by relying exclusively on off-the-shelf pretrained models. To do so, we instantiate the denoised smoothing approach of Salman et al. by combining a pretrained denoising diffusion probabilistic model and a standard high-accuracy classifier. This allows us to certify 71% accuracy on ImageNet under adversarial perturbations constrained to be within a 2-norm of 0.5, an improvement of 14 percentage points over the prior certified SoTA using any approach, or an improvement of 30 percentage points over denoised smoothing. We obtain these results using only pretrained diffusion models and image classifiers, without requiring any fine tuning or retraining of model parameters.",https://api.openreview.net/pdf/ffd8346924f2b5c29c98d9eebd37fde97ba3461a.pdf,optimization;zero_few-shot;diffusion models,https://scholar.google.com/scholar?q=(Certified!!)+Adversarial+Robustness+for+Free!
Understanding DDPM Latent Codes Through Optimal Transport,2023,ICLR,"['Valentin Khrulkov', 'Gleb Ryzhakov', 'Andrei Chertkov', 'Ivan Oseledets']",poster,"['diffusion models', 'ddpm', 'optimal transport', 'theory']","Diffusion models have recently outperformed alternative approaches to model the distribution of natural images. Such diffusion models allow for deterministic sampling via the probability flow ODE, giving rise to a latent space and an encoder map. While having important practical applications, such as the estimation of the likelihood, the theoretical properties of this map are not yet fully understood. In the present work, we partially address this question for the popular case of the VP-SDE (DDPM) approach. We show that, perhaps surprisingly, the DDPM encoder map coincides with the optimal transport map for common distributions; we support this claim by extensive numerical experiments using advanced tensor train solver for multidimensional Fokker-Planck equation. We provide additional theoretical evidence for the case of multivariate normal distributions.",https://api.openreview.net/pdf/05a5b6328c16d6e05741af0692ecdb4edd6955b9.pdf,zero_few-shot;flow;diffusion models,https://scholar.google.com/scholar?q=Understanding+DDPM+Latent+Codes+Through+Optimal+Transport
Diffusion Policies as an Expressive Policy Class for Offline Reinforcement Learning,2023,ICLR,"['Zhendong Wang', 'Jonathan J Hunt', 'Mingyuan Zhou']",poster,"['offline RL', 'diffusion models', 'behavior cloning', 'policy regularization', 'Q-learning']","Offline reinforcement learning (RL), which aims to learn an optimal policy using a previously collected static dataset, is an important paradigm of RL. Standard RL methods often perform poorly in this regime due to the function approximation errors on out-of-distribution actions. While a variety of regularization methods have been proposed to mitigate this issue, they are often constrained by policy classes with limited expressiveness that can lead to highly suboptimal solutions. In this paper, we propose representing the policy as a diffusion model, a recent class of highly-expressive deep generative models. We introduce Diffusion Q-learning (Diffusion-QL) that utilizes a conditional diffusion model to represent the policy. In our approach, we learn an action-value function and we add a term maximizing action-values into the training loss of the conditional diffusion model, which results in a loss that seeks optimal actions that are near the behavior policy. We show the expressiveness of the diffusion model-based policy, and the coupling of the behavior cloning and policy improvement under the diffusion model both contribute to the outstanding performance of Diffusion-QL. We illustrate the superiority of our method compared to prior works in a simple 2D bandit example with a multimodal behavior policy. We then show that our method can achieve state-of-the-art performance on the majority of the D4RL benchmark tasks.",https://api.openreview.net/pdf/a55a26f03a11dcb7991b40527008d900c4a75044.pdf,reinforcement learning;offline reinforcement learning;optimization;generative model;multimodal;diffusion models,https://scholar.google.com/scholar?q=Diffusion+Policies+as+an+Expressive+Policy+Class+for+Offline+Reinforcement+Learning
Imitating Human Behaviour with Diffusion Models,2023,ICLR,"['Tim Pearce', 'Tabish Rashid', 'Anssi Kanervisto', 'Dave Bignell', 'Mingfei Sun', 'Raluca Georgescu', 'Sergio Valcarcel Macua', 'Shan Zheng Tan', 'Ida Momennejad', 'Katja Hofmann', 'Sam Devlin']",poster,"['imitation learning', 'behavioral cloning', 'behavioral cloning', 'diffusion models', 'generative models']","Diffusion models have emerged as powerful generative models in the text-to-image domain. This paper studies their application as observation-to-action models for imitating human behaviour in sequential environments. Human behaviour is stochastic and multimodal, with structured correlations between action dimensions. Meanwhile, standard modelling choices in behaviour cloning are limited in their expressiveness and may introduce bias into the cloned policy. We begin by pointing out the limitations of these choices. We then propose that diffusion models are an excellent fit for imitating human behaviour, since they learn an expressive distribution over the joint action space. We introduce several innovations to make diffusion models suitable for sequential environments; designing suitable architectures, investigating the role of guidance, and developing reliable sampling strategies. Experimentally, diffusion models closely match human demonstrations in a simulated robotic control task and a modern 3D gaming environment.",https://api.openreview.net/pdf/b6515fc810687c08e9e8cbc72cd22ef8e7cdc7b6.pdf,graph;generative model;multimodal;diffusion models;3d,https://scholar.google.com/scholar?q=Imitating+Human+Behaviour+with+Diffusion+Models
DiffusER: Diffusion via Edit-based Reconstruction,2023,ICLR,"['Machel Reid', 'Vincent Josua Hellendoorn', 'Graham Neubig']",poster,"['text generation', 'editing', 'denoising autoencoders']","In text generation, models that generate text from scratch one token at a time are currently the dominant paradigm. Despite being performant, these models lack the ability to revise existing text, which limits their usability in many practical scenarios. We look to address this, with DiffusER (Diffusion via Edit-based Reconstruction), a new edit-based generative model for text based on denoising diffusion models -- a class of models that use a Markov chain of denoising steps to incrementally generate data. DiffusER is not only a strong generative model in general, rivalling autoregressive models on several tasks spanning machine translation, summarization, and style transfer; it can also perform other varieties of generation that standard autoregressive models are not well-suited for. For instance, we demonstrate that DiffusER makes it possible for a user to condition generation on a prototype, or an incomplete sequence, and continue revising based on previous edit steps.",https://api.openreview.net/pdf/e35954a4ede0520dd7f8d02f039f79a60a4eb6f9.pdf,generative model;transfer learning;diffusion models,https://scholar.google.com/scholar?q=DiffusER:+Diffusion+via+Edit-based+Reconstruction
Defending against Adversarial Audio  via Diffusion Model,2023,ICLR,"['Shutong Wu', 'Jiongxiao Wang', 'Wei Ping', 'Weili Nie', 'Chaowei Xiao']",poster,"['Adversarial attack and defense', 'AI security', 'speech recognition', 'diffusion models']","Deep learning models have been widely used in commercial acoustic systems in recent years. However, adversarial audio examples can cause abnormal behaviors for those acoustic systems, while being hard for humans to perceive. Various methods, such as transformation-based defenses and adversarial training, have been proposed to protect acoustic systems from adversarial attacks, but they are less effective against adaptive attacks. Furthermore, directly applying the methods from the image domain can lead to suboptimal results because of the unique properties of audio data. In this paper, we propose an adversarial purification-based defense pipeline, AudioPure, for acoustic systems via off-the-shelf diffusion models. Taking advantage of the strong generation ability of diffusion models, AudioPure first adds a small amount of noise to the adversarial audio and then runs the reverse sampling step to purify the noisy audio and recover clean audio. AudioPure is a plug-and-play method that can be directly applied to any pretrained classifier without any fine-tuning or re-training. We conduct extensive experiments on the speech command recognition task to evaluate the robustness of AudioPure. Our method is effective against diverse adversarial attacks (e.g. L2 or L∞-norm). It outperforms the existing methods under both strong adaptive white-box and black-box attacks bounded by L2 or L∞-norm (up to +20% in robust accuracy). Besides, we also evaluate the certified robustness for perturbations bounded by L2-norm via randomized smoothing. Our pipeline achieves a higher certified accuracy than baselines.",https://api.openreview.net/pdf/f495c649b51716e4d5681e1db282a9df4c7ad03c.pdf,generative model;adaptive;diffusion models,https://scholar.google.com/scholar?q=Defending+against+Adversarial+Audio++via+Diffusion+Model
Quantized Compressed Sensing with Score-Based Generative Models,2023,ICLR,"['Xiangming Meng', 'Yoshiyuki Kabashima']",poster,"['generative models', 'compressed sensing', 'linear inverse problems', 'quantization']","We consider the general problem of recovering a high-dimensional signal from noisy quantized measurements. Quantization, especially coarse quantization such as 1-bit sign measurements, leads to severe information loss and thus a good prior knowledge of the unknown signal is helpful for accurate recovery. Motivated by the power of score-based generative models (SGM, also known as diffusion models) in capturing the rich structure of natural signals beyond simple sparsity, we propose an unsupervised data-driven approach called quantized compressed sensing with SGM (QCS-SGM), where the prior distribution is modeled by a pre-trained SGM. To perform posterior sampling, an annealed pseudo-likelihood score called ${\textit{noise perturbed pseudo-likelihood score}}$ is introduced and combined with the prior score of SGM. The proposed QCS-SGM applies to an arbitrary number of quantization bits. Experiments on a variety of baseline datasets demonstrate that the proposed QCS-SGM significantly outperforms existing state-of-the-art algorithms by a large margin for both in-distribution and out-of-distribution samples. Moreover, as a posterior sampling method, QCS-SGM can be easily used to obtain confidence intervals or uncertainty estimates of the reconstructed results. $\textit{The code  is available at}$ https://github.com/mengxiangming/QCS-SGM.",https://api.openreview.net/pdf/4f6f0e2347a3d6f9a88b39e445f77c1e7503064e.pdf,graph;generative model;diffusion models,https://scholar.google.com/scholar?q=Quantized+Compressed+Sensing+with+Score-Based+Generative+Models
Diffusion Models for Causal Discovery via Topological Ordering,2023,ICLR,"['Pedro Sanchez', 'Xiao Liu', ""Alison Q O'Neil"", 'Sotirios A. Tsaftaris']",poster,"['Diffusion Models', 'Causal Discovery', 'Topological Ordering', 'Score-based Methods']","Discovering causal relations from observational data becomes possible with additional assumptions such as considering the functional relations to be constrained as nonlinear with additive noise (ANM). Even with strong assumptions, causal discovery involves an expensive search problem over the space of directed acyclic graphs (DAGs). \emph{Topological ordering} approaches reduce the optimisation space of causal discovery by searching over a permutation rather than graph space.
For ANMs, the \emph{Hessian} of the data log-likelihood can be used for finding leaf nodes in a causal graph, allowing its topological ordering. However, existing computational methods for obtaining the Hessian still do not scale as the number of variables and the number of samples are increased. Therefore, inspired by recent innovations in diffusion probabilistic models (DPMs), we propose \emph{DiffAN}, a topological ordering algorithm that leverages DPMs for learning a Hessian function. We introduce theory for updating the learned Hessian without re-training the neural network, and we show that computing with a subset of samples gives an accurate approximation of the ordering, which allows scaling to datasets with more samples and variables. We show empirically that our method scales exceptionally well to datasets with up to $500$ nodes and up to $10^5$ samples while still performing on par over small datasets with state-of-the-art causal discovery methods.
Implementation is available at \url{https://github.com/vios-s/DiffAN} .",https://api.openreview.net/pdf/6507802ca7e95e60abfdd3910aaefa5450193400.pdf,graph;optimization;zero_few-shot;transformer;online learning;diffusion models,https://scholar.google.com/scholar?q=Diffusion+Models+for+Causal+Discovery+via+Topological+Ordering
DiGress: Discrete Denoising diffusion for graph generation,2023,ICLR,"['Clement Vignac', 'Igor Krawczuk', 'Antoine Siraudin', 'Bohan Wang', 'Volkan Cevher', 'Pascal Frossard']",poster,"['Graph generation', 'Denoising Diffusion Model', 'Molecule Generation', 'Permutation Equivariance', 'Discrete Diffusion']","This work introduces DiGress, a discrete denoising diffusion model for generating graphs with categorical node and edge attributes.
Our model utilizes a discrete diffusion process that progressively edits graphs with noise, through the process of adding or removing edges and changing the categories.
A graph transformer network is trained to revert this process, simplifying the problem of distribution learning over graphs into a sequence of node and edge classification tasks.
We further improve sample quality by introducing a Markovian noise model that preserves the marginal distribution of node and edge types during diffusion, and by incorporating auxiliary graph-theoretic features.
A procedure for conditioning the generation on graph-level features is also proposed.
DiGress achieves state-of-the-art performance on molecular and non-molecular datasets, with up to 3x validity improvement on a planar graph dataset. 
It is also the first model to scale to the large GuacaMol dataset containing 1.3M drug-like molecules without the use of molecule-specific representations.",https://api.openreview.net/pdf/ca5c988dd881d65b94fffbf35e0eaa5c5be23585.pdf,graph;transformer;representation;generative model;diffusion models,https://scholar.google.com/scholar?q=DiGress:+Discrete+Denoising+diffusion+for+graph+generation
DiffuSeq: Sequence to Sequence Text Generation with Diffusion Models,2023,ICLR,"['Shansan Gong', 'Mukai Li', 'Jiangtao Feng', 'Zhiyong Wu', 'Lingpeng Kong']",poster,"['diffusion model', 'sequence to sequence', 'text generation', 'diveristy']","Recently, diffusion models have emerged as a new paradigm for generative models. Despite the success in domains using continuous signals such as vision and audio, adapting diffusion models to natural language is under-explored due to the discrete nature of texts, especially for conditional generation. We tackle this challenge by proposing DiffuSeq: a diffusion model designed for sequence-to-sequence (Seq2Seq) text generation tasks. Upon extensive evaluation over a wide range of Seq2Seq tasks, we find DiffuSeq achieving comparable or even better performance than six established baselines, including a state-of-the-art model that is based on pre-trained language models. Apart from quality, an intriguing property of DiffuSeq is its high diversity during generation, which is desired in many Seq2Seq tasks. We further include a theoretical analysis revealing the connection between DiffuSeq and autoregressive/non-autoregressive models. Bringing together theoretical analysis and empirical evidence, we demonstrate the great potential of diffusion models in complex conditional language generation tasks. Code is available at https://github.com/Shark-NLP/DiffuSeq",https://api.openreview.net/pdf/60eecf7c181638fdfa60c671ca5d0b67644748cd.pdf,graph;generative model;diffusion models,https://scholar.google.com/scholar?q=DiffuSeq:+Sequence+to+Sequence+Text+Generation+with+Diffusion+Models
Equivariant Energy-Guided SDE for Inverse Molecular Design,2023,ICLR,"['Fan Bao', 'Min Zhao', 'Zhongkai Hao', 'Peiyao Li', 'Chongxuan Li', 'Jun Zhu']",poster,"['score-based model', 'diffusion model', 'inverse molecular design', 'energy guidance', 'molecule generation', 'equivariance']","Inverse molecular design is critical in material science and drug discovery, where the generated molecules should satisfy certain desirable properties. In this paper, we propose equivariant energy-guided stochastic differential equations (EEGSDE), a flexible framework for controllable 3D molecule generation under the guidance of an energy function in diffusion models. Formally, we show that EEGSDE naturally exploits the geometric symmetry in 3D molecular conformation, as long as the energy function is invariant to orthogonal transformations. Empirically, under the guidance of designed energy functions, EEGSDE significantly improves the baseline on QM9, in inverse molecular design targeted to quantum properties and molecular structures. Furthermore, EEGSDE is able to generate molecules with multiple target properties by combining the corresponding energy functions linearly.",https://api.openreview.net/pdf/7eccd68c8c19051056b77215ff617061615b0e5c.pdf,generative model;metric;diffusion models;3d,https://scholar.google.com/scholar?q=Equivariant+Energy-Guided+SDE+for+Inverse+Molecular+Design
Accelerating Guided Diffusion Sampling with Splitting Numerical Methods,2023,ICLR,"['Suttisak Wizadwongsa', 'Supasorn Suwajanakorn']",poster,"['Splitting Numerical Methods', 'Guided Diffusion Models']","Guided diffusion is a technique for conditioning the output of a diffusion model at sampling time without retraining the network for each specific task. However, one drawback of diffusion models, whether they are guided or unguided, is their slow sampling process. 
Recent techniques can accelerate unguided sampling by applying high-order numerical methods to the sampling process when viewed as differential equations. On the contrary, we discover that the same techniques do not work for guided sampling, and little has been explored about its acceleration. This paper explores the culprit of this problem and provides a solution based on operator splitting methods, motivated by our key finding that classical high-order numerical methods are unsuitable for the conditional function. Our proposed method can re-utilize the high-order methods for guided sampling and can generate images with the same quality as a 250-step DDIM baseline using 32-58% less sampling time on ImageNet256. 
We also demonstrate usage on a wide variety of conditional generation tasks, such as text-to-image generation, colorization, inpainting, and super-resolution.",https://api.openreview.net/pdf/b76de0f572f704575f927eccbbb6c0031f8b7427.pdf,zero_few-shot;generative model;diffusion models,https://scholar.google.com/scholar?q=Accelerating+Guided+Diffusion+Sampling+with+Splitting+Numerical+Methods
Blurring Diffusion Models,2023,ICLR,"['Emiel Hoogeboom', 'Tim Salimans']",poster,"['blurring', 'diffusion', 'generative model']","Recently, Rissanen et al., (2022) have presented a new type of diffusion process for generative modeling based on heat dissipation, or blurring, as an alternative to isotropic Gaussian diffusion. Here, we show that blurring can equivalently be defined through a Gaussian diffusion process with non-isotropic noise. In making this connection, we bridge the gap between inverse heat dissipation and denoising diffusion, and we shed light on the inductive bias that results from this modeling choice. Finally, we propose a generalized class of diffusion models that offers the best of both standard Gaussian denoising diffusion and inverse heat dissipation, which we call Blurring Diffusion Models. ",https://api.openreview.net/pdf/33c05b0bd300e12f24e2ac7a85f4716f5c4a9147.pdf,generative model;diffusion models,https://scholar.google.com/scholar?q=Blurring+Diffusion+Models
