title,year,source,authors,class,keywords,abstract,pdf_link,topic,google_scholar_link
Visual Clues: Bridging Vision and Language Foundations for Image Paragraph Captioning,2022,NIPS,"['Yujia Xie', 'Luowei Zhou', 'Xiyang Dai', 'Lu Yuan', 'Nguyen Bach', 'Ce Liu', 'Michael Zeng']",poster,"['Image paragraph captioning', 'vision-language models', 'zero-shot learning']","People say, ""A picture is worth a thousand words"". Then how can we get the rich information out of the image? We argue that by using visual clues to bridge large pretrained vision foundation models and language models, we can do so without any extra cross-modal training. Thanks to the strong zero-shot capability of foundation models, we start by constructing a rich semantic representation of the image (e.g., image tags, object attributes / locations, captions) as a structured textual prompt, called visual clues, using a vision foundation model. Based on visual clues, we use large language model to produce a series of comprehensive descriptions for the visual content, which is then verified by the vision model again to select the candidate that aligns best with the image. We evaluate the quality of generated descriptions by quantitative and qualitative measurement. The results demonstrate the effectiveness of such a structured semantic representation. ",https://api.openreview.net/pdf/72869e40a968a7e085c1ac408bf472b0253740fd.pdf,graph;zero_few-shot;representation;multimodal;llm,https://scholar.google.com/scholar?q=Visual+Clues:+Bridging+Vision+and+Language+Foundations+for+Image+Paragraph+Captioning
High-dimensional limit theorems for SGD: Effective dynamics and critical scaling,2022,NIPS,"['Gerard Ben Arous', 'Reza Gheissari', 'Aukosh Jagannath']",poster,"['stochastic gradient descent', 'high-dimensional statistics', 'online algorithms', 'PCA', 'XOR', 'Gaussian mixture model', 'two-layer network']","We study the scaling limits of stochastic gradient descent (SGD) with constant step-size in the high-dimensional regime. We prove limit theorems for the trajectories of summary statistics (i.e., finite-dimensional functions) of SGD as the dimension goes to infinity. Our approach allows one to choose the summary statistics that are tracked, the initialization, and the step-size. It yields both ballistic (ODE) and diffusive (SDE) limits, with the limit depending dramatically on the former choices. We find a critical scaling regime for the step-size below which this ``effective dynamics"" matches gradient flow for the population loss, but at which, a new correction term appears which changes the phase diagram. About the fixed points of this effective dynamics, the corresponding diffusive limits can be quite complex and even degenerate. 
We demonstrate our approach on popular examples including estimation for spiked matrix and tensor models and classification via two-layer networks for binary and XOR-type Gaussian mixture models. These examples exhibit surprising phenomena including multimodal timescales to convergence as well as convergence to sub-optimal solutions with probability bounded away from zero from random (e.g., Gaussian) initializations. 
",https://api.openreview.net/pdf/ef870888e0c162708367b8bad71ca2d3126f0609.pdf,zero_few-shot;transformer;flow;multimodal,https://scholar.google.com/scholar?q=High-dimensional+limit+theorems+for+SGD:+Effective+dynamics+and+critical+scaling
Delving into Out-of-Distribution Detection with Vision-Language Representations,2022,NIPS,"['Yifei Ming', 'Ziyang Cai', 'Jiuxiang Gu', 'Yiyou Sun', 'Wei Li', 'Yixuan Li']",poster,[],"Recognizing out-of-distribution (OOD) samples is critical for machine learning systems deployed in the open world. The vast majority of OOD detection methods are driven by a single modality (e.g., either vision or language), leaving the rich information in multi-modal representations untapped. Inspired by the recent success of vision-language pre-training, this paper enriches the landscape of OOD detection from a single-modal to a multi-modal regime. Particularly, we propose Maximum Concept Matching (MCM), a simple yet effective zero-shot OOD detection method based on aligning visual features with textual concepts.  We contribute in-depth analysis and theoretical insights to understand the effectiveness of MCM. Extensive experiments demonstrate that MCM achieves superior performance on a wide variety of real-world tasks. MCM with vision-language features outperforms a common baseline with pure visual features on a hard OOD task with semantically similar classes by 13.1% (AUROC) Code is available at https://github.com/deeplearning-wisc/MCM. ",https://api.openreview.net/pdf/17712dcdb6ee191aaa4325a097bedc0addcc1c1d.pdf,zero_few-shot;representation;multimodal,https://scholar.google.com/scholar?q=Delving+into+Out-of-Distribution+Detection+with+Vision-Language+Representations
Forecasting Human Trajectory from Scene History,2022,NIPS,"['Mancheng Meng', 'Ziyan Wu', 'Terrence Chen', 'Xiran Cai', 'Xiang Sean Zhou', 'Fan Yang', 'Dinggang Shen']",poster,"['Human trajectory prediction', 'Scene history', 'Group trajectory', 'Cross-modal interaction']","Predicting the future trajectory of a person remains a challenging problem, due to randomness and subjectivity. However, the moving patterns of human in constrained scenario typically conform to a limited number of regularities to a certain extent, because of the scenario restrictions (\eg, floor plan, roads and obstacles) and person-person or person-object interactivity. Thus, an individual person in this scenario should follow one of the regularities as well. In other words, a person's subsequent trajectory has likely been traveled by others. Based on this hypothesis, we propose to forecast a person's future trajectory by learning from the implicit scene regularities. We call the regularities, inherently derived from the past dynamics of the people and the environment in the scene,  \emph{scene history}. We categorize scene history information into two types: historical group trajectories and individual-surroundings interaction. To exploit these information for trajectory prediction, we propose a novel framework Scene History Excavating Network (SHENet), where the scene history is leveraged in a simple yet effective approach. In particular, we design two components, the group trajectory bank module to extract representative group trajectories as the candidate for future path, and the cross-modal interaction module to model the interaction between individual past trajectory and its surroundings for trajectory refinement, respectively.  In addition, to mitigate the uncertainty in the evaluation, caused by the aforementioned randomness and subjectivity, we propose to include smoothness into evaluation metrics. We conduct extensive evaluations to validate the efficacy of proposed framework on ETH, UCY, as well as a new, challenging benchmark dataset PAV, demonstrating superior performance compared to state-of-the-art methods.",https://api.openreview.net/pdf/cd01204f4380910e9f932559c7e3b4f2a9c20eca.pdf,graph;optimization;zero_few-shot;metric;multimodal;llm,https://scholar.google.com/scholar?q=Forecasting+Human+Trajectory+from+Scene+History
CogView2: Faster and Better Text-to-Image Generation via Hierarchical Transformers,2022,NIPS,"['Ming Ding', 'Wendi Zheng', 'Wenyi Hong', 'Jie Tang']",poster,"['text-to-image generation', 'pretraining', 'transformer']","Development of transformer-based text-to-image models is impeded by its slow generation and complexity, for high-resolution images. In this work, we put forward a solution based on hierarchical transformers and local parallel autoregressive generation.  
We pretrain a 6B-parameter transformer with a simple and flexible self-supervised task, a cross-modal general language model (CogLM), and fine-tune it for fast super-resolution. 
The new text-to-image system, CogView2, shows very competitive generation compared to concurrent state-of-the-art DALL-E-2, and naturally supports interactive text-guided editing on images.",https://api.openreview.net/pdf/aa75f6b22500a6ea605ad2f52cc2e35272992c0d.pdf,zero_few-shot;transformer;generative model;active learning;multimodal,https://scholar.google.com/scholar?q=CogView2:+Faster+and+Better+Text-to-Image+Generation+via+Hierarchical+Transformers
Cross-modal Learning for Image-Guided Point Cloud Shape Completion,2022,NIPS,"['Emanuele Aiello', 'Diego Valsesia', 'Enrico Magli']",poster,"['Point Cloud Completion', 'View-guided completion', 'Self-supervised completion', 'Multimodal Learning']","In this paper we explore the recent topic of point cloud completion, guided by an auxiliary image. We show how it is possible to effectively combine the information from the two modalities in a localized latent space, thus avoiding the need for complex point cloud reconstruction methods from single views used by the state-of-the-art. We also investigate a novel self-supervised setting where the auxiliary image provides a supervisory signal to the training process by using a differentiable renderer on the completed point cloud to measure fidelity in the image space. Experiments show significant improvements over state-of-the-art supervised methods for both unimodal and multimodal completion. We also show the effectiveness of the self-supervised approach which outperforms a number of supervised methods and is competitive with the latest supervised models only exploiting point cloud information.",https://api.openreview.net/pdf/f673aae78e9f3a4eddae048377318410a42cd57f.pdf,zero_few-shot;multimodal,https://scholar.google.com/scholar?q=Cross-modal+Learning+for+Image-Guided+Point+Cloud+Shape+Completion
Less-forgetting Multi-lingual Fine-tuning,2022,NIPS,"['Yuren Mao', 'Yaobo Liang', 'Nan Duan', 'Haobo Wang', 'Kai Wang', 'Lu Chen', 'Yunjun Gao']",poster,"['Multi-lingual Language  Models', 'Multi-lingual Fine-tuning', 'Less-forgetting']","Multi-lingual fine-tuning (MLF), which fine-tunes a multi-lingual language model (MLLM) with multiple source languages, aims to gain good zero-shot performance on target languages. In MLF, the fine-tuned model tends to fit the source languages while forgetting its cross-lingual knowledge obtained from the pre-training stage. This forgetting phenomenon degenerates the zero-shot performance of MLF, which remains under-explored. To fill this gap, this paper proposes a multi-lingual fine-tuning method, dubbed Less-forgetting Multi-lingual Fine-tuning (LF-MLF). In LF-MLF, we cast multi-lingual fine-tuning as a constrained optimization problem, where the optimization objective is to minimize forgetting, and constraints are reducing the fine-tuning loss. The proposed method has superior zero-shot performance; furthermore, it can achieve the Pareto stationarity. Extensive experiments on Named Entity Recognition, Question Answering and Natural Language Inference back up our theoretical analysis and validate the superiority of our proposals.",https://api.openreview.net/pdf/2a83e695e2cb127e5a29f0de1903cafe3808ebb5.pdf,optimization;zero_few-shot;inference;multimodal,https://scholar.google.com/scholar?q=Less-forgetting+Multi-lingual+Fine-tuning
Language Conditioned Spatial Relation Reasoning for 3D Object Grounding,2022,NIPS,"['Shizhe Chen', 'Pierre-Louis Guhur', 'Makarand Tapaswi', 'Cordelia Schmid', 'Ivan Laptev']",poster,[],"Localizing objects in 3D scenes based on natural language requires understanding and reasoning about spatial relations. In particular, it is often crucial to distinguish similar objects referred by the text, such as ""the left most chair"" and ""a chair next to the window"". In this work we propose a language-conditioned transformer model for grounding 3D objects and their spatial relations. To this end, we design a spatial self-attention layer that accounts for relative distances and orientations between objects in input 3D point clouds. Training such a layer with visual and language inputs enables to disambiguate spatial relations and to localize objects referred by the text. To facilitate the cross-modal learning of relations, we further propose a teacher-student approach where the teacher model is first trained using ground-truth object labels, and then helps to train a student model using point cloud inputs. We perform ablation studies showing advantages of our approach. We also demonstrate our model to significantly outperform the state of the art on the challenging Nr3D, Sr3D and ScanRefer 3D object grounding datasets.",https://api.openreview.net/pdf/a7ca7db6d4af88e0d2d12a4501ae57642811ae40.pdf,graph;transformer;multimodal;3d,https://scholar.google.com/scholar?q=Language+Conditioned+Spatial+Relation+Reasoning+for+3D+Object+Grounding
M$^4$I: Multi-modal Models Membership Inference,2022,NIPS,"['Pingyi Hu', 'Zihan Wang', 'Ruoxi Sun', 'Hu Wang', 'Minhui Xue']",poster,"['Membership inference attack', 'Data privacy leakage', 'Multimodality']","With the development of machine learning techniques, the attention of research has been moved from single-modal learning to multi-modal learning, as real-world data exist in the form of different modalities. However, multi-modal models often carry more information than single-modal models and they are usually applied in sensitive scenarios, such as medical report generation or disease identification. Compared with the existing membership inference against machine learning classifiers, we focus on the problem that the input and output of the multi-modal models are in different modalities, such as image captioning. This work studies the privacy leakage of multi-modal models through the lens of membership inference attack, a process of determining whether a data record involves in the model training process or not. To achieve this, we propose Multi-modal Models Membership Inference (M$^4$I) with two attack methods to infer the membership status, named metric-based (MB) M$^4$I and feature-based (FB) M$^4$I, respectively. More specifically, MB M$^4$I adopts similarity metrics while attacking to infer target data membership. FB M$^4$I uses a pre-trained shadow multi-modal feature extractor to achieve the purpose of data inference attack by comparing the similarities from extracted input and output features. Extensive experimental results show that both attack methods can achieve strong performances. Respectively, 72.5% and 94.83% of attack success rates on average can be obtained under unrestricted scenarios. Moreover, we evaluate multiple defense mechanisms against our attacks. The source code of M$^4$I attacks is publicly available at https://github.com/MultimodalMI/Multimodal-membership-inference.git.",https://api.openreview.net/pdf/5c618b1492a4a832e71f351e146a416c8cb6d530.pdf,transformer;generative model;inference;metric;multimodal,https://scholar.google.com/scholar?q=M$^4$I:+Multi-modal+Models+Membership+Inference
Deep Multi-Modal Structural Equations For Causal Effect Estimation With Unstructured Proxies,2022,NIPS,"['Shachi Deshpande', 'Kaiwen Wang', 'Dhruv Sreenivas', 'Zheng Li', 'Volodymyr Kuleshov']",poster,[],"Estimating the effect of intervention from observational data while accounting for confounding variables is a key task in causal inference. Oftentimes, the confounders are unobserved, but we have access to large amounts of additional unstructured data (images, text) that contain valuable proxy signal about the missing confounders. This paper argues that leveraging this unstructured data can greatly improve the accuracy of causal effect estimation. Specifically, we introduce deep multi-modal structural equations, a generative model for causal effect estimation in which confounders are latent variables and unstructured data are proxy variables. This model supports multiple multimodal proxies (images, text) as well as missing data. We empirically demonstrate that our approach outperforms existing methods based on propensity scores and corrects for confounding using unstructured inputs on tasks in genomics and healthcare. Our methods can potentially support the use of large amounts of data that were previously not used in causal inference",https://api.openreview.net/pdf/7b760d317a1719fb7347e4bd92e823a1cf92501b.pdf,graph;generative model;inference;multimodal,https://scholar.google.com/scholar?q=Deep+Multi-Modal+Structural+Equations+For+Causal+Effect+Estimation+With+Unstructured+Proxies
Learning State-Aware Visual Representations from Audible Interactions,2022,NIPS,"['Himangi Mittal', 'Pedro Morgado', 'Unnat Jain', 'Abhinav Gupta']",poster,"['Video Representation learning', 'self-supervised learning', 'contrastive learning', 'audio-visual learning', 'egocentric videos', 'Ego4D', 'EPIC-Kitchens']","We propose a self-supervised algorithm to learn representations from egocentric video data. Recently, significant efforts have been made to capture humans interacting with their own environments as they go about their daily activities. In result, several large egocentric datasets of interaction-rich multi-modal data have emerged. However, learning representations from videos can be challenging. First, given the uncurated nature of long-form continuous videos, learning effective representations require focusing on moments in time when interactions take place. Second, visual representations of daily activities should be sensitive to changes in the state of the environment. However, current successful multi-modal learning frameworks encourage representation invariance over time. To address these challenges, we leverage audio signals to identify moments of likely interactions which are conducive to better learning. We also propose a novel self-supervised objective that learns from audible state changes caused by interactions. We validate these contributions extensively on two large-scale egocentric datasets, EPIC-Kitchens-100 and the recently released Ego4D, and show improvements on several downstream tasks, including action recognition, long-term action anticipation, and object state change classification.",https://api.openreview.net/pdf/3c00a294611b2926715d5743b6eb92bea655be53.pdf,graph;zero_few-shot;representation;multimodal;llm,https://scholar.google.com/scholar?q=Learning+State-Aware+Visual+Representations+from+Audible+Interactions
Coarse-to-Fine Vision-Language Pre-training with Fusion in the Backbone ,2022,NIPS,"['Zi-Yi Dou', 'Aishwarya Kamath', 'Zhe Gan', 'Pengchuan Zhang', 'Jianfeng Wang', 'Linjie Li', 'Zicheng Liu', 'Ce Liu', 'Yann LeCun', 'Nanyun Peng', 'Jianfeng Gao', 'Lijuan Wang']",poster,"['vision-language pre-training', 'VQA', 'image captioning', 'object detection']","Vision-language (VL) pre-training has recently received considerable attention. However, most existing end-to-end pre-training approaches either only aim to tackle VL tasks such as image-text retrieval, visual question answering (VQA) and image captioning that test high-level understanding of images, or only target region-level understanding for tasks such as phrase grounding and object detection. We present FIBER (Fusion-In-the-Backbone-based transformER), a new VL model architecture that can seamlessly handle both these types of tasks. Instead of having dedicated transformer layers for fusion after the uni-modal backbones, FIBER pushes multimodal fusion deep into the model by inserting cross-attention into the image and text backbones to better capture multimodal interactions. In addition, unlike previous work that is either only pre-trained on image-text data or on fine-grained data with box-level annotations, we present a two-stage pre-training strategy that uses both these kinds of data efficiently: (i) coarse-grained pre-training based on image-text data; followed by (ii) fine-grained pre-training based on image-text-box data. We conduct comprehensive experiments on a wide range of VL tasks, ranging from VQA, image captioning, and retrieval, to phrase grounding, referring expression comprehension, and object detection. Using deep multimodal fusion coupled with the two-stage pre-training, FIBER provides consistent performance improvements over strong baselines across all tasks, often outperforming methods using magnitudes more data. Code is released at https://github.com/microsoft/FIBER.",https://api.openreview.net/pdf/50af76dd54980e4509405ad7a9b5de133d71ef8b.pdf,graph;zero_few-shot;transformer;multimodal,https://scholar.google.com/scholar?q=Coarse-to-Fine+Vision-Language+Pre-training+with+Fusion+in+the+Backbone+
CoupAlign: Coupling Word-Pixel with Sentence-Mask Alignments for Referring Image Segmentation,2022,NIPS,"['Zicheng Zhang', 'Yi Zhu', 'Jianzhuang Liu', 'Xiaodan Liang', 'Wei Ke']",poster,"['Referring Image Segmentation', 'Vision Language Modeling', 'Cross-model Alignment']","Referring image segmentation aims at localizing all pixels of the visual objects described by a natural language sentence. Previous works learn to straightforwardly align the sentence embedding and pixel-level embedding for highlighting the referred objects, but ignore the semantic consistency of pixels within the same object, leading to incomplete masks and localization errors in predictions. To tackle this problem, we propose CoupAlign, a simple yet effective multi-level visual-semantic alignment method, to couple sentence-mask alignment with word-pixel alignment to enforce object mask constraint for achieving more accurate localization and segmentation. Specifically, the Word-Pixel Alignment (WPA) module performs early fusion of linguistic and pixel-level features in intermediate layers of the vision and language encoders. Based on the word-pixel aligned embedding, a set of mask proposals are generated to hypothesize possible objects. Then in the Sentence-Mask Alignment (SMA) module, the masks are weighted by the sentence embedding to localize the referred object, and finally projected back to aggregate the pixels for the target. To further enhance the learning of the two alignment modules, an auxiliary loss is designed to contrast the foreground and background pixels. By hierarchically aligning pixels and masks with linguistic features, our CoupAlign captures the pixel coherence at both visual and semantic levels, thus generating more accurate predictions. Extensive experiments on popular datasets (e.g., RefCOCO and G-Ref) show that our method achieves consistent improvements over state-of-the-art methods, e.g., about 2% oIoU increase on the validation and testing set of RefCOCO. Especially, CoupAlign has remarkable ability in distinguishing the target from multiple objects of the same class. Code will be available at https://gitee.com/mindspore/models/tree/master/research/cv/CoupAlign.",https://api.openreview.net/pdf/aeca2504a4964317446f49d945f9af2d7900b822.pdf,optimization;segmentation;multimodal,https://scholar.google.com/scholar?q=CoupAlign:+Coupling+Word-Pixel+with+Sentence-Mask+Alignments+for+Referring+Image+Segmentation
Generalized One-shot Domain Adaptation of Generative Adversarial Networks,2022,NIPS,"['Zicheng Zhang', 'Yinglu Liu', 'Congying Han', 'Tiande Guo', 'Ting Yao', 'Tao Mei']",poster,"['Generative Adversarial Network', 'Computer vision', 'domain adaptation']","The adaptation of a Generative Adversarial Network (GAN) aims to transfer a pre-trained GAN to a target domain with limited training data. In this paper, we focus on the one-shot case, which is more challenging and rarely explored in previous works. We consider that the adaptation from a source domain to a target domain can be decoupled into two parts: the transfer of global style like texture and color, and the emergence of new entities that do not belong to the source domain. While previous works mainly focus on style transfer, we propose a novel and concise framework to address the \textit{generalized one-shot adaptation} task for both style and entity transfer, in which a reference image and its binary entity mask are provided. Our core idea is to constrain the gap between the internal distributions of the reference and syntheses by sliced Wasserstein distance. To better achieve it, style fixation is used at first to roughly obtain the exemplary style, and an auxiliary network is introduced to the generator to disentangle entity and style transfer. Besides, to realize cross-domain correspondence, we propose the variational Laplacian regularization to constrain the smoothness of the adapted generator. Both quantitative and qualitative experiments demonstrate the effectiveness of our method in various scenarios. Code is available at \url{https://github.com/zhangzc21/Generalized-One-shot-GAN-adaptation}.",https://api.openreview.net/pdf/0399ea2ec310fbc01e09ba7d06a71f9e8acf1c18.pdf,graph;optimization;generative model;transfer learning;multimodal,https://scholar.google.com/scholar?q=Generalized+One-shot+Domain+Adaptation+of+Generative+Adversarial+Networks
Mutual Information Divergence: A Unified Metric for Multimodal Generative Models,2022,NIPS,"['Jin-Hwa Kim', 'Yunji Kim', 'Jiyoung Lee', 'Kang Min Yoo', 'Sang-Woo Lee']",poster,"['text-to-image generation', 'image captioning', 'evaluation metric', 'mutual information', 'vision and language']","Text-to-image generation and image captioning are recently emerged as a new experimental paradigm to assess machine intelligence. They predict continuous quantity accompanied by their sampling techniques in the generation, making evaluation complicated and intractable to get marginal distributions. Based on a recent trend that multimodal generative evaluations exploit a vison-and-language pre-trained model, we propose the negative Gaussian cross-mutual information using the CLIP features as a unified metric, coined by Mutual Information Divergence (MID). To validate, we extensively compare it with competing metrics using carefully-generated or human-annotated judgments in text-to-image generation and image captioning tasks. The proposed MID significantly outperforms the competitive methods by having consistency across benchmarks, sample parsimony, and robustness toward the exploited CLIP model. We look forward to seeing the underrepresented implications of the Gaussian cross-mutual information in multimodal representation learning and future works based on this novel proposition. ",https://api.openreview.net/pdf/366a9ea4cc25ad029656ebef6aa8988a965ee78e.pdf,graph;representation;generative model;metric;multimodal,https://scholar.google.com/scholar?q=Mutual+Information+Divergence:+A+Unified+Metric+for+Multimodal+Generative+Models
Multi-Granularity Cross-modal Alignment for Generalized Medical Visual Representation Learning,2022,NIPS,"['Fuying Wang', 'Yuyin Zhou', 'Shujun Wang', 'Varut Vardhanabhuti', 'Lequan Yu']",poster,"['medical image', 'medical report', 'cross-modal', 'representation learning']","Learning medical visual representations directly from paired radiology reports has become an emerging topic in representation learning. However, existing medical image-text joint learning methods are limited by instance or local supervision analysis, ignoring disease-level semantic correspondences. In this paper, we present a novel Multi-Granularity Cross-modal Alignment (MGCA) framework for generalized medical visual representation learning by harnessing the naturally exhibited semantic correspondences between medical image and radiology reports at three different levels, i.e., pathological region-level, instance-level, and disease-level. Specifically, we first incorporate the instance-wise alignment module by maximizing the agreement between image-report pairs. Further, for token-wise alignment, we introduce a bidirectional cross-attention strategy to explicitly learn the matching between fine-grained visual tokens and text tokens, followed by contrastive learning to align them. More important, to leverage the high-level inter-subject relationship semantic (e.g., disease) correspondences, we design a novel cross-modal disease-level alignment paradigm to enforce the cross-modal cluster assignment consistency. Extensive experimental results on seven downstream medical image datasets covering image classification, object detection, and semantic segmentation tasks demonstrate the stable and superior performance of our framework.",https://api.openreview.net/pdf/bd00288b42b7ffcd93a62299543607e969de102a.pdf,graph;zero_few-shot;transformer;representation;contrastive learning;segmentation;multimodal,https://scholar.google.com/scholar?q=Multi-Granularity+Cross-modal+Alignment+for+Generalized+Medical+Visual+Representation+Learning
Implicit Warping for Animation with Image Sets,2022,NIPS,"['Arun Mallya', 'Ting-chun Wang', 'Ming-Yu Liu']",poster,"['image animation', 'attention', 'motion transfer', 'video synthesis']","We present a new implicit warping framework for image animation using sets of source images through the transfer of motion of a driving video. A single cross-modal attention layer is used to find correspondences between the source images and the driving image, choose the most appropriate features from different source images, and warp the selected features. This is in contrast to the existing methods that use explicit flow-based warping, which is designed for animation using a single source and does not extend well to multiple sources. The pick-and-choose capability of our framework helps it achieve state-of-the-art results on multiple datasets for image animation using both single and multiple source images.",https://api.openreview.net/pdf/b48851c387029b8c8e9fe57b06438b93428426ec.pdf,zero_few-shot;transformer;transfer learning;flow;multimodal,https://scholar.google.com/scholar?q=Implicit+Warping+for+Animation+with+Image+Sets
I2DFormer: Learning Image to Document Attention for Zero-Shot Image Classification,2022,NIPS,"['Muhammad Ferjad Naeem', 'Yongqin Xian', 'Luc Van Gool', 'Federico Tombari']",poster,"['Zero-shot Learning', 'Multimodal learning', 'Transformer', 'Attention']","Despite the tremendous progress in zero-shot learning (ZSL), the majority of existing methods still rely on human-annotated attributes, which are difficult to annotate and scale. An unsupervised alternative is to represent each class using the word embedding associated with its semantic class name. However, word embeddings extracted from pre-trained language models do not necessarily capture visual similarities, resulting in poor zero-shot performance.  In this work, we argue that online textual documents e.g., Wikipedia, contain rich visual descriptions about object classes, therefore can be used as powerful unsupervised side information for ZSL. To this end, we propose I2DFormer, a novel transformer-based ZSL framework that jointly learns to encode images and documents by aligning both modalities in a shared embedding space. In order to distill discriminative visual words from noisy documents, we introduce a new cross-modal attention module that learns fine-grained interactions between image patches and document words. Consequently, our I2DFormer not only learns highly discriminative document embeddings that capture visual similarities but also gains the ability to localize visually relevant words in image regions. Quantitatively, we demonstrate that our I2DFormer significantly outperforms previous unsupervised semantic embeddings under both zero-shot and generalized zero-shot learning settings on three public datasets. Qualitatively, we show that our method leads to highly interpretable results where document words can be grounded in the image regions. ",https://api.openreview.net/pdf/8499b50156f453b96f3c41d3543078333af56126.pdf,zero_few-shot;transformer;online learning;distillation;multimodal,https://scholar.google.com/scholar?q=I2DFormer:+Learning+Image+to+Document+Attention+for+Zero-Shot+Image+Classification
Large-batch Optimization for Dense Visual Predictions: Training Faster R-CNN in 4.2 Minutes,2022,NIPS,"['Zeyue Xue', 'Jianming Liang', 'Guanglu Song', 'Zhuofan Zong', 'Liang Chen', 'Yu Liu', 'Ping Luo']",poster,"['Large-batch Training', 'Dense Visual Predictions', 'Object Detection and Segmentation']","Training a large-scale deep neural network in a large-scale dataset is challenging and time-consuming. The recent breakthrough of large-batch optimization is a promising way to tackle this challenge. However, although the current advanced algorithms such as LARS and LAMB succeed in classification models, the complicated pipelines of dense visual predictions such as object detection and segmentation still suffer from the heavy performance drop in the large-batch training regime. To address this challenge, we propose a simple yet effective algorithm, named Adaptive Gradient Variance Modulator (AGVM), which can train dense visual predictors with very large batch size, enabling several benefits more appealing than prior arts. Firstly, AGVM can align the gradient variances between different modules in the dense visual predictors, such as backbone, feature pyramid network (FPN), detection, and segmentation heads. We show that training with a large batch size can fail with the gradient variances misaligned among them, which is a phenomenon primarily overlooked in previous work. Secondly, AGVM is a plug-and-play module that generalizes well to many different architectures (e.g., CNNs and Transformers) and different tasks (e.g., object detection, instance segmentation, semantic segmentation, and panoptic segmentation). It is also compatible with different optimizers (e.g., SGD and AdamW). Thirdly, a theoretical analysis of AGVM is provided. Extensive experiments on the COCO and ADE20K datasets demonstrate the superiority of AGVM. For example, AGVM demonstrates more stable generalization performance than prior arts under extremely large batch size (i.e., 10k). AGVM can train Faster R-CNN+ResNet50 in 4.2 minutes without losing performance. It enables training an object detector with one billion parameters in just 3.5 hours, reducing the training time by 20.9×, whilst achieving 62.2 mAP on COCO. The deliverables will be released at https://github.com/Sense-X/AGVM.",https://api.openreview.net/pdf/b53144ecb706d8b9bc7a875f205daf6301feee56.pdf,graph;optimization;transformer;adaptive;segmentation;multimodal,https://scholar.google.com/scholar?q=Large-batch+Optimization+for+Dense+Visual+Predictions:+Training+Faster+R-CNN+in+4.2+Minutes
Physically-Based Face Rendering for NIR-VIS Face Recognition,2022,NIPS,"['Yunqi Miao', 'Alexandros Lattas', 'Jiankang Deng', 'Jungong Han', 'Stefanos Zafeiriou']",poster,[],"Near infrared (NIR) to Visible (VIS) face matching is challenging due to the significant domain gaps as well as a lack of sufficient data for cross-modality model training. To overcome this problem, we propose a novel method for paired NIR-VIS facial image generation. Specifically, we reconstruct 3D face shape and reflectance from a large 2D facial dataset and introduce a novel method of transforming the VIS reflectance to NIR reflectance. We then use a physically-based renderer to generate a vast, high-resolution and photorealistic dataset consisting of various poses and identities in the NIR and VIS spectra. Moreover, to facilitate the identity feature learning, we propose an IDentity-based Maximum Mean Discrepancy (ID-MMD) loss, which not only reduces the modality gap between NIR and VIS images at the domain level but encourages the network to focus on the identity features instead of facial details, such as poses and accessories. Extensive experiments conducted on four challenging NIR-VIS face recognition benchmarks demonstrate that the proposed method can achieve comparable performance with the state-of-the-art (SOTA) methods without requiring any existing NIR-VIS face recognition datasets. With slightly fine-tuning on the target NIR-VIS face recognition datasets, our method can significantly surpass the SOTA performance. Code and pretrained models are released under the insightface GitHub.",https://api.openreview.net/pdf/d16a9eaf50abb5eeb1e2194f9105e8debfea21c9.pdf,graph;generative model;multimodal;3d,https://scholar.google.com/scholar?q=Physically-Based+Face+Rendering+for+NIR-VIS+Face+Recognition
TANGO: Text-driven Photorealistic and Robust 3D Stylization via Lighting Decomposition,2022,NIPS,"['Yongwei Chen', 'Rui Chen', 'Jiabao Lei', 'Yabin Zhang', 'Kui Jia']",poster,"['3D content creation', 'CLIP', 'Text-to-3D']","Creation of 3D content by stylization is a promising yet challenging problem in computer vision and graphics research. In this work, we focus on stylizing photorealistic appearance renderings of a given surface mesh of arbitrary topology. Motivated by the recent surge of cross-modal supervision of the Contrastive Language-Image Pre-training (CLIP) model, we propose TANGO, which transfers the appearance style of a given 3D shape according to a text prompt in a photorealistic manner. Technically, we propose to disentangle the appearance style as the spatially varying bidirectional reflectance distribution function, the local geometric variation, and the lighting condition, which are jointly optimized, via supervision of the CLIP loss, by a spherical Gaussians based differentiable renderer. As such, TANGO enables photorealistic 3D style transfer by automatically predicting reflectance effects even for bare, low-quality meshes, without training on a task-specific dataset. Extensive experiments show that TANGO outperforms existing methods of text-driven 3D style transfer in terms of photorealistic quality, consistency of 3D geometry, and robustness when stylizing low-quality meshes. Our codes and results are available at our project webpage https://cyw-3d.github.io/tango/.",https://api.openreview.net/pdf/1b4bba1a76796e0b775ed188ee7b300cb980666f.pdf,graph;zero_few-shot;contrastive learning;metric;transfer learning;multimodal;3d;llm,https://scholar.google.com/scholar?q=TANGO:+Text-driven+Photorealistic+and+Robust+3D+Stylization+via+Lighting+Decomposition
