title,year,source,authors,class,keywords,abstract,pdf_link,topic,google_scholar_link
UniMax: Fairer and More Effective Language Sampling for Large-Scale Multilingual Pretraining,2023,ICLR,"['Hyung Won Chung', 'Xavier Garcia', 'Adam Roberts', 'Yi Tay', 'Orhan Firat', 'Sharan Narang', 'Noah Constant']",poster,"['Keywords: multilingual', 'pretraining', 'language models', 'language sampling', 'language distribution', 'low-resource languages', 'overfitting']","Pretrained multilingual large language models have typically used heuristic temperature-based sampling to balance between different languages. However previous work has not systematically evaluated the efficacy of different pretraining language distributions across model scales. In this paper, we propose a new sampling method, UniMax, that delivers more uniform coverage of head languages while mitigating overfitting on tail languages by explicitly capping the number of repeats over each language's corpus. We perform an extensive series of ablations testing a range of sampling strategies on a suite of multilingual benchmarks, while varying model scale. We find that UniMax outperforms standard temperature-based sampling, and the benefits persist as scale increases. As part of our contribution, we release: (i) an improved and refreshed mC4 multilingual corpus consisting of 29 trillion characters across 107 languages, and (ii) a suite of pretrained umT5 model checkpoints trained with UniMax sampling.",https://api.openreview.net/pdf/f9db93a34d7f56ce156cb253feba6c638acc2b21.pdf,llm,https://scholar.google.com/scholar?q=UniMax:+Fairer+and+More+Effective+Language+Sampling+for+Large-Scale+Multilingual+Pretraining
Understanding the Covariance Structure of Convolutional Filters,2023,ICLR,"['Asher Trockman', 'Devin Willmott', 'J Zico Kolter']",poster,"['initialization', 'init', 'covariance', 'gaussian', 'convolutional neural network', 'convmixer', 'convnext', 'transfer learning', 'spatial mixing', 'computer vision', 'convolution']","Neural network weights are typically initialized at random from univariate distributions, controlling just the variance of individual weights even in highly-structured operations like convolutions. Recent ViT-inspired convolutional networks such as ConvMixer and ConvNeXt use large-kernel depthwise convolutions whose learned filters have notable structure; this presents an opportunity to study their empirical covariances. In this work, we first observe that such learned filters have highly-structured covariance matrices, and moreover, we find that covariances calculated from small networks may be used to effectively initialize a variety of larger networks of different depths, widths, patch sizes, and kernel sizes, indicating a degree of model-independence to the covariance structure. Motivated by these findings, we then propose a learning-free multivariate initialization scheme for convolutional filters using a simple, closed-form construction of their covariance. Models using our initialization outperform those using traditional univariate initializations, and typically meet or exceed the performance of those initialized from the covariances of learned filters; in some cases, this improvement can be achieved without training the depthwise convolutional filters at all. Our code is available at https://github.com/locuslab/convcov.",https://api.openreview.net/pdf/304a7da98b79c8c15e8baa9f038951976a9ef764.pdf,llm,https://scholar.google.com/scholar?q=Understanding+the+Covariance+Structure+of+Convolutional+Filters
PINTO: Faithful Language Reasoning Using Prompt-Generated Rationales,2023,ICLR,"['PeiFeng Wang', 'Aaron Chan', 'Filip Ilievski', 'Muhao Chen', 'Xiang Ren']",poster,"['Commonsense reasoning', 'free-text rationale', 'rationale generation', 'faithful reasoning']","Neural language models (LMs) have achieved impressive results on various language-based reasoning tasks by utilizing latent knowledge encoded in their own pretrained parameters. To make this reasoning process more explicit, recent works retrieve a rationalizing LM's internal knowledge by training or prompting it to generate free-text rationales, which can be used to guide task predictions made by either the same LM or a separate reasoning LM. However, rationalizing LMs require expensive rationale annotation and/or computation, without any assurance that their generated rationales improve LM task performance or faithfully reflect LM decision-making. In this paper, we propose PINTO, an LM pipeline that rationalizes via prompt-based learning, and learns to faithfully reason over rationales via counterfactual regularization. First, PINTO maps out a suitable reasoning process for the task input by prompting a frozen rationalizing LM to generate a free-text rationale. Second, PINTO's reasoning LM is fine-tuned to solve the task using the generated rationale as context, while regularized to output less confident predictions when the rationale is perturbed. Across four datasets, we show that PINTO significantly improves the generalization ability of the reasoning LM, yielding higher performance on both in-distribution and out-of-distribution test sets. Also, we find that PINTO's rationales are more faithful to its task predictions than those generated by competitive baselines.",https://api.openreview.net/pdf/7e3d881a1ec0910d26a1dcbaea914860cb610c81.pdf,llm,https://scholar.google.com/scholar?q=PINTO:+Faithful+Language+Reasoning+Using+Prompt-Generated+Rationales
Self-Ensemble Protection: Training Checkpoints Are Good Data Protectors,2023,ICLR,"['Sizhe Chen', 'Geng Yuan', 'Xinwen Cheng', 'Yifan Gong', 'Minghai Qin', 'Yanzhi Wang', 'Xiaolin Huang']",poster,"['data protection', 'poisoning attack', 'self-ensemble', 'deep neural network']","As data becomes increasingly vital, a company would be very cautious about releasing data, because the competitors could use it to train high-performance models, thereby posing a tremendous threat to the company's commercial competence. To prevent training good models on the data, we could add imperceptible perturbations to it. Since such perturbations aim at hurting the entire training process, they should reflect the vulnerability of DNN training, rather than that of a single model. Based on this new idea, we seek perturbed examples that are always unrecognized (never correctly classified) in training. In this paper, we uncover them by model checkpoints' gradients, forming the proposed self-ensemble protection (SEP), which is very effective because (1) learning on examples ignored during normal training tends to yield DNNs ignoring normal examples; (2) checkpoints' cross-model gradients are close to orthogonal, meaning that they are as diverse as DNNs with different architectures. That is, our amazing performance of ensemble only requires the computation of training one model. By extensive experiments with 9 baselines on 3 datasets and 5 architectures, SEP is verified to be a new state-of-the-art, e.g., our small $\ell_\infty=2/255$ perturbations reduce the accuracy of a CIFAR-10 ResNet18 from 94.56% to 14.68%, compared to 41.35% by the best-known method. Code is available at https://github.com/Sizhe-Chen/SEP.",https://api.openreview.net/pdf/03e69010cd3d91e35491934b95bbd8839f6416bc.pdf,llm,https://scholar.google.com/scholar?q=Self-Ensemble+Protection:+Training+Checkpoints+Are+Good+Data+Protectors
Language models are multilingual chain-of-thought reasoners,2023,ICLR,"['Freda Shi', 'Mirac Suzgun', 'Markus Freitag', 'Xuezhi Wang', 'Suraj Srivats', 'Soroush Vosoughi', 'Hyung Won Chung', 'Yi Tay', 'Sebastian Ruder', 'Denny Zhou', 'Dipanjan Das', 'Jason Wei']",poster,"['multilingual', 'reasoning', 'large language model']","We evaluate the reasoning abilities of large language models in multilingual settings. We introduce the Multilingual Grade School Math (MGSM) benchmark, by manually translating 250 grade-school math problems from the GSM8K dataset (Cobbe et al., 2021) into ten typologically diverse languages. We find that the ability to solve MGSM problems via chain-of-thought prompting emerges with increasing model scale, and that models have strikingly strong multilingual reasoning abilities, even in underrepresented languages such as Bengali and Swahili. Finally, we show that multilingual reasoning abilities of language models extend to other tasks such as commonsense reasoning and word-in-context semantic judgment. The MGSM benchmark is publicly available at AnonymousLink and the supplementary material.
",https://api.openreview.net/pdf/972d6eaf77336eece16b7ec5bdb9565b06423b8a.pdf,llm,https://scholar.google.com/scholar?q=Language+models+are+multilingual+chain-of-thought+reasoners
TTN: A Domain-Shift Aware Batch Normalization in Test-Time Adaptation,2023,ICLR,"['Hyesu Lim', 'Byeonggeun Kim', 'Jaegul Choo', 'Sungha Choi']",poster,"['Test time adaptation', 'Domain adaptation', 'Batch Normalization']","This paper proposes a novel batch normalization strategy for test-time adaptation. Recent test-time adaptation methods heavily rely on the modified batch normalization, i.e., transductive batch normalization (TBN), which calculates the mean and the variance from the current test batch rather than using the running mean and variance obtained from the source data, i.e., conventional batch normalization (CBN). Adopting TBN that employs test batch statistics mitigates the performance degradation caused by the domain shift. However, re-estimating normalization statistics using test data depends on impractical assumptions that a test batch should be large enough and be drawn from i.i.d. stream, and we observed that the previous methods with TBN show critical performance drop without the assumptions. In this paper, we identify that CBN and TBN are in a trade-off relationship and present a new test-time normalization (TTN) method that interpolates the statistics by adjusting the importance between CBN and TBN according to the domain-shift sensitivity of each BN layer. Our proposed TTN improves model robustness to shifted domains across a wide range of batch sizes and in various realistic evaluation scenarios. TTN is widely applicable to other test-time adaptation methods that rely on updating model parameters via backpropagation. We demonstrate that adopting TTN further improves their performance and achieves state-of-the-art performance in various standard benchmarks.",https://api.openreview.net/pdf/cac516c4c0f5e33e98d8f7a4853bbbc87a45b3f1.pdf,llm,https://scholar.google.com/scholar?q=TTN:+A+Domain-Shift+Aware+Batch+Normalization+in+Test-Time+Adaptation
Compositional Prompt Tuning with Motion Cues for Open-vocabulary Video Relation Detection,2023,ICLR,"['Kaifeng Gao', 'Long Chen', 'Hanwang Zhang', 'Jun Xiao', 'Qianru Sun']",poster,"['Prompt Tuning', 'Video Relation Detection']","Prompt tuning with large-scale pretrained vision-language models empowers open-vocabulary prediction trained on limited base categories, e.g., object classification and detection. In this paper, we propose compositional prompt tuning with motion cues: an extended prompt tuning paradigm for compositional predictions of video data. In particular, we present Relation Prompt (RePro) for Open-vocabulary Video Visual Relation Detection (Open-VidVRD), where conventional prompt tuning is easily biased to certain subject-object combinations and motion patterns. To this end, RePro addresses the two technical challenges of Open-VidVRD: 1) the prompt tokens should respect the two different semantic roles of subject and object, and 2) the tuning should account for the diverse spatiotemporal motion patterns of the subject-object compositions. Our RePro achieves a new state-of-the-art performance on two VidVRD benchmarks of not only the base training object and predicate categories, but also the unseen ones. Extensive ablations also demonstrate the effectiveness of the proposed compositional and multi-mode design of prompt. Code is available at https://github.com/Dawn-LX/OpenVoc-VidVRD.",https://api.openreview.net/pdf/c9c64a5b7d6d1b3b977f973ab553b08580576420.pdf,llm,https://scholar.google.com/scholar?q=Compositional+Prompt+Tuning+with+Motion+Cues+for+Open-vocabulary+Video+Relation+Detection
Complexity-Based Prompting for Multi-step Reasoning,2023,ICLR,"['Yao Fu', 'Hao Peng', 'Ashish Sabharwal', 'Peter Clark', 'Tushar Khot']",poster,"['Chain-of-Thoughts', 'Multi-Step Reasoning', 'Large Language Models', 'Prompting']","We study the task of prompting large-scale language models to perform multi-step reasoning. Existing work shows that when prompted with a chain of thoughts (CoT), sequences of short sentences describing intermediate reasoning steps towards a final answer, large language models can generate new reasoning chains and predict answers for new inputs. A central question is which reasoning examples make the most effective prompts. In this work, we propose complexity-based prompting, a simple and effective example selection scheme for multi-step reasoning. We show that prompts with higher reasoning complexity, i.e., chains with more reasoning steps, achieve substantially better performance on math word reasoning tasks over strong baselines. We further extend our complexity-based criteria from prompting (selecting inputs) to decoding (selecting outputs), where we sample multiple reasoning chains from the model, then choose the majority
of generated answers from complex reasoning chains (over simple chains). When used to prompt GPT-3, our approach substantially improves multi-step reasoning accuracy, with an 8.6% absolute improvement on GSM8K, and 6.4% on MathQA. Compared with existing example selection schemes like manual tuning or retrieval-based selection, selection based on reasoning complexity is intuitive, easy to implement, and annotation-efficient. Further results demonstrate the robustness of performance gains from complex prompts under format perturbation and distribution shift.",https://api.openreview.net/pdf/45dc479ddf081da97bf30a319e61cd0509d1f701.pdf,llm,https://scholar.google.com/scholar?q=Complexity-Based+Prompting+for+Multi-step+Reasoning
Optimal Activation Functions for the Random Features Regression Model,2023,ICLR,"['Jianxin Wang', 'José Bento']",poster,"['Random Features Regression Model', 'Learning theory for neural networks', 'Functional analysis and variational calculus']","The asymptotic mean squared test error and sensitivity of the Random Features Regression model (RFR) have been recently studied. We build on this work and identify in closed-form the family of Activation Functions (AFs) that minimize a combination of the test error and sensitivity of the RFR under different notions of functional parsimony. We find scenarios under which the optimal AFs are linear, saturated linear functions, or expressible in terms of Hermite polynomials. Finally, we show how using optimal AFs impacts well established properties of the RFR model, such as its double descent curve, and the dependency of its optimal regularization parameter on the observation noise level.",https://api.openreview.net/pdf/8895967b0a0cc46d0f4328a9c58e36e5da0fec6b.pdf,llm,https://scholar.google.com/scholar?q=Optimal+Activation+Functions+for+the+Random+Features+Regression+Model
Least-to-Most Prompting Enables Complex Reasoning in Large Language Models,2023,ICLR,"['Denny Zhou', 'Nathanael Schärli', 'Le Hou', 'Jason Wei', 'Nathan Scales', 'Xuezhi Wang', 'Dale Schuurmans', 'Claire Cui', 'Olivier Bousquet', 'Quoc V Le', 'Ed H. Chi']",poster,"['large language models', 'natural language processing', 'prompting', 'reasoning', 'compositional generalization']","Chain-of-thought prompting has demonstrated remarkable performance on various natural language reasoning tasks. However, it tends to perform poorly on tasks which requires solving problems harder than the exemplars shown in the prompts. To overcome this challenge of easy-to-hard generalization, we propose a novel prompting strategy, least-to-most prompting. The key idea in this strategy is to break down a complex problem into a series of simpler subproblems and then solve them in sequence. Solving each subproblem is facilitated by the answers to previously solved subproblems. Our experimental results on tasks related to symbolic manipulation, compositional generalization, and math reasoning reveal that least-to-most prompting is capable of generalizing to more difficult problems than those seen in the prompts. A notable finding is that when the GPT-3 code-davinci-002 model is used with least-to-most prompting, it can solve the compositional generalization benchmark SCAN in any split (including length split)  with an accuracy of at least 99\% using just 14 exemplars, compared to only 16\% accuracy with chain-of-thought prompting.  This is particularly noteworthy because neural-symbolic models in the literature that specialize in solving SCAN are trained on the entire training set containing over 15,000 examples. We have included prompts for all the tasks in the Appendix.",https://api.openreview.net/pdf/328fd7b9b742a2398905672f07b91af643001cb5.pdf,llm,https://scholar.google.com/scholar?q=Least-to-Most+Prompting+Enables+Complex+Reasoning+in+Large+Language+Models
Can discrete information extraction prompts generalize across language models?,2023,ICLR,"['Nathanaël Carraz Rakotonirina', 'Roberto Dessi', 'Fabio Petroni', 'Sebastian Riedel', 'Marco Baroni']",poster,"['prompting', 'prompt analysis', 'language model interfaces', 'prompt generalizations']","We study whether automatically-induced prompts that effectively extract information from a language model can also be used, out-of-the-box, to probe other language models for the same information. After confirming that discrete prompts induced with the AutoPrompt algorithm outperform manual and semi-manual prompts on the slot-filling task, we demonstrate a drop in performance for AutoPrompt prompts learned on a model and tested on another. We introduce a way to induce prompts by mixing language models at training time that results in prompts that generalize well across models. We conduct an extensive analysis of the induced prompts, finding that the more general prompts include a larger proportion of existing English words and have a less order-dependent and more uniform distribution of information across their component tokens. Our work provides preliminary evidence that it's possible to generate discrete prompts that can be induced once and used with a number of different models, and gives insights on the properties characterizing such prompts.",https://api.openreview.net/pdf/027788e7f8d7f512b53ca6e6935d18aa5150e77f.pdf,llm,https://scholar.google.com/scholar?q=Can+discrete+information+extraction+prompts+generalize+across+language+models?
