,Title,Year,Source,Authors,Class,topic
1094,Active Multi-Task Representation Learning,2022,ICML,In Session 5 Track 8,Mohammad Zalbagi Darestani · Jiayu Liu · Reinhard Heckel,representation/active learning/multi-task
1095,Test-Time Training Can Close the Natural Distribution Shift Performance Gap in Deep Learning Based Compressed Sensing,2022,ICML,In DL: Robustness,Hassan Dbouk · Naresh Shanbhag,
1096,Adversarial Vulnerability of Randomized Ensembles,2022,ICML,In Theory,Tom Yan · Chicheng Zhang,
1097,Active fairness auditing,2022,ICML,In Deep Learning/APP:Computer Vision,Meng Liu · Youzhi Luo · Kanji Uchino · Koji Maruhashi · Shuiwang Ji,active learning
1098,Generating 3D Molecules for Target Protein Binding,2022,ICML,In DL: Robustness,Laurent Meunier · Blaise Delattre · Alexandre ARAUJO · Alexandre Allauzen,
1099,A Dynamical System Perspective for Lipschitz Neural Networks,2022,ICML,In DL: Robustness,Zekai Wang · Weiwei Liu,
1100,Robustness Verification for Contrastive Learning,2022,ICML,In Session 5 Track 9,Pranjal Awasthi · Kush Bhatia · Sreenivas Gollapudi · Kostas Kollias,contrastive learning
1101,Congested Bandits: Optimal Routing via Short-term Resets,2022,ICML,In PM: Bayesian Models and Methods,Rylan Schaeffer · Yilun Du · Gabrielle K Liu · Ila R. Fiete,
1102,Streaming Inference for Infinite Feature Models,2022,ICML,In Session 5 Track 7,Yiyou Sun · Yifei Ming · Jerry Zhu · Yixuan Li,inference
1103,Out-of-Distribution Detection with Deep Nearest Neighbors,2022,ICML,In Session 5 Track 9,Alberto Maria Metelli · Francesco Trovò · Matteo Pirola · Marcello Restelli,
1104,Stochastic Rising Bandits,2022,ICML,In Session 5 Track 5,Tom Blau · Edwin V Bonilla · Iadine Chades · Amir Dezfouli,
1105,Optimizing Sequential Experimental Design with Deep Reinforcement Learning,2022,ICML,In SA: Trustworthy Machine Learning,John Lazarsfeld · Aaron Johnson · Emmanuel Adeniran,reinforcement learning
1106,Differentially Private Maximal Information Coefficients,2022,ICML,In Session 5 Track 5,Simon R Santana · Bryan Zaldivar · Daniel Hernandez-Lobato,
1107,Function-space Inference with Sparse Implicit Processes,2022,ICML,In Session 5 Track 9,Ziwei Ji · Kwangjun Ahn · Pranjal Awasthi · Satyen Kale · Stefani Karp,inference/sparse
1108,Agnostic Learnability of Halfspaces via Logistic Loss,2022,ICML,In SA: Trustworthy Machine Learning,Gautam Kamath · Xingtu Liu · Huanyu Zhang,
1109,Improved Rates for Differentially Private Stochastic Convex Optimization with Heavy-Tailed Data,2022,ICML,In Reinforcement Learning,Samuele Tosatto · Andrew Patterson · Martha White · A. Mahmood,optimization
1110,A Temporal-Difference Approach to Policy Gradient Estimation,2022,ICML,In MISC: Representation Learning/Causality,Juan Correa · Sanghack Lee · Elias Bareinboim,
1111,Counterfactual Transportability: A Formal Approach,2022,ICML,In APP: Chemistry and Drug Discovery,Hannes Stärk · Dominique Beaini · Gabriele Corso · Prudencio Tossou · Christian Dallago · Stephan Günnemann · Pietro Lió,
1112,3D Infomax improves GNNs for Molecular Property Prediction,2022,ICML,In MISC: Representation Learning/Causality,Feng Xie · Biwei Huang · Zhengming Chen · Yangbo He · zhi geng · Kun Zhang,
1113,Identification of Linear Non-Gaussian Latent Hierarchical Structure,2022,ICML,In Theory,Jie Shen · Nan Cui · Jing Wang,
1114,Metric-Fair Active Learning,2022,ICML,In Deep Learning/APP:Computer Vision,Zheng He · Zeke Xie · Quanzhi Zhu · Zengchang Qin,metric/active learning
1115,Sparse Double Descent: Where Network Pruning Aggravates Overfitting,2022,ICML,In Reinforcement Learning,JEON JEEWON · WOOJUN KIM · Whiyoung Jung · Youngchul Sung,sparse
1116,MASER: Multi-Agent Reinforcement Learning with Subgoals Generated from Experience Replay Buffer,2022,ICML,In DL: Robustness,Alex Fang · Gabriel Ilharco · Mitchell Wortsman · Yuhao Wan · Vaishaal Shankar · Achal Dave · Ludwig Schmidt,reinforcement learning/multi-agent
1117,Data Determines Distributional Robustness in Contrastive Language Image Pre-training (CLIP),2022,ICML,In Session 5 Track 10,Petar Veličković · Adrià Puigdomenech Badia · David Budden · Razvan Pascanu · Andrea Banino · Misha Dashevskiy · Raia Hadsell · Charles Blundell,contrastive learning
1118,The CLRS Algorithmic Reasoning Benchmark,2022,ICML,In APP: Chemistry and Drug Discovery,Moksh Jain · Emmanuel Bengio · Alex Hernandez-Garcia · Jarrid Rector-Brooks · Bonaventure Dossou · Chanakya Ekbote · Jie Fu · Tianyu Zhang · Michael Kilgour · Dinghuai Zhang · Lena Simine · Payel Das · Yoshua Bengio,
1119,Biological Sequence Design with GFlowNets,2022,ICML,In Session 5 Track 1,Yikang Zhang · zhuo chen · Zhao Zhong,zero_few-shot/flow
1120,Collaboration of Experts: Achieving 80% Top-1 Accuracy on ImageNet with 100M FLOPs,2022,ICML,In Theory,Jimmy Wu · Yatong Chen · Yang Liu,
1121,Metric-Fair Classifier Derandomization,2022,ICML,In Session 5 Track 8,Zhengming Zhang · Ashwinee Panda · Linyue Song · Yaoqing Yang · Michael Mahoney · Prateek Mittal · Kannan Ramchandran · Joseph E Gonzalez,metric
1122,Neurotoxin: Durable Backdoors in Federated Learning,2022,ICML,In Reinforcement Learning,Qi Cai · Zhuoran Yang · Zhaoran Wang,federated learning
1123,Reinforcement Learning from Partial Observation: Linear Function Approximation with Provable Sample Efficiency,2022,ICML,In DL: Robustness,Xiang Li · Renyu Zhu · Yao Cheng · Caihua Shan · Siqiang Luo · Dongsheng Li · Weining Qian,reinforcement learning
1124,Finding Global Homophily in Graph Neural Networks When Meeting Heterophily,2022,ICML,In MISC: Representation Learning/Causality,Sirui Xie · Ari Morcos · Song-Chun Zhu · Shanmukha Ramakrishna Vedantam,graph
1125,COAT: Measuring Object Compositionality in Emergent Representations,2022,ICML,In APP: Chemistry and Drug Discovery,Xingang Peng · Shitong Luo · Jiaqi Guan · Qi Xie · Jian Peng · Jianzhu Ma,representation
1126,Pocket2Mol: Efficient Molecular Sampling Based on 3D Protein Pockets,2022,ICML,In Session 5 Track 7,Adam Dziedzic · Nikita Dhawan · Muhammad Ahmad Kaleem · Jonas Guan · Nicolas Papernot,
1127,On the Difficulty of Defending Self-Supervised Learning against Model Extraction,2022,ICML,In Session 5 Track 9,Bruno Loureiro · Cedric Gerbelot · Maria Refinetti · Gabriele Sicuro · FLORENT KRZAKALA,zero_few-shot
1128,"Fluctuations, Bias, Variance & Ensemble of Learners: Exact Asymptotics for Convex Losses in High-Dimension",2022,ICML,In PM: Bayesian Models and Methods,Achille Nazaret · David Blei,
1129,Variational Inference for Infinitely Deep Neural Networks,2022,ICML,In DL: Robustness,Soham Dan · Osbert Bastani · Dan Roth,inference
1130,Understanding Robust Generalization in Learning Regular Languages,2022,ICML,In Session 5 Track 4,Andrea Dittadi · Samuele Papa · Michele De Vita · Bernhard Schölkopf · Ole Winther · Francesco Locatello,
1131,Generalization and Robustness Implications in Object-Centric Learning,2022,ICML,In Session 5 Track 2,David Lindner · Sebastian Tschiatschek · Katja Hofmann · Andreas Krause,
1132,Interactively Learning Preference Constraints in Linear Bandits,2022,ICML,In Deep Learning/APP:Computer Vision,Dong-Dong Wu · Deng-Bao Wang · Min-Ling Zhang,optimization/active learning
1133,Revisiting Consistency Regularization for Deep Partial Label Learning,2022,ICML,In Session 5 Track 8,Bao Gia Doan · Ehsan Abbasnejad · Javen Qinfeng Shi · Damith Ranashinghe,
1134,Bayesian Learning with Information Gain Provably Bounds Risk for a Robust Adversarial Defense,2022,ICML,In Reinforcement Learning,Mohammadi Zaki · Avi Mohan · Aditya Gopalan · Shie Mannor,bayesian
1135,Actor-Critic based Improper Reinforcement Learning,2022,ICML,In APP: Chemistry and Drug Discovery,Yue Wan · Chang-Yu (Kim) Hsieh · Ben Liao · Shengyu Zhang,reinforcement learning
1136,Retroformer: Pushing the Limits of End-to-end Retrosynthesis Transformer,2022,ICML,In T: Online Learning and Bandits/Learning Theory,Zhiyu Zhang · Ashok Cutkosky · Ioannis Paschalidis,transformer
1137,PDE-Based Optimal Strategy for Unconstrained Online Learning,2022,ICML,In PM: Bayesian Models and Methods,Xu Zhang · Yinchuan Li · Wenpeng Li · Kaiyang Guo · Yunfeng Shao,optimization/online learning
1138,Personalized Federated Learning via Variational Bayesian Inference,2022,ICML,In SA: Trustworthy Machine Learning,Xilie Xu · Jingfeng Zhang · Feng Liu · Masashi Sugiyama · Mohan Kankanhalli,bayesian/inference/federated learning
1139,Adversarial Attack and Defense for Non-Parametric Two-Sample Tests,2022,ICML,In Session 5 Track 8,Cheng Lu · Kaiwen Zheng · Fan Bao · Jianfei Chen · Chongxuan Li · Jun Zhu,metric
1140,Maximum Likelihood Training for Score-based Diffusion ODEs by High Order Denoising Score Matching,2022,ICML,In Theory,Anant Raj · Francis Bach,
1141,Convergence of Uncertainty Sampling for Active Learning,2022,ICML,In Session 5 Track 4,Wentao Zhang · Zeang Sheng · Mingyu Yang · Yang Li · Yu Shen · Zhi Yang · Bin Cui,active learning
1142,NAFS: A Simple yet Tough-to-beat Baseline for Graph Representation Learning,2022,ICML,In DL: Robustness,Leo Schwinn · Leon Bungert · An Nguyen · René Raab · Falk Pulsmeyer · Doina Precup · Bjoern Eskofier · Dario Zanca,graph/representation
1143,Improving Robustness against Real-World and Worst-Case Distribution Shifts through Decision Region Quantification,2022,ICML,In Reinforcement Learning,Yuanzhou Chen · Jiafan He · Quanquan Gu,
1144,On the Sample Complexity of Learning Infinite-horizon Discounted Linear Kernel MDPs,2022,ICML,In Deep Learning/APP:Computer Vision,Camille Garcin · Maximilien Servajean · Alexis Joly · Joseph Salmon,
1145,Stochastic smoothing of the top-K calibrated hinge loss for deep imbalanced classification,2022,ICML,In APP: Chemistry and Drug Discovery,Guangyu Shen · Yingqi Liu · Guanhong Tao · Qiuling Xu · ZHUO ZHANG · Shengwei An · Shiqing Ma · Xiangyu Zhang,
1146,Constrained Optimization with Dynamic Bound-scaling for Effective NLP Backdoor Defense,2022,ICML,In SA: Trustworthy Machine Learning,Yiwen Kou · Qinyuan Zheng · Yisen Wang,optimization/transformer
1147,Certified Adversarial Robustness Under the Bounded Support Set,2022,ICML,In T: Online Learning and Bandits/Learning Theory,Jun-Kun Wang · Chi-Heng Lin · Andre Wibisono · Bin Hu,
1148,Provable Acceleration of Heavy Ball beyond Quadratics for a Class of Polyak-Lojasiewicz Functions when the Non-Convexity is Averaged-Out,2022,ICML,In Session 5 Track 5,Jiri Hron · Roman Novak · Jeffrey Pennington · Jascha Sohl-Dickstein,
1149,Wide Bayesian neural networks have a simple weight posterior: theory and accelerated sampling,2022,ICML,In Session 5 Track 10,Wenzheng Hou · Qianqian Xu · zhiyong yang · Shilong Bao · Yuan He · Qingming Huang,bayesian
1150,AdAUC: End-to-end Adversarial AUC Optimization Against Long-tail Problems,2022,ICML,In Session 5 Track 6,Kaixin Wang · Navdeep Kumar · Kuangqi Zhou · Bryan Hooi · Jiashi Feng · Shie Mannor,optimization
1151,The Geometry of Robust Value Functions,2022,ICML,In DL: Robustness,Siyu Wang · Jianfei Chen · Chongxuan Li · Jun Zhu · Bo Zhang,
1152,Fast Lossless Neural Compression with Integer-Only Discrete Flows,2022,ICML,In Theory,Zhi Wang · Chicheng Zhang · Kamalika Chaudhuri,zero_few-shot/flow
1153,Thompson Sampling for Robust Transfer in Multi-Task Bandits,2022,ICML,In Session 5 Track 1,Yu Pan · Zeyong Su · Ao Liu · Jingquan Wang · Nannan Li · ZENGLIN Xu,transfer learning/multi-task
1154,A Unified Weight Initialization Paradigm for Tensorial Convolutional Neural Networks,2022,ICML,In MISC: Representation Learning/Causality,Biwei Huang · Chaochao Lu · Liu Leqi · Jose Miguel Hernandez-Lobato · Clark Glymour · Bernhard Schölkopf · Kun Zhang,
1155,Action-Sufficient State Representation Learning for Control with Structural Constraints,2022,ICML,In APP: Chemistry and Drug Discovery,Juhwan Noh · Dae-Woong Jeong · Kiyoung Kim · Sehui Han · Moontae Lee · Honglak Lee · Yousung Jung,optimization/representation
1156,Path-Aware and Structure-Preserving Generation of Synthetically Accessible Molecules,2022,ICML,In SA: Trustworthy Machine Learning,Yaodong Yu · Zitong Yang · Alexander Wei · Yi Ma · Jacob Steinhardt,generative model
1157,Predicting Out-of-Distribution Error with the Projection Norm,2022,ICML,In PM: Bayesian Models and Methods,Zhibin Duan · Yishi Xu · Jianqiao Sun · Bo Chen · Wenchao Chen · CHAOJIE WANG · Mingyuan Zhou,
1158,Bayesian Deep Embedding Topic Meta-Learner,2022,ICML,In T: Online Learning and Bandits/Learning Theory,Soumyabrata Pal · Arya Mazumdar · Rajat Sen · Avishek Ghosh,bayesian/meta-learning
1159,On Learning Mixture of Linear Regressions in the Non-Realizable Setting,2022,ICML,In Session 5 Track 1,Changbin Li · Suraj Kothawade · Feng Chen · Rishabh Iyer,
1160,PLATINUM: Semi-Supervised Model Agnostic Meta-Learning using Submodular Mutual Information,2022,ICML,In DL: Robustness,Yuhta Takida · Takashi Shibuya · WeiHsiang Liao · Chieh-Hsin Lai · Junki Ohmura · Toshimitsu Uesaka · Naoki Murata · Shusuke Takahashi · Toshiyuki Kumakura · Yuki Mitsufuji,meta-learning
1161,SQ-VAE: Variational Bayes on Discrete Representation with Self-annealed Stochastic Quantization,2022,ICML,In Reinforcement Learning,Tongzhou Wang · Simon Du · Antonio Torralba · Phillip Isola · Amy Zhang · Yuandong Tian,representation/bayesian
1162,Denoised MDPs: Learning World Models Better Than the World Itself,2022,ICML,In Theory,Stephen Mussmann · Sanjoy Dasgupta,
1163,Constants Matter: The Performance Gains of Active Learning,2022,ICML,In DL: Robustness,Kazuki Irie · Imanol Schlag · Robert Cordas · Jürgen Schmidhuber,active learning
1164,A Modern Self-Referential Weight Matrix That Learns to Modify Itself,2022,ICML,In APP: Chemistry and Drug Discovery,Hannes Stärk · Octavian Ganea · Lagnajit Pattanaik · Regina Barzilay · Tommi Jaakkola,
1165,EquiBind: Geometric Deep Learning for Drug Binding Structure Prediction,2022,ICML,In T: Online Learning and Bandits/Learning Theory,Hongwei Wen · Hanyuan Hang,metric
1166,Random Forest Density Estimation,2022,ICML,In SA: Trustworthy Machine Learning,Xiaojun Xu · Yibo Zhang · Evelyn Ma · Hyun Ho Son · Sanmi Koyejo · Bo Li,
1167,Adversarially Robust Models may not Transfer Better: Sufficient Conditions for Domain Transferability from the View of Regularization,2022,ICML,In PM: Bayesian Models and Methods,Yohan Jung · Kyungwoo Song · Jinkyoo Park,transfer learning
1168,Efficient Approximate Inference for Stationary Kernel on Frequency Domain,2022,ICML,In Session 5 Track 2,Yufei Tao · Hao WU · Shiyuan Deng,inference
1169,Cross-Space Active Learning on Graph Convolutional Networks,2022,ICML,In Deep Learning/APP:Computer Vision,Yasuyuki Okoshi · Ángel López García-Arias · Kazutoshi Hirose · Kota Ando · Kazushi Kawamura · Thiem Van Chu · Masato Motomura · Jaehoon Yu,graph/active learning
1170,Multicoated Supermasks Enhance Hidden Networks,2022,ICML,In Session 5 Track 8,Giorgio Giannone · Ole Winther,
1171,SCHA-VAE: Hierarchical Context Aggregation for Few-Shot Generation,2022,ICML,In DL: Robustness,Hector Garcia Rodriguez · Qinghai Guo · Timoleon Moraitis,generative model
1172,Short-Term Plasticity Neurons Learning to Learn and Forget,2022,ICML,,,
1173,Invited Talk,2022,ICML,Guido Imbens,Social,
1174,Synthetic Control Methods and Difference-In-Differences,2022,ICML,Mah Parsa · sepid parsa,Break,
1175,Women in Artificial Intelligence and Machine Learning for Mental Health Applications,2022,ICML,Session,,
1182,SA: Privacy-preserving Statistics and Machine Learning,2022,ICML,Session,,
1183,Deep Learning/Optimization,2022,ICML,Session,,optimization
1184,Miscellaneous Aspects of Machine Learning/Reinforcement Learning,2022,ICML,Session,,reinforcement learning
1186,Deep Learning/MISC,2022,ICML,In Session 6 Track 9,Mustafa Burak Gurbuz · Constantine Dovrolis,
1187,NISPA: Neuro-Inspired Stability-Plasticity Adaptation for Continual Learning in Sparse Networks,2022,ICML,In Deep Learning/MISC,mingqi yang · Yanming Shen · Rui Li · Heng Qi · Qiang Zhang · Baocai Yin,sparse
1188,A New Perspective on the Effects of Spectrum in Graph Neural Networks,2022,ICML,-Laplacian Based Graph Neural Networks,In Deep Learning,graph
1189,p,2022,ICML,In Session 6 Track 3,Dani Kiyasseh · Tingting Zhu · David Clifton,
1190,SoQal: Selective Oracle Questioning for Consistency Based Active Learning of Cardiac Signals,2022,ICML,In SA: Privacy-preserving Statistics and Machine Learning,Dung Ngo · Giuseppe Vietri · Steven Wu,active learning
1191,Improved Regret for Differentially Private Exploration in Linear MDP,2022,ICML,In Theory,Maria Refinetti · Sebastian Goldt,
1192,"The dynamics of representation learning in shallow, non-linear autoencoders",2022,ICML,In Deep Learning/Optimization,Mariia Seleznova · Gitta Kutyniok,zero_few-shot/representation
1193,Neural Tangent Kernel Beyond the Infinite-Width Limit: Effects of Depth and Initialization,2022,ICML,In Session 6 Track 5,Daniele Castellana · Federico Errica · Davide Bacciu · Alessio Micheli,
1194,The Infinite Contextual Graph Markov Model,2022,ICML,In Reinforcement Learning,Lipeng Wan · Zeyang Liu · Xingyu Chen · Xuguang Lan · Nanning Zheng,graph
1195,Greedy based Value Representation for Optimal Coordination in Multi-agent Reinforcement Learning,2022,ICML,In Session 6 Track 8,Frederik Benzing,reinforcement learning/representation/multi-agent
1196,Gradient Descent on Neurons and its Link to Approximate Second-order Optimization,2022,ICML,In Reinforcement Learning,Valentin Villecroze · Harry Braviner · Panteha Naderian · Chris Maddison · Gabriel Loaiza-Ganem,optimization
1197,Bayesian Nonparametrics for Offline Skill Discovery,2022,ICML,In Session 6 Track 10,Zhaoning Yu · Hongyang Gao,bayesian/metric
1198,Molecular Representation Learning via Heterogeneous Motif Graph Neural Networks,2022,ICML,In SA: Privacy-preserving Statistics and Machine Learning,Mohamed Mohamed · Dung Nguyen · Anil Vullikanti · Ravi Tandon,graph/representation
1199,Differentially Private Community Detection for Stochastic Block Models,2022,ICML,In Session 6 Track 9,Lechao Xiao · Jeffrey Pennington,
1200,"Synergy and Symmetry in Deep Learning: Interactions between the Data, Model, and Inference Algorithm",2022,ICML,In Deep Learning/Optimization,Hannah Lawrence · Bobak T Kiani · Kristian Georgiev · Andrew Dienes,inference
1201,Implicit Bias of Linear Equivariant Networks,2022,ICML,In Session 6 Track 1,Peter Mernyei · Konstantinos Meichanetzidis · Ismail Ceylan,
1202,Equivariant Quantum Graph Circuits,2022,ICML,In Session 6 Track 8,Xiaoqing (Ellen) Tan · Chung-Chou H. Chang · Ling Zhou · Lu Tang,graph
1203,A Tree-based Model Averaging Approach for Personalized Treatment Effect Estimation from Heterogeneous Data Sources,2022,ICML,In Session 6 Track 3,Hao Fei · Shengqiong Wu · Yafeng Ren · Meishan Zhang,
1204,Matching Structure for Dual Learning,2022,ICML,In DL: Algorithms,Yu Gong · Greg Mori · Frederick Tung,
1205,RankSim: Ranking Similarity Regularization for Deep Imbalanced Regression,2022,ICML,In Theory,Noam Razin · Asaf Maman · Nadav Cohen,
1206,Implicit Regularization in Hierarchical Tensor Factorization and Deep Convolutional Neural Networks,2022,ICML,In Session 6 Track 1,Pál András Papp · Roger Wattenhofer,
1207,A Theoretical Comparison of Graph Neural Network Extensions,2022,ICML,In Reinforcement Learning,James-Michael Leahy · Bekzhan Kerimkulov · David Siska · Lukasz Szpruch,graph
1208,Convergence of Policy Gradient for Entropy Regularized MDPs with Neural Network Approximation in the Mean-Field Regime,2022,ICML,In Session 6 Track 9,Hong Chen · Xin Wang · Chaoyu Guan · Yue Liu · Wenwu Zhu,
1209,Auxiliary Learning with Joint Task and Data Scheduling,2022,ICML,In DL: Algorithms,An Xu · Heng Huang,
1210,Detached Error Feedback for Distributed SGD with Random Sparsification,2022,ICML,In SA: Privacy-preserving Statistics and Machine Learning,xinwei zhang · Xiangyi Chen · Mingyi Hong · Steven Wu · Jinfeng Yi,
1211,Understanding Clipping for Federated Learning: Convergence and Client-Level Differential Privacy,2022,ICML,In Deep Learning/MISC,Xiuwen Gong · Dong Yuan · Wei Bao,federated learning
1212,Partial Label Learning via Label Influence Function,2022,ICML,In Session 6 Track 7,Laura Graesser · Utku Evci · Erich Elsen · Pablo Samuel Castro,
1213,The State of Sparse Training in Deep Reinforcement Learning,2022,ICML,In Session 6 Track 3,Junnan Li · DONGXU LI · Caiming Xiong · Steven Hoi,reinforcement learning/sparse
1214,BLIP: Bootstrapping Language-Image Pre-training for Unified Vision-Language Understanding and Generation,2022,ICML,In Theory,Ramji Venkataramanan · Kevin Kögler · Marco Mondelli,generative model
1215,Estimation in Rotationally Invariant Generalized Linear Models via Approximate Message Passing,2022,ICML,In Miscellaneous Aspects of Machine Learning/Reinforcement Learning,Lingjiao Chen · Matei Zaharia · James Zou,
1216,Efficient Online ML API Selection for Multi-Label Classification Tasks,2022,ICML,In Applications,Edresson Casanova · Julian Weber · Christopher Shulby · Arnaldo Candido Junior · Eren Gölge · Moacir Ponti,online learning
1217,YourTTS: Towards Zero-Shot Multi-Speaker TTS and Zero-Shot Voice Conversion for Everyone,2022,ICML,In Deep Learning/Optimization,Zi-Hao Qiu · Quanqi Hu · Yongjian Zhong · Lijun Zhang · Tianbao Yang,zero_few-shot
1218,Large-scale Stochastic Optimization of NDCG Surrogates for Deep Learning with Provable Convergence,2022,ICML,In Deep Learning/Optimization,Lily Zhang · Veronica Tozzo · John Higgins · Rajesh Ranganath,optimization
1219,Set Norm and Equivariant Skip Connections: Putting the Deep in Deep Sets,2022,ICML,In SA: Privacy-preserving Statistics and Machine Learning,Margarita Vinaroz · Mohammad-Amin Charusaie · Frederik Harder · Kamil Adamczewski · Mi Jung Park,
1220,Hermite Polynomial Features for Private Data Generation,2022,ICML,In Reinforcement Learning,Pascal Klink · Haoyi Yang · Carlo D'Eramo · Jan Peters · Joni Pajarinen,generative model
1221,Curriculum Reinforcement Learning via Constrained Optimal Transport,2022,ICML,In DL: Algorithms,Julian Katz-Samuels · Julia Nakhleh · Robert Nowak · Yixuan Li,reinforcement learning/optimization
1222,Training OOD Detectors in their Natural Habitats,2022,ICML,In Deep Learning,Jangho Kim · Jun-Tae Lee · Simyung Chang · NOJUN KWAK,
1223,Variational On-the-Fly Personalization,2022,ICML,In Deep Learning/MISC,Verónica Álvarez · Santiago Mazuelas · Jose A Lozano,
1224,Minimax Classification under Concept Drift with Multidimensional Adaptation and Performance Guarantees,2022,ICML,In Miscellaneous Aspects of Machine Learning/Reinforcement Learning,Spencer Compton · Kristjan Greenewald · Dmitriy Katz · Murat Kocaoglu,
1225,Entropic Causal Inference: Graph Identifiability,2022,ICML,In Session 6 Track 2,Umberto M. Tomasini · Antonio Sclocchi · Matthieu Wyart,graph/inference
1226,Failure and success of the spectral bias prediction for Laplace Kernel Ridge Regression: the case of low-dimensional data,2022,ICML,In Session 6 Track 9,Rui Liu · Young Jin Kim · Alexandre Muzio · Hany Hassan,zero_few-shot
1227,Gating Dropout: Communication-efficient Regularization for Sparsely Activated Transformers,2022,ICML,In SA: Privacy-preserving Statistics and Machine Learning,Mantas Mazeika · Bo Li · David Forsyth,transformer/sparse
1228,How to Steer Your Adversary: Targeted and Efficient Model Stealing Defenses with Gradient Redirection,2022,ICML,In Session 6 Track 10,Chaojian Yu · Bo Han · Li Shen · Jun Yu · Chen Gong · Mingming Gong · Tongliang Liu,
1229,Understanding Robust Overfitting of Adversarial Training and Beyond,2022,ICML,In Applications,Atticus Geiger · Zhengxuan Wu · Hanson Lu · Joshua Rozner · Elisa Kreiss · Thomas Icard · Noah Goodman · Christopher Potts,
1230,Inducing Causal Structure for Interpretable Neural Networks,2022,ICML,In Miscellaneous Aspects of Machine Learning/Reinforcement Learning,Disha Makhija · Xing Han · Nhat Ho · Joydeep Ghosh,
1231,Architecture Agnostic Federated Learning for Neural Networks,2022,ICML,In Session 6 Track 5,Weiran Lin · Keane Lucas · Lujo Bauer · Michael Reiter · Mahmood Sharif,federated learning
1232,Constrained Gradient Descent: A Powerful and Principled Evasion Attack Against Neural Networks,2022,ICML,In Reinforcement Learning,Tianwei Ni · Benjamin Eysenbach · Ruslan Salakhutdinov,optimization
1233,Recurrent Model-Free RL Can Be a Strong Baseline for Many POMDPs,2022,ICML,In Session 6 Track 2,Daniel Vial · Advait Parulekar · Sanjay Shakkottai · R Srikant,
1234,Regret Bounds for Stochastic Shortest Path Problems with Linear Function Approximation,2022,ICML,In Deep Learning/Optimization,Andrew Ilyas · Sung Min (Sam) Park · Logan Engstrom · Guillaume Leclerc · Aleksander Madry,
1235,Datamodels: Understanding Predictions with Data and Data with Predictions,2022,ICML,In Deep Learning,Stéphane d'Ascoli · Pierre-Alexandre Kamienny · Guillaume Lample · Francois Charton,
1236,Deep symbolic regression for recurrence prediction,2022,ICML,In Session 6 Track 2,Michael Puthawala · Matti Lassas · Ivan Dokmanic · Maarten de Hoop,
1237,Universal Joint Approximation of Manifolds and Densities by Simple Injective Flows,2022,ICML,In Session 6 Track 3,Xijie Huang · Zhiqiang Shen · Shichao Li · Zechun Liu · Hu Xianghong · Jeffry Wicaksana · Eric Xing · Kwang-Ting Cheng,zero_few-shot/flow
1238,SDQ: Stochastic Differentiable Quantization with Mixed Precision,2022,ICML,In SA: Privacy-preserving Statistics and Machine Learning,Nikhil Kandpal · Eric Wallace · Colin Raffel,
1239,Deduplicating Training Data Mitigates Privacy Risks in Language Models,2022,ICML,In Session 6 Track 1,Petra Poklukar · Miguel Vasco · Hang Yin · Francisco S. Melo · Ana Paiva · Danica Kragic,
1240,Geometric Multimodal Contrastive Representation Learning,2022,ICML,In Reinforcement Learning,Andrea Zanette · Martin Wainwright,representation/contrastive learning/metric/multimodal
1241,Stabilizing Q-learning with Linear Architectures for Provable Efficient Learning,2022,ICML,In Session 6 Track 10,Hugo Lebeau · Romain Couillet · Florent Chatelain,
1242,A Random Matrix Analysis of Data Stream Clustering: Coping With Limited Memory Resources,2022,ICML,In Deep Learning/Optimization,Yihua Zhang · Guanhua Zhang · Prashant Khanduri · Mingyi Hong · Shiyu Chang · Sijia Liu,
1243,Revisiting and Advancing Fast Adversarial Training Through The Lens of Bi-Level Optimization,2022,ICML,In DL: Algorithms,Kai Yue · Richeng Jin · Ryan Pilgrim · Chau-Wai Wong · Dror Baron · Huaiyu Dai,optimization
1244,Neural Tangent Kernel Empowered Federated Learning,2022,ICML,In Miscellaneous Aspects of Machine Learning/Reinforcement Learning,Adam Fisch · Tal Schuster · Tommi Jaakkola · Regina Barzilay,federated learning
1245,Conformal Prediction Sets with Limited False Positives,2022,ICML,In Session 6 Track 9,Katelyn Gao · Ozan Sener,
1246,Generalizing Gaussian Smoothing for Random Search,2022,ICML,In Deep Learning/MISC,Abhineet Agarwal · Yan Shuo Tan · Omer Ronen · Chandan Singh · Bin Yu,
1247,Hierarchical Shrinkage: Improving the accuracy and interpretability of tree-based models.,2022,ICML,In Deep Learning/Optimization,Jiaming Song · Lantao Yu · Willie Neiswanger · Stefano Ermon,
1248,A General Recipe for Likelihood-free Bayesian Optimization,2022,ICML,In Deep Learning/Optimization,Xiang Deng · Zhongfei Zhang,optimization/bayesian
1249,Deep Causal Metric Learning,2022,ICML,In Session 6 Track 8,Madhumitha Shridharan · Garud Iyengar,metric
1250,Scalable Computation of Causal Bounds,2022,ICML,In DL: Algorithms,Alex Robey · Luiz F. O. Chamon · George J. Pappas · Hamed Hassani,
1251,Probabilistically Robust Learning: Balancing Average- and Worst-case Performance,2022,ICML,In Session 6 Track 3,Emanuele Bugliarello · Fangyu Liu · Jonas Pfeiffer · Siva Reddy · Desmond Elliott · Edoardo Maria Ponti · Ivan Vulić,
