,Title,Year,Source,Authors,Class,topic
1028,Active Deep Probabilistic Subsampling,2021,ICML,In Learning Theory 5,Rachael Hwee Ling Sim · Yehong Zhang · Bryan Kian Hsiang Low · Patrick Jaillet,active learning
1029,Collaborative Bayesian Optimization with Fair Regret,2021,ICML,In Reinforcement Learning 13,Mingxuan Jing · Wenbing Huang · Fuchun Sun · Xiaojian Ma · Tao Kong · Chuang Gan · Lei Li,optimization/bayesian
1030,Adversarial Option-Aware Hierarchical Imitation Learning,2021,ICML,In Reinforcement Learning and Bandits,Weichen Wang · Jiequn Han · Zhuoran Yang · Zhaoran Wang,imitation learning
1031,Global Convergence of Policy Gradient for Linear-Quadratic Mean-Field Control/Game in Continuous Time,2021,ICML,In Learning Theory 6,Guy Rothblum · Gal Yona,
1032,Multi-group Agnostic PAC Learnability,2021,ICML,In Kernel Methods,Afsaneh Mastouri · Yuchen Zhu · Limor Gultchin · Anna Korba · Ricardo Silva · Matt J. Kusner · Arthur Gretton · Krikamol Muandet,
1033,Proximal Causal Learning with Kernels: Two-Stage Estimation and Moment Restriction,2021,ICML,In Deep Learning Theory 3,Zixin Wen · Yuanzhi Li,
1034,Toward Understanding the Feature Learning Process of Self-supervised Contrastive Learning,2021,ICML,In Applications (Bio) 1,Zahra Babaiee · Ramin Hasani · Mathias Lechner · Daniela Rus · Radu Grosu,zero_few-shot/contrastive learning
1035,On-Off Center-Surround Receptive Fields for Accurate and Robust Image Classification,2021,ICML,In Sparsity and Compressed Sensing,Varun A. Kelkar · Mark Anastasio,
1036,Prior Image-Constrained Reconstruction using Style-Based Generative Models,2021,ICML,In Time Series 1,Renyi Chen · Molei Tao,optimization/generative model
1037,Data-driven Prediction of General Hamiltonian Dynamics via Learning Exactly-Symplectic Maps,2021,ICML,In Bandits 1,Mojmir Mutny · Andreas Krause,
1038,No-regret Algorithms for Capturing Events in Poisson Point Processes,2021,ICML,In Reinforcement Learning and Bandits,Spotlight,
1040,AGENT: A Benchmark for Core Psychological Reasoning,2021,ICML,In Learning Theory 6,Avrim Blum · Nika Haghtalab · Richard Lanas Phillips · Han Shao,reinforcement learning
1041,"One for One, or All for All: Equilibria and Optimality of Collaboration in Federated Learning",2021,ICML,In Bandits 1,Camille-Sovanneary GAUTHIER · Romaric Gaudel · Elisa Fromont · Boammani Aser Lompo,federated learning
1042,Parametric Graph for Unimodal Ranking Bandit,2021,ICML,In Sparsity and Compressed Sensing,Giannis Daras · Joseph Dean · Ajil Jalal · Alexandros Dimakis,graph/metric
1043,Intermediate Layer Optimization for Inverse Problems using Deep Generative Models,2021,ICML,In Deep Learning Theory 3,Roberto Bondesan · Max Welling,optimization/generative model
1044,The Hintons in your Neural Network: a Quantum Field Theory View of Deep Learning,2021,ICML,In Reinforcement Learning 13,Michael Lutter · Shie Mannor · Jan Peters · Dieter Fox · Animesh Garg,
1045,"Value Iteration in Continuous Actions, States and Time",2021,ICML,In Learning Theory 5,Xuchen You · Xiaodi Wu,
1046,Exponentially Many Local Minima in Quantum Neural Networks,2021,ICML,In Time Series 1,Shaojun Ma · Shu Liu · Hongyuan Zha · Haomin Zhou,
1047,Learning Stochastic Behaviour from Aggregate Data,2021,ICML,In Kernel Methods,Arturs Backurs · Piotr Indyk · Cameron Musco · Tal Wagner,
1048,Faster Kernel Matrix Algebra via Density Estimation,2021,ICML,In Deep Learning Theory 3,Q&A,
1058,"Esther Duflo, Plumbers and Mechanics: How ML can complement RCT in policy experiments",2021,ICML,In Poster Session 3,Romain Camilleri · Kevin Jamieson · Julian Katz-Samuels,
1201,Relative Deviation Margin Bounds,2021,ICML,In Poster Session 3,Chunjiang Zhu · Qinqing Liu · Jinbo Bi,
1255,Poster Session 3,2021,ICML,Katharina Beckh · Vanessa Faber,[]  [],
1256,Zeitgeist in NLP,2021,ICML,Michael Running Wolf,Social,
1257,Indigenous in AI Social,2021,ICML,Olivia Choudhury · Vaidheeswaran Archana,Oral,
1258,Mentoring Social,2021,ICML,In Deep Learning Optimization,Yuandong Tian · Xinlei Chen · Surya Ganguli,
1259,Understanding self-supervised learning dynamics without contrastive pairs,2021,ICML,In Bandits 2,Xiaocheng Li · Chunlin Sun · Yinyu Ye,zero_few-shot/contrastive learning
1260,The Symmetry between Arms and Knapsacks: A Primal-Dual Approach for Bandits with Knapsacks,2021,ICML,In Online Learning 2,Shi Li · Jiayi Xian,
1261,Online Unrelated Machine Load Balancing with Predictions Revisited,2021,ICML,In Supervised Learning 3,Jing Wang · Xin Geng,online learning
1262,Label Distribution Learning Machine,2021,ICML,In Reinforcement Learning Theory 2,Andrea Zanette,
1263,Exponential Lower Bounds for Batch Reinforcement Learning: Batch RL can be Exponentially Harder than Online RL,2021,ICML,In Deep Learning Theory 4,Bohan Wang · Qi Meng · Wei Chen · Tie-Yan Liu,reinforcement learning/zero_few-shot/online learning
1264,The Implicit Bias for Adaptive Optimization Algorithms on Homogeneous Neural Networks,2021,ICML,In Reinforcement Learning Theory 3,Pierre MENARD · Omar Darwiche Domingues · Xuedong Shang · Michal Valko,optimization/adaptive
1265,UCB Momentum Q-learning: Correcting the bias without forgetting,2021,ICML,In Learning Theory 8,Hassan Hafez-Kolahi · Behrad Moniri · Shohreh Kasaei · Mahdieh Soleymani Baghshah,
1266,Rate-Distortion Analysis of Minimum Excess Risk in Bayesian Learning,2021,ICML,In Learning Theory 7,CHUNXUE YANG · Xiaohui Bei,bayesian
1267,Learning Optimal Auctions with Correlated Valuations from Samples,2021,ICML,Tahiya Chowdhury,[],
1268,The moral (and morale) compass: A search for meaning in AI research,2021,ICML,Alice Zheng · Xian Wang,Spotlight,
1269,Yoga+Meditation Hour,2021,ICML,In Learning Theory 7,Meena Jagadeesan · Celestine Mendler-Dünner · Moritz Hardt,
1270,Alternative Microfoundations for Strategic Classification,2021,ICML,In Bandits 2,David Simchi-Levi · Zeyu Zheng · Feng Zhu,
1271,Dynamic Planning and Learning under Recovering Rewards,2021,ICML,In Reinforcement Learning Theory 2,Dongruo Zhou · Jiafan He · Quanquan Gu,
1272,Provably Efficient Reinforcement Learning for Discounted MDPs with Feature Mapping,2021,ICML,In Deep Learning Theory 4,Alexander D Camuto · Xiaoyu Wang · Lingjiong Zhu · Christopher Holmes · Mert Gurbuzbalaban · Umut Simsekli,reinforcement learning
1273,Asymmetric Heavy Tails and Implicit Bias in Gaussian Noise Injections,2021,ICML,In Deep Learning Optimization,Yang Liu · Jeremy Bernstein · Markus Meister · Yisong Yue,metric
1274,Learning by Turning: Neural Architecture Aware Optimisation,2021,ICML,In Reinforcement Learning Theory 3,Pierre Alquier,
1275,Non-Exponentially Weighted Aggregation: Regret Bounds for Unbounded Loss Functions,2021,ICML,In Supervised Learning 3,Esther Rolf · Theodora Worledge · Benjamin Recht · Michael Jordan,
1276,Representation Matters: Assessing the Importance of Subgroup Allocations in Training Data,2021,ICML,In Learning Theory 8,Qi Lei · Wei Hu · Jason Lee,representation
1277,Near-Optimal Linear Regression under Distribution Shift,2021,ICML,In Online Learning 2,Tianyuan Jin · Pan Xu · Jieming Shi · Xiaokui Xiao · Quanquan Gu,
1278,MOTS: Minimax Optimal Thompson Sampling,2021,ICML,In Reinforcement Learning Theory 3,Aadirupa Saha · Tomer Koren · Yishay Mansour,
1279,Adversarial Dueling Bandits,2021,ICML,In Learning Theory 8,Ji Hyung Jung · Hye Won Chung · Ji Oon Lee,
1280,Detection of Signal in the Spiked Rectangular Models,2021,ICML,In Online Learning 2,Santiago Balseiro · Haihao Lu · Vahab Mirrokni,
1281,Regularized Online Allocation Problems: Fairness and Beyond,2021,ICML,In Deep Learning Theory 4,Ruili Feng · Deli Zhao · Zheng-Jun Zha,online learning
1282,Understanding Noise Injection in GANs,2021,ICML,In Learning Theory 7,Matteo Castiglioni · Alberto Marchesi · Andrea Celli · Nicola Gatti,
1283,Multi-Receiver Online Bayesian Persuasion,2021,ICML,In Deep Learning Optimization,Lingjing Kong · Tao Lin · Anastasiia Koloskova · Martin Jaggi · Sebastian Stich,online learning/bayesian
1284,Consensus Control for Decentralized Deep Learning,2021,ICML,In Bandits 2,Geovani Rizk · Albert Thomas · Igor Colin · Rida Laraki · Yann Chevaleyre,
1285,Best Arm Identification in Graphical Bilinear Bandits,2021,ICML,In Supervised Learning 3,Jiashuo Liu · Zheyuan Hu · Peng Cui · Bo Li · Zheyan Shen,graph
1286,Heterogeneous Risk Minimization,2021,ICML,In Reinforcement Learning Theory 2,Yonathan Efroni · Nadav Merlis · Aadirupa Saha · Shie Mannor,
1287,Confidence-Budget Matching for Sequential Budgeted Learning,2021,ICML,In Reinforcement Learning Theory 2,Dhruv Malik · Aldo Pacchiano · Vishwak Srinivasan · Yuanzhi Li,
1288,Sample Efficient Reinforcement Learning In Continuous State Spaces: A Perspective Beyond Linearity,2021,ICML,In Supervised Learning 3,Gaurush Hiranandani · Jatin Mathur · Harikrishna Narasimhan · Mahdi Milani Fard · Sanmi Koyejo,reinforcement learning
1289,Optimizing Black-box Metrics with Iterative Example Weighting,2021,ICML,In Learning Theory 7,Ilai Bistritz · Nicholas Bambos,metric
1290,Online Learning for Load Balancing of Unknown Monotone Resource Allocation Games,2021,ICML,In Deep Learning Theory 4,Baihe Huang · Xiaoxiao Li · Zhao Song · Xin Yang,online learning
1291,FL-NTK: A Neural Tangent Kernel-based Framework for Federated Learning Analysis,2021,ICML,In Reinforcement Learning Theory 3,Pierre MENARD · Omar Darwiche Domingues · Anders Jonsson · Emilie Kaufmann · Edouard Leurent · Michal Valko,federated learning
1292,Fast active learning for pure exploration in reinforcement learning,2021,ICML,In Online Learning 2,Jiachen Hu · Xiaoyu Chen · Chi Jin · Lihong Li · Liwei Wang,reinforcement learning/active learning
1293,Near-Optimal Representation Learning for Linear Bandits and Linear RL,2021,ICML,In Learning Theory 8,Mikhail Konobeev · Ilja Kuzborskij · Csaba Szepesvari,representation
1294,A Distribution-dependent Analysis of Meta Learning,2021,ICML,In Deep Learning Optimization,Shiwei Liu · Decebal Constantin Mocanu · Yulong Pei · Mykola Pechenizkiy,meta-learning
1295,Selfish Sparse RNN Training,2021,ICML,In Bandits 2,Chung-Wei Lee · Haipeng Luo · Chen-Yu Wei · Mengxiao Zhang · Xiaojin Zhang,sparse
1296,Achieving Near Instance-Optimality and Minimax-Optimality in Stochastic and Adversarial Linear Bandits Simultaneously,2021,ICML,In Deep Learning Theory 4,Mingyang Yi · Lu Hou · Jiacheng Sun · Lifeng Shang · Xin Jiang · Qun Liu · Zhiming Ma,
1297,Improved OOD Generalization via Adversarial Training and Pretraing,2021,ICML,In Supervised Learning 3,Gabriel Mel · Surya Ganguli,
1298,"A theory of high dimensional regression with arbitrary correlations between input features and target functions: sample complexity, multiple descent curves and a hierarchy of phase transitions",2021,ICML,In Reinforcement Learning Theory 2,Botao Hao · Yaqi Duan · Tor Lattimore · Csaba Szepesvari · Mengdi Wang,
1299,Sparse Feature Selection Makes Batch Reinforcement Learning More Sample Efficient,2021,ICML,In Online Learning 2,Yifang Chen · Simon Du · Kevin Jamieson,reinforcement learning/sparse
1300,Improved Corruption Robust Algorithms for Episodic Reinforcement Learning,2021,ICML,In Deep Learning Optimization,Stanislaw Jastrzebski · Devansh Arpit · Oliver Astrand · Giancarlo Kerg · Huan Wang · Caiming Xiong · Richard Socher · Kyunghyun Cho · Krzysztof J Geras,reinforcement learning
1301,Catastrophic Fisher Explosion: Early Phase Fisher Matrix Impacts Generalization,2021,ICML,In Reinforcement Learning Theory 3,Jincheng Mei · Yue Gao · Bo Dai · Csaba Szepesvari · Dale Schuurmans,
1302,Leveraging Non-uniformity in First-order Non-convex Optimization,2021,ICML,In Learning Theory 7,Yi Hao · Alon Orlitsky,optimization
1303,Compressed Maximum Likelihood,2021,ICML,In Bandits 2,Tianchen Zhou · Jia Liu · Chaosheng Dong · jingyuan deng,
1304,Incentivized Bandit Learning with Self-Reinforcing User Preferences,2021,ICML,In Learning Theory 8,Yu Bai · Minshuo Chen · Pan Zhou · Tuo Zhao · Jason Lee · Sham Kakade · Huan Wang · Caiming Xiong,
1305,How Important is the Train-Validation Split in Meta-Learning?,2021,ICML,In Deep Learning Theory 4,Albert No · TaeHo Yoon · Sehyun Kwon · Ernest Ryu,meta-learning
1306,WGAN with an Infinitely Wide Generator Has No Spurious Stationary Points,2021,ICML,In Online Learning 2,Ashraf Tahmasbi · Ellango Jothimurugesan · Srikanta Tirthapura · Phillip Gibbons,
1307,DriftSurf: Stable-State / Reactive-State Learning under Concept Drift,2021,ICML,In Deep Learning Optimization,Tao Lin · Sai Praneeth Reddy Karimireddy · Sebastian Stich · Martin Jaggi,active learning
1308,Quasi-global Momentum: Accelerating Decentralized Deep Learning on Heterogeneous Data,2021,ICML,In Learning Theory 8,Andreas Maurer · Daniela Angela Parletta · Andrea Paudice · Massimiliano Pontil,
1309,Robust Unsupervised Learning via L-statistic Minimization,2021,ICML,In Supervised Learning 3,Ali Akbari · Muhammad Awais · Manijeh Bashar · Josef Kittler,
1310,How Does Loss Function Affect Generalization Performance of Deep Learning? Application to Human Age Estimation,2021,ICML,In Bandits 2,Sho Takemori · Masahiro Sato,
1311,Approximation Theory Based Methods for RKHS Bandits,2021,ICML,In Reinforcement Learning Theory 3,David Tolpin · Yuan Zhou · Tom Rainforth · Hongseok Yang,
1312,Probabilistic Programs with Stochastic Conditioning,2021,ICML,In Reinforcement Learning Theory 2,Xuezhou Zhang · Yiding Chen · Jerry Zhu · Wen Sun,
1313,Robust Policy Gradient against Strong Data Corruption,2021,ICML,In Learning Theory 7,Tommaso d'Orsi · Gleb Novikov · David Steurer,
1314,Consistent regression when oblivious outliers overwhelm,2021,ICML,In Reinforcement Learning Theory 3,Spotlight,
1316,Understanding the Dynamics of Gradient Flow in Overparameterized Linear models,2021,ICML,In Bandits 2,Ashok Cutkosky · Christoph Dann · Abhimanyu Das · Claudio Gentile · Aldo Pacchiano · Manish Purohit,zero_few-shot/flow
1317,Dynamic Balancing for Model Selection in Bandits and RL,2021,ICML,In Online Learning 2,Pier Giuseppe Sessa · Ilija Bogunovic · Andreas Krause · Maryam Kamgarpour,
1318,Online Submodular Resource Allocation with Applications to Rebalancing Shared Mobility Systems,2021,ICML,In Deep Learning Theory 4,Hao Liu · Minshuo Chen · Tuo Zhao · Wenjing Liao,online learning
1319,Besov Function Approximation and Binary Classification on Low-Dimensional Manifolds Using Convolutional Residual Networks,2021,ICML,In Learning Theory 8,Tianle Cai · Ruiqi Gao · Jason Lee · Qi Lei,zero_few-shot
1320,A Theory of Label Propagation for Subpopulation Shift,2021,ICML,In Supervised Learning 3,Abhishek Kumar · Harikrishna Narasimhan · Andrew Cotter,
1321,Implicit rate-constrained optimization of non-decomposable objectives,2021,ICML,In Learning Theory 7,Mojtaba Sahraee-Ardakan · Tung Mai · Anup Rao · Ryan A. Rossi · Sundeep Rangan · Alyson Fletcher,optimization
1322,Asymptotics of Ridge Regression in Convolutional Models,2021,ICML,In Reinforcement Learning Theory 2,Jiafan He · Dongruo Zhou · Quanquan Gu,
1323,Logarithmic Regret for Reinforcement Learning with Linear Function Approximation,2021,ICML,In Learning Theory 7,Q&A,reinforcement learning
1332,Cyclically Equivariant Neural Decoders for Cyclic Codes,2021,ICML,In Learning Theory 10,Saurabh Garg · Sivaraman Balakrishnan · Zico Kolter · Zachary Lipton,
1333,RATT: Leveraging Unlabeled Data to Guarantee Generalization,2021,ICML,In Supervised Learning 4,Yi Gao · Min-Ling Zhang,
1334,Discriminative Complementary-Label Learning with Weighted Loss,2021,ICML,In Time Series 2,Chen Xu · Yao Xie,
1335,Conformal prediction interval for dynamic time-series,2021,ICML,In Deep Learning Theory 5,Florian Graf · Christoph Hofer · Marc Niethammer · Roland Kwitt,
1336,Dissecting Supervised Constrastive Learning,2021,ICML,In Bandits 3,Brijen Thananjeyan · Kirthevasan Kandasamy · Ion Stoica · Michael Jordan · Ken Goldberg · Joseph E Gonzalez,
1337,Resource Allocation in Multi-armed Bandit Exploration: Overcoming Sublinear Scaling with Adaptive Parallelism,2021,ICML,In Learning Theory 11,Yunwen Lei · Zhenhuan Yang · Tianbao Yang · Yiming Ying,transformer/adaptive
1338,Stability and Generalization of Stochastic Gradient Methods for Minimax Problems,2021,ICML,In Reinforcement Learning 14,Andrew Wagenmaker · Max Simchowitz · Kevin Jamieson,
1339,Task-Optimal Exploration in Linear Dynamical Systems,2021,ICML,In Reinforcement Learning Theory 4,Tiancheng Yu · Yi Tian · Jingzhao Zhang · Suvrit Sra,
1340,Provably Efficient Algorithms for Multi-Objective Competitive RL,2021,ICML,In Learning Theory 11,John Miller · Juan Perdomo · Tijana Zrnic,
1341,Outside the Echo Chamber: Optimizing the Performative Risk,2021,ICML,In Learning Theory 9,Ashok Vardhan Makkuva · Xiyang Liu · Mohammad Vahid Jamali · Hessam Mahdavifar · Sewoong Oh · Pramod Viswanath,
1342,KO codes: inventing nonlinear encoding and decoding for reliable wireless communication via deep-learning,2021,ICML,In Deep Learning Theory 5,Kangqiao Liu · Liu Ziyin · Masahito Ueda,online learning
1343,Noise and Fluctuation of Finite Learning Rate Stochastic Gradient Descent,2021,ICML,In Bandits 3,Tianyuan Jin · Keke Huang · Jing Tang · Xiaokui Xiao,
1344,Optimal Streaming Algorithms for Multi-Armed Bandits,2021,ICML,In Learning Theory 10,Haotian Jiang · Zhong Li · Qianxiao Li,
1345,Approximation Theory of Convolutional Architectures for Time Series Modelling,2021,ICML,In Reinforcement Learning 14,Armin Lederer · Alejandro Ordóñez Conejo · Korbinian Maier · Wenxin Xiao · Jonas Umlauft · Sandra Hirche,
1346,Gaussian Process-Based Real-Time Learning for Safety Critical Applications,2021,ICML,In Reinforcement Learning Theory 4,Yi Tian · Yuanhao Wang · Tiancheng Yu · Suvrit Sra,
1347,Online Learning in Unknown Markov Games,2021,ICML,In Supervised Learning 4,Krishnateja Killamsetty · Durga S · Ganesh Ramakrishnan · Abir De · Rishabh Lyer,online learning
1348,GRAD-MATCH: Gradient Matching based Data Subset Selection for Efficient Deep Model Training,2021,ICML,In Time Series 2,Syama Sundar Yadav Rangapuram · Lucien Werner · Konstantinos Benidis · Pedro Mercado · Jan Gasthaus · Tim Januschowski,
1349,End-to-End Learning of Coherent Probabilistic Forecasts for Hierarchical Time Series,2021,ICML,In Reinforcement Learning Theory 4,Qinghua Liu · Tiancheng Yu · Yu Bai · Chi Jin,
1350,A Sharp Analysis of Model-based Reinforcement Learning with Self-Play,2021,ICML,In Bandits 3,Rajat Sen · Alexander Rakhlin · Lexing Ying · Rahul Kidambi · Dean Foster · Daniel Hill · Inderjit Dhillon,reinforcement learning
1351,Top-k eXtreme Contextual Bandits with Arm Hierarchy,2021,ICML,In Learning Theory 11,Zeng Li · Chuanlong Xie · Qinwen Wang,
1352,Asymptotic Normality and Confidence Intervals for Prediction Risk of the Min-Norm Least Squares Estimator,2021,ICML,In Supervised Learning 4,L. Elisa Celis · Lingxiao Huang · Vijay Keswani · Nisheeth K. Vishnoi,
1353,Fair Classification with Noisy Protected Attributes: A Framework with Provable Guarantees,2021,ICML,In Learning Theory 10,Peizhong Ju · Xiaojun Lin · Ness Shroff,
1354,On the Generalization Power of Overfitted Two-Layer Neural Tangent Kernel Models,2021,ICML,In Learning Theory 9,Yansong Gao · Pratik Chaudhari,
1355,An Information-Geometric Distance on the Space of Tasks,2021,ICML,In Deep Learning Theory 5,Greg Yang · Edward Hu,metric
1356,Tensor Programs IV: Feature Learning in Infinite-Width Neural Networks,2021,ICML,In Reinforcement Learning 14,Tengyu Xu · Yingbin LIANG · Guanghui Lan,
1357,CRPO: A New Approach for Safe Reinforcement Learning with Convergence Guarantee,2021,ICML,In Time Series 2,Ruian Shi · Quaid Morris,reinforcement learning
1358,Segmenting Hybrid Trajectories using Latent ODEs,2021,ICML,In Time Series 2,Yuzhou Chen · Ignacio Segovia Dominguez · Yulia R Gel,
1359,Z-GCNETs: Time Zigzags at Graph Convolutional Networks for Time Series Forecasting,2021,ICML,In Deep Learning Theory 5,Alain-Sam Cohen · Rama Cont · Alain Rossier · Renyuan Xu,graph
1360,Scaling Properties of Deep Residual Networks,2021,ICML,In Bandits 3,Kyoungseok Jang · Kwang-Sung Jun · Se-Young Yun · Wanmo Kang,transformer
1361,Improved Regret Bounds of Bilinear Bandits using Action Space Analysis,2021,ICML,In Supervised Learning 4,Boyang Liu · Mengying Sun · Ding Wang · Pang-Ning Tan · Jiayu Zhou,
1362,Learning Deep Neural Networks under Agnostic Corrupted Supervision,2021,ICML,In Learning Theory 11,Nilesh Tripuraneni · Chi Jin · Michael Jordan,
1363,Provable Meta-Learning of Linear Representations,2021,ICML,In Reinforcement Learning Theory 4,Tengyu Xu · Zhuoran Yang · Zhaoran Wang · Yingbin LIANG,representation/meta-learning
1364,Doubly Robust Off-Policy Actor-Critic: Convergence and Optimality,2021,ICML,In Learning Theory 9,Zeyu Yan · Fei Wen · rendong Ying · Chao Ma · Peilin Liu,reinforcement learning
1365,On Perceptual Lossy Compression: The Cost of Perceptual Reconstruction and An Optimal Training Framework,2021,ICML,In Reinforcement Learning 14,Haque Ishfaq · Qiwen Cui · Viet Nguyen · Alex Ayoub · Zhuoran Yang · Zhaoran Wang · Doina Precup · Lin Yang,
1366,Randomized Exploration in Reinforcement Learning with General Value Function Approximation,2021,ICML,In Learning Theory 10,Berfin Simsek · François Ged · Arthur Jacot · Francesco Spadaro · Clement Hongler · Wulfram Gerstner · Johanni Brea,reinforcement learning
1367,Geometry of the Loss Landscape in Overparameterized Neural Networks: Symmetries and Invariances,2021,ICML,In Supervised Learning 4,Roy Hirsch · Ran Gilad-Bachrach,
1368,Trees with Attention for Set Prediction Tasks,2021,ICML,In Time Series 2,Siqi Liu · Milos Hauskrecht,transformer
1369,Event Outlier Detection in Continuous Time,2021,ICML,In Reinforcement Learning 14,Yijie Zhang · Herke van Hoof,
1370,Deep Coherent Exploration for Continuous Control,2021,ICML,In Deep Learning Theory 5,Roland S. Zimmermann · Yash Sharma · Steffen Schneider · Matthias Bethge · Wieland Brendel,
1371,Contrastive Learning Inverts the Data Generating Process,2021,ICML,In Learning Theory 9,Changhun Jo · Kangwook Lee,contrastive learning
1372,Discrete-Valued Latent Preference Matrix Estimation with Graph Side Information,2021,ICML,In Learning Theory 10,Hancheng Min · Salma Tarmoun · Rene Vidal · Enrique Mallada,graph
1373,On the Explicit Role of Initialization on the Convergence and Implicit Bias of Overparametrized Linear Networks,2021,ICML,In Reinforcement Learning Theory 4,Yujia Jin · Aaron Sidford,
1374,Towards Tight Bounds on the Sample Complexity of Average-reward MDPs,2021,ICML,In Learning Theory 11,Robi Bhattacharjee · Somesh Jha · Kamalika Chaudhuri,
1375,Sample Complexity of Robust Linear Classification on Separated Data,2021,ICML,In Bandits 3,Tengyang Xie · John Langford · Paul Mineiro · Ida Momennejad,
1376,Interaction-Grounded Learning,2021,ICML,In Reinforcement Learning Theory 4,Liyu Chen · Haipeng Luo,
1377,Finding the Stochastic Shortest Path with Low Regret: the Adversarial Cost and Unknown Transition Case,2021,ICML,In Reinforcement Learning 14,Fangwei Zhong · Peng Sun · Wenhan Luo · Tingyun Yan · Yizhou Wang,zero_few-shot
1378,Towards Distraction-Robust Active Visual Tracking,2021,ICML,In Time Series 2,Kashif Rasul · Calvin Seward · Ingmar Schuster · Roland Vollgraf,active learning
1379,Autoregressive Denoising Diffusion Models for Multivariate Probabilistic Time Series Forecasting,2021,ICML,In Learning Theory 9,Duanshun Li · Jing Liu · Dongeun Lee · Ali S. Mazloom · Giridhar Kaushik · Kookjin Lee · Noseong Park,diffusion models
1380,A Novel Method to Solve Neural Knapsack Problems,2021,ICML,In Supervised Learning 4,Tatsunori Hashimoto,
1381,Model Performance Scaling with Multiple Data Sources,2021,ICML,In Deep Learning Theory 5,Greg Yang · Etai Littwin,transformer
1382,Tensor Programs IIb: Architectural Universality Of Neural Tangent Kernel Training Dynamics,2021,ICML,In Learning Theory 11,Richard Nock · Stephen J Hardy · Wilko Henecka · Hamish Ivey-Law · Jakub Nabaglo · Giorgio Patrini · Guillaume Smith · Brian Thorne,
1383,The Impact of Record Linkage on Learning from Feature Partitioned Data,2021,ICML,In Learning Theory 10,Corinna Cortes · Mehryar Mohri · Ananda Theertha Suresh,
1385,Almost Optimal Anytime Algorithm for Batched Multi-Armed Bandits,2021,ICML,In Reinforcement Learning Theory 4,Q&A,
1388,Chebyshev Polynomial Codes: Task Entanglement-based Coding for Distributed Matrix Multiplication,2021,ICML,In Learning Theory 10,John Miller · Rohan Taori · Aditi Raghunathan · Shiori Sagawa · Pang Wei Koh · Vaishaal Shankar · Percy Liang · Yair Carmon · Ludwig Schmidt,
1389,Accuracy on the Line: on the Strong Correlation Between Out-of-Distribution and In-Distribution Generalization,2021,ICML,In Deep Learning Theory 5,Shiwei Liu · Lu Yin · Decebal Constantin Mocanu · Mykola Pechenizkiy,
1390,Do We Actually Need Dense Over-Parameterization? In-Time Over-Parameterization in Sparse Training,2021,ICML,In Learning Theory 11,Farzan Farnia · Asuman Ozdaglar,sparse
1391,"Train simultaneously, generalize better: Stability of gradient-based minimax learners",2021,ICML,In Time Series 2,William Trouleau · Jalal Etesami · Matthias Grossglauser · Negar Kiyavash · Patrick Thiran,
1392,Cumulants of Hawkes Processes are Robust to Observation Noise,2021,ICML,In Bandits 3,Flore Sentenac · Jialin Yi · Clément Calauzènes · Vianney Perchet · Milan Vojnovic,
1393,Pure Exploration and Regret Minimization in Matching Bandits,2021,ICML,In Supervised Learning 4,Jay Whang · Qi Lei · Alexandros Dimakis,
1394,Solving Inverse Problems with a Flow-based Noise Model,2021,ICML,In Bandits 3,Q&A,zero_few-shot/flow
1402,A Precise Performance Analysis of Support Vector Regression,2021,ICML,In Applications (Bio) 2,Chence Shi · Shitong Luo · Minkai Xu · Jian Tang,
1403,Learning Gradient Fields for Molecular Conformation Generation,2021,ICML,In Reinforcement Learning Theory 5,Nevena Lazic · Dong Yin · Yasin Abbasi-Yadkori · Csaba Szepesvari,generative model
1404,Improved Regret Bound and Experience Replay in Regularized Policy Iteration,2021,ICML,In Applications 2,Soumyasundar Pal · Liheng Ma · Yingxue Zhang · Mark Coates,
1405,RNN with Particle Flow for Probabilistic Spatio-temporal Forecasting,2021,ICML,In Supervised Learning 6,BINBIN JIA · Min-Ling Zhang,zero_few-shot/flow
1406,Multi-Dimensional Classification via Sparse Label Encoding,2021,ICML,In Applications 1,Michihiro Yasunaga · Percy Liang,sparse
1407,Break-It-Fix-It: Unsupervised Learning for Program Repair,2021,ICML,In Algorithms 2,Dinghuai Zhang · Kartik Ahuja · Yilun Xu · Yisen Wang · Aaron Courville,
1408,Can Subnetwork Structure Be the Key to Out-of-Distribution Generalization?,2021,ICML,In Learning Theory 13,Tyler Chen · Thomas Trogdon · Shashanka Ubaru,
1409,Analysis of stochastic Lanczos quadrature for spectrum approximation,2021,ICML,In Bandits 4,Xutong Liu · Jinhang Zuo · Xiaowei Chen · Wei Chen · John C. S. Lui,
1410,Multi-layered Network Exploration via Random Walks: From Offline Optimization to Online Learning,2021,ICML,In Supervised Learning 5,Tianshu Yu · Runzhong Wang · Junchi Yan · baoxin Li,optimization/online learning
1411,Deep Latent Graph Matching,2021,ICML,In Supervised Learning 5,Xiong Zhou · Xianming Liu · Junjun Jiang · Xin Gao · Xiangyang Ji,graph
1412,Asymmetric Loss Functions for Learning with Noisy Labels,2021,ICML,In Supervised Learning 5,Zhaowei Zhu · Yiwen Song · Yang Liu,metric
1413,Clusterability as an Alternative to Anchor Points When Learning with Noisy Labels,2021,ICML,In Supervised Learning 5,Kazuya Sugiyama · Vo Nguyen Le Duy · Ichiro Takeuchi,
