Title,Year,Source,Authors,Class,topic
Knowledge Removal in Sampling-based Bayesian Inference,2022,ICLR,"Shaopeng Fu, Fengxiang He, Dacheng Tao",poster,bayesian/inference
Actor-critic is implicitly biased towards high entropy optimal policies,2022,ICLR,"Yuzheng Hu, Ziwei Ji, Matus Telgarsky",poster,
Igeood: An Information Geometry Approach to Out-of-Distribution Detection,2022,ICLR,"Eduardo Dadalto Camara Gomes, Florence Alberge, Pierre Duhamel, Pablo Piantanida",poster,
Bag of Instances Aggregation Boosts Self-supervised Distillation,2022,ICLR,"Haohang Xu, Jiemin Fang, XIAOPENG ZHANG, Lingxi Xie, Xinggang Wang, Wenrui Dai, Hongkai Xiong, Qi Tian",poster,zero_few-shot/distillation
Stability Regularization for Discrete Representation Learning,2022,ICLR,"Adeel Pervez, Efstratios Gavves",poster,representation
Unrolling PALM for Sparse Semi-Blind Source Separation,2022,ICLR,"Mohammad Fahes, Christophe Kervazo, Jérôme Bobin, Florence Tupin",poster,sparse
Fast Generic Interaction Detection for Model Interpretability and Compression,2022,ICLR,"Tianjian Zhang, Feng Yin, Zhi-Quan Luo",poster,
Reversible Instance Normalization for Accurate Time-Series Forecasting against Distribution Shift,2022,ICLR,"Taesung Kim, Jinhee Kim, Yunwon Tae, Cheonbok Park, Jang-Ho Choi, Jaegul Choo",poster,
On the Pitfalls of Analyzing Individual Neurons in Language Models,2022,ICLR,"Omer Antverg, Yonatan Belinkov",poster,
Query Embedding on Hyper-Relational Knowledge Graphs,2022,ICLR,"Dimitrios Alivanistos, Max Berrendorf, Michael Cochez, Mikhail Galkin",poster,graph
Neural Solvers for Fast and Accurate Numerical Optimal Control,2022,ICLR,"Federico Berto, Stefano Massaroli, Michael Poli, Jinkyoo Park",poster,
PSA-GAN: Progressive Self Attention GANs for Synthetic Time Series,2022,ICLR,"Paul Jeha, Michael Bohlke-Schneider, Pedro Mercado, Shubham Kapoor, Rajbir Singh Nirwan, Valentin Flunkert, Jan Gasthaus, Tim Januschowski",poster,transformer
ToM2C: Target-oriented Multi-agent Communication and Cooperation with Theory of Mind,2022,ICLR,"Yuanfei Wang, fangwei zhong, Jing Xu, Yizhou Wang",poster,reinforcement learning/multi-agent
Better Supervisory Signals by Observing Learning Paths,2022,ICLR,"Yi Ren, Shangmin Guo, Danica J. Sutherland",poster,
TAda! Temporally-Adaptive Convolutions for Video Understanding,2022,ICLR,"Ziyuan Huang, Shiwei Zhang, Liang Pan, Zhiwu Qing, Mingqian Tang, Ziwei Liu, Marcelo H Ang Jr",poster,adaptive
Learning a subspace of policies for online adaptation in Reinforcement Learning,2022,ICLR,"Jean-Baptiste Gaya, Laure Soulier, Ludovic Denoyer",poster,reinforcement learning/online learning
ZeroFL: Efficient On-Device Training for Federated Learning with Local Sparsity,2022,ICLR,"Xinchi Qiu, Javier Fernandez-Marques, Pedro PB Gusmao, Yan Gao, Titouan Parcollet, Nicholas Donald Lane",poster,federated learning
Gaussian Mixture Convolution Networks,2022,ICLR,"Adam Celarek, Pedro Hermosilla, Bernhard Kerbl, Timo Ropinski, Michael Wimmer",poster,
How Does SimSiam Avoid Collapse Without Negative Samples? A Unified Understanding with Self-supervised Contrastive Learning,2022,ICLR,"Chaoning Zhang, Kang Zhang, Chenshuang Zhang, Trung X. Pham, Chang D. Yoo, In So Kweon",poster,zero_few-shot/contrastive learning
Attention-based Interpretability with Concept Transformers,2022,ICLR,"Mattia Rigotti, Christoph Miksovic, Ioana Giurgiu, Thomas Gschwind, Paolo Scotton",poster,transformer
Inductive Relation Prediction Using Analogy Subgraph Embeddings,2022,ICLR,"Jiarui Jin, Yangkun Wang, Kounianhua Du, Weinan Zhang, Zheng Zhang, David Wipf, Yong Yu, Quan Gan",poster,graph
Reinforcement Learning in Presence of Discrete Markovian Context Evolution,2022,ICLR,"Hang Ren, Aivar Sootla, Taher Jafferjee, Junxiao Shen, Jun Wang, Haitham Bou Ammar",poster,reinforcement learning
Optimal Transport for Long-Tailed Recognition with Learnable Cost Matrix,2022,ICLR,"Hanyu Peng, Mingming Sun, Ping Li",poster,
PriorGrad: Improving Conditional Denoising Diffusion Models with Data-Dependent Adaptive Prior,2022,ICLR,"Sang-gil Lee, Heeseung Kim, Chaehun Shin, Xu Tan, Chang Liu, Qi Meng, Tao Qin, Wei Chen, Sungroh Yoon, Tie-Yan Liu",poster,adaptive/diffusion models
Target-Side Input Augmentation for Sequence to Sequence Generation,2022,ICLR,"Shufang Xie, Ang Lv, Yingce Xia, Lijun Wu, Tao Qin, Tie-Yan Liu, Rui Yan",poster,generative model/augmentation
UniFormer: Unified Transformer for Efficient Spatial-Temporal Representation Learning,2022,ICLR,"Kunchang Li, Yali Wang, Gao Peng, Guanglu Song, Yu Liu, Hongsheng Li, Yu Qiao",poster,transformer/representation
Inverse Online Learning: Understanding Non-Stationary and Reactionary Policies,2022,ICLR,"Alex Chan, Alicia Curth, Mihaela van der Schaar",poster,online learning
Multi-Mode Deep Matrix and Tensor Factorization,2022,ICLR,Jicong Fan,poster,
LORD: Lower-Dimensional Embedding of Log-Signature in Neural Rough Differential Equations,2022,ICLR,"JAEHOON LEE, Jinsung Jeon, Sheo yon Jhin, Jihyeon Hyeong, Jayoung Kim, Minju Jo, Kook Seungji, Noseong Park",poster,zero_few-shot
Generalized Natural Gradient Flows in Hidden Convex-Concave Games and GANs,2022,ICLR,"Andjela Mladenovic, Iosif Sakos, Gauthier Gidel, Georgios Piliouras",poster,zero_few-shot/flow
"Offline Neural Contextual Bandits: Pessimism, Optimization and Generalization",2022,ICLR,"Thanh Nguyen-Tang, Sunil Gupta, A. Tuan Nguyen, Svetha Venkatesh",poster,optimization
THOMAS: Trajectory Heatmap Output with learned Multi-Agent Sampling,2022,ICLR,"Thomas Gilles, Stefano Sabatini, Dzmitry Tsishkou, Bogdan Stanciulescu, Fabien Moutarde",poster,reinforcement learning/multi-agent
CLEVA-Compass: A Continual Learning Evaluation Assessment Compass to Promote Research Transparency and Comparability,2022,ICLR,"Martin Mundt, Steven Lang, Quentin Delfosse, Kristian Kersting",poster,
Neural Stochastic Dual Dynamic Programming,2022,ICLR,"Hanjun Dai, Yuan Xue, Zia Syed, Dale Schuurmans, Bo Dai",poster,
DemoDICE: Offline Imitation Learning with Supplementary Imperfect Demonstrations,2022,ICLR,"Geon-Hyeong Kim, Seokin Seo, Jongmin Lee, Wonseok Jeon, HyeongJoo Hwang, Hongseok Yang, Kee-Eung Kim",poster,imitation learning
Learning to Extend Molecular Scaffolds with Structural Motifs,2022,ICLR,"Krzysztof Maziarz, Henry Richard Jackson-Flux, Pashmina Cameron, Finton Sirockin, Nadine Schneider, Nikolaus Stiefl, Marwin Segler, Marc Brockschmidt",poster,
Discrepancy-Based Active Learning for Domain Adaptation,2022,ICLR,"Antoine de Mathelin, François Deheeger, Mathilde MOUGEOT, Nicolas Vayatis",poster,active learning
Gradient Matching for Domain Generalization,2022,ICLR,"Yuge Shi, Jeffrey Seely, Philip Torr, Siddharth N, Awni Hannun, Nicolas Usunier, Gabriel Synnaeve",poster,
Objects in Semantic Topology,2022,ICLR,"Shuo Yang, Peize Sun, Yi Jiang, Xiaobo Xia, Ruiheng Zhang, Zehuan Yuan, Changhu Wang, Ping Luo, Min Xu",poster,
Hidden Parameter Recurrent State Space Models For Changing Dynamics Scenarios,2022,ICLR,"Vaisakh Shaj, Dieter Büchler, Rohit Sonker, Philipp Becker, Gerhard Neumann",poster,
Graph Neural Network Guided Local Search for the Traveling Salesperson Problem,2022,ICLR,"Benjamin Hudson, Qingbiao Li, Matthew Malencia, Amanda Prorok",poster,graph
On the Pitfalls of Heteroscedastic Uncertainty Estimation with Probabilistic Neural Networks,2022,ICLR,"Maximilian Seitzer, Arash Tavakoli, Dimitrije Antic, Georg Martius",poster,
Label-Efficient Semantic Segmentation with Diffusion Models,2022,ICLR,"Dmitry Baranchuk, Andrey Voynov, Ivan Rubachev, Valentin Khrulkov, Artem Babenko",poster,segmentation/diffusion models
Language model compression with weighted low-rank factorization,2022,ICLR,"Yen-Chang Hsu, Ting Hua, Sungen Chang, Qian Lou, Yilin Shen, Hongxia Jin",poster,zero_few-shot/low-rank
Pareto Set Learning for Neural Multi-Objective Combinatorial Optimization,2022,ICLR,"Xi Lin, Zhiyuan Yang, Qingfu Zhang",poster,optimization
Prototypical Contrastive Predictive Coding,2022,ICLR,Kyungmin Lee,poster,contrastive learning
Adversarial Robustness Through the Lens of Causality,2022,ICLR,"Yonggang Zhang, Mingming Gong, Tongliang Liu, Gang Niu, Xinmei Tian, Bo Han, Bernhard Schölkopf, Kun Zhang",poster,
Distributionally Robust Fair Principal Components via Geodesic Descents,2022,ICLR,"Hieu Vu, Toan Tran, Man-Chung Yue, Viet Anh Nguyen",poster,
Understanding and Improving Graph Injection Attack by Promoting Unnoticeability,2022,ICLR,"Yongqiang Chen, Han Yang, Yonggang Zhang, MA KAILI, Tongliang Liu, Bo Han, James Cheng",poster,graph
Learning to Guide and to be Guided in the Architect-Builder Problem,2022,ICLR,"Paul Barde, Tristan Karch, Derek Nowrouzezahrai, Clément Moulin-Frier, Christopher Pal, Pierre-Yves Oudeyer",poster,
Phase Collapse in Neural Networks,2022,ICLR,"Florentin Guth, John Zarka, Stéphane Mallat",poster,
SPIRAL: Self-supervised Perturbation-Invariant Representation Learning for Speech Pre-Training,2022,ICLR,"Wenyong Huang, Zhenhe Zhang, Yu Ting Yeung, Xin Jiang, Qun Liu",poster,zero_few-shot/representation
Improving the Accuracy of Learning Example Weights for Imbalance Classification,2022,ICLR,"Yuqi Liu, Bin Cao, Jing Fan",poster,
Generating Videos with Dynamics-aware Implicit Generative Adversarial Networks,2022,ICLR,"Sihyun Yu, Jihoon Tack, Sangwoo Mo, Hyunsu Kim, Junho Kim, Jung-Woo Ha, Jinwoo Shin",poster,generative model
Efficient Learning of Safe Driving Policy via Human-AI Copilot Optimization,2022,ICLR,"Quanyi Li, Zhenghao Peng, Bolei Zhou",poster,optimization
Enhancing Cross-lingual Transfer by Manifold Mixup,2022,ICLR,"Huiyun Yang, Huadong Chen, Hao Zhou, Lei Li",poster,transfer learning
Evolutionary Diversity Optimization with Clustering-based Selection for Reinforcement Learning,2022,ICLR,"Yutong Wang, Ke Xue, Chao Qian",poster,reinforcement learning/optimization
CURVATURE-GUIDED DYNAMIC SCALE NETWORKS FOR MULTI-VIEW STEREO,2022,ICLR,"Khang Truong Giang, Soohwan Song, Sungho Jo",poster,multi-view
Near-optimal Offline Reinforcement Learning with Linear Representation: Leveraging Variance Information with Pessimism,2022,ICLR,"Ming Yin, Yaqi Duan, Mengdi Wang, Yu-Xiang Wang",poster,reinforcement learning/representation
Exploring extreme parameter compression for pre-trained language models,2022,ICLR,"Benyou Wang, Yuxin Ren, Lifeng Shang, Xin Jiang, Qun Liu",poster,
Local Feature Swapping for Generalization in Reinforcement Learning,2022,ICLR,"David Bertoin, Emmanuel Rachelson",poster,reinforcement learning
Open-vocabulary Object Detection via Vision and Language Knowledge Distillation,2022,ICLR,"Xiuye Gu, Tsung-Yi Lin, Weicheng Kuo, Yin Cui",poster,distillation
Model-Based Offline Meta-Reinforcement Learning with Regularization,2022,ICLR,"Sen Lin, Jialin Wan, Tengyu Xu, Yingbin Liang, Junshan Zhang",poster,reinforcement learning/meta-learning
Scale Mixtures of Neural Network Gaussian Processes,2022,ICLR,"Hyungi Lee, Eunggu Yun, Hongseok Yang, Juho Lee",poster,
A Johnson-Lindenstrauss Framework for Randomly Initialized CNNs,2022,ICLR,"Ido Nachum, Jan Hazla, Michael Gastpar, Anatoly Khina",poster,
Hindsight: Posterior-guided training of retrievers for improved open-ended generation,2022,ICLR,"Ashwin Paranjape, Omar Khattab, Christopher Potts, Matei Zaharia, Christopher D Manning",poster,generative model
Self-Supervised Graph Neural Networks for Improved Electroencephalographic Seizure Analysis,2022,ICLR,"Siyi Tang, Jared Dunnmon, Khaled Kamal Saab, Xuan Zhang, Qianying Huang, Florian Dubost, Daniel Rubin, Christopher Lee-Messer",poster,graph/zero_few-shot
Group-based Interleaved Pipeline Parallelism for Large-scale DNN Training,2022,ICLR,"PengCheng Yang, Xiaoming Zhang, Wenpeng Zhang, Ming Yang, Hong Wei",poster,
Minimax Optimality (Probably) Doesn't Imply Distribution Learning for GANs,2022,ICLR,"Sitan Chen, Jerry Li, Yuanzhi Li, Raghu Meka",poster,
Offline Reinforcement Learning with Value-based Episodic Memory,2022,ICLR,"Xiaoteng Ma, Yiqin Yang, Hao Hu, Jun Yang, Chongjie Zhang, Qianchuan Zhao, Bin Liang, Qihan Liu",poster,reinforcement learning
MonoDistill: Learning Spatial Features for Monocular 3D Object Detection,2022,ICLR,"Zhiyu Chong, Xinzhu Ma, Hong Zhang, Yuxin Yue, Haojie Li, Zhihui Wang, Wanli Ouyang",poster,distillation
EXACT: Scalable Graph Neural Networks Training via Extreme Activation Compression,2022,ICLR,"Zirui Liu, Kaixiong Zhou, Fan Yang, Li Li, Rui Chen, Xia Hu",poster,graph
Provably convergent quasistatic dynamics for mean-field two-player zero-sum games,2022,ICLR,"Chao Ma, Lexing Ying",poster,
W-CTC: a Connectionist Temporal Classification Loss with Wild Cards,2022,ICLR,"Xingyu Cai, Jiahong Yuan, Yuchen Bian, Guangxu Xun, Jiaji Huang, Kenneth Church",poster,
"Bandit Learning with Joint Effect of Incentivized Sampling, Delayed Sampling Feedback, and Self-Reinforcing User Preferences",2022,ICLR,"Tianchen Zhou, Jia Liu, Chaosheng Dong, Yi Sun",poster,
AdaAug: Learning Class- and Instance-adaptive Data Augmentation Policies,2022,ICLR,"Tsz-Him Cheung, Dit-Yan Yeung",poster,adaptive/augmentation
Unsupervised Semantic Segmentation by Distilling Feature Correspondences,2022,ICLR,"Mark Hamilton, Zhoutong Zhang, Bharath Hariharan, Noah Snavely, William T. Freeman",poster,distillation/segmentation
"Axiomatic Explanations for Visual Search, Retrieval, and Similarity Learning",2022,ICLR,"Mark Hamilton, Scott Lundberg, Stephanie Fu, Lei Zhang, William T. Freeman",poster,
Graph-Relational Domain Adaptation,2022,ICLR,"Zihao Xu, Hao He, Guang-He Lee, Bernie Wang, Hao Wang",poster,graph
Revisit Kernel Pruning with Lottery Regulated Grouped Convolutions,2022,ICLR,"Shaochen Zhong, Guanqun Zhang, Ningjia Huang, Shuai Xu",poster,
Bi-linear Value Networks for Multi-goal Reinforcement Learning,2022,ICLR,"Zhang-Wei Hong, Ge Yang, Pulkit Agrawal",poster,reinforcement learning
No One Representation to Rule Them All: Overlapping Features of Training Methods,2022,ICLR,"Raphael Gontijo-Lopes, Yann Dauphin, Ekin Dogus Cubuk",poster,representation
Generalized Kernel Thinning,2022,ICLR,"Raaz Dwivedi, Lester Mackey",poster,
How Much Can CLIP Benefit Vision-and-Language Tasks?,2022,ICLR,"Sheng Shen, Liunian Harold Li, Hao Tan, Mohit Bansal, Anna Rohrbach, Kai-Wei Chang, Zhewei Yao, Kurt Keutzer",poster,
Large Learning Rate Tames Homogeneity: Convergence and Balancing Effect,2022,ICLR,"Yuqing Wang, Minshuo Chen, Tuo Zhao, Molei Tao",poster,
Demystifying Limited Adversarial Transferability in Automatic Speech Recognition Systems,2022,ICLR,"Hadi Abdullah, Aditya Karlekar, Vincent Bindschaedler, Patrick Traynor",poster,transfer learning
PipeGCN: Efficient Full-Graph Training of Graph Convolutional Networks with Pipelined Feature Communication,2022,ICLR,"Cheng Wan, Youjie Li, Cameron R. Wolfe, Anastasios Kyrillidis, Nam Sung Kim, Yingyan Lin",poster,graph
Learning Neural Contextual Bandits through Perturbed Rewards,2022,ICLR,"Yiling Jia, Weitong ZHANG, Dongruo Zhou, Quanquan Gu, Hongning Wang",poster,
Adversarial Unlearning of Backdoors via Implicit Hypergradient,2022,ICLR,"Yi Zeng, Si Chen, Won Park, Zhuoqing Mao, Ming Jin, Ruoxi Jia",poster,
Maximizing Ensemble Diversity in Deep Reinforcement Learning,2022,ICLR,"Hassam Sheikh, Mariano Phielipp, Ladislau Boloni",poster,reinforcement learning
Graph Neural Networks with Learnable Structural and Positional Representations,2022,ICLR,"Vijay Prakash Dwivedi, Anh Tuan Luu, Thomas Laurent, Yoshua Bengio, Xavier Bresson",poster,graph/representation
Zero-Shot Self-Supervised Learning for MRI Reconstruction,2022,ICLR,"Burhaneddin Yaman, Seyed Amir Hossein Hosseini, Mehmet Akcakaya",poster,zero_few-shot
Policy Smoothing for Provably Robust Reinforcement Learning,2022,ICLR,"Aounon Kumar, Alexander Levine, Soheil Feizi",poster,reinforcement learning
The Close Relationship Between Contrastive Learning and Meta-Learning,2022,ICLR,"Renkun Ni, Manli Shu, Hossein Souri, Micah Goldblum, Tom Goldstein",poster,contrastive learning/meta-learning
Towards Understanding Generalization via Decomposing Excess Risk Dynamics,2022,ICLR,"Jiaye Teng, Jianhao Ma, Yang Yuan",poster,
Graph Auto-Encoder via Neighborhood Wasserstein Reconstruction,2022,ICLR,"Mingyue Tang, Pan Li, Carl Yang",poster,graph
FairCal: Fairness Calibration for Face Verification,2022,ICLR,"Tiago Salvador, Stephanie Cairns, Vikram Voleti, Noah Marshall, Adam M Oberman",poster,
Cross-Lingual Transfer with Class-Weighted Language-Invariant Representations,2022,ICLR,"Ruicheng Xian, Heng Ji, Han Zhao",poster,representation/transfer learning
ComPhy: Compositional Physical Reasoning of Objects and Events from Videos,2022,ICLR,"Zhenfang Chen, Kexin Yi, Yunzhu Li, Mingyu Ding, Antonio Torralba, Joshua B. Tenenbaum, Chuang Gan",poster,
An Information Fusion Approach to Learning with Instance-Dependent Label Noise,2022,ICLR,"Zhimeng Jiang, Kaixiong Zhou, Zirui Liu, Li Li, Rui Chen, Soo-Hyun Choi, Xia Hu",poster,
On Redundancy and Diversity in Cell-based Neural Architecture Search,2022,ICLR,"Xingchen Wan, Binxin Ru, Pedro M Esperança, Zhenguo Li",poster,
Deep Learning without Shortcuts: Shaping the Kernel with Tailored Rectifiers,2022,ICLR,"Guodong Zhang, Aleksandar Botev, James Martens",poster,
Variational autoencoders in the presence of low-dimensional data: landscape and implicit bias,2022,ICLR,"Frederic Koehler, Viraj Mehta, Chenghui Zhou, Andrej Risteski",poster,zero_few-shot
No Parameters Left Behind: Sensitivity Guided Adaptive Learning Rate for Training Large Transformer Models,2022,ICLR,"Chen Liang, Haoming Jiang, Simiao Zuo, Pengcheng He, Xiaodong Liu, Jianfeng Gao, Weizhu Chen, Tuo Zhao",poster,transformer/adaptive
SDEdit: Guided Image Synthesis and Editing with Stochastic Differential Equations,2022,ICLR,"Chenlin Meng, Yutong He, Yang Song, Jiaming Song, Jiajun Wu, Jun-Yan Zhu, Stefano Ermon",poster,
Post hoc Explanations may be Ineffective for Detecting Unknown Spurious Correlation,2022,ICLR,"Julius Adebayo, Michael Muelly, Harold Abelson, Been Kim",poster,
Generalizing Few-Shot NAS with Gradient Matching,2022,ICLR,"Shoukang Hu, Ruochen Wang, Lanqing HONG, Zhenguo Li, Cho-Jui Hsieh, Jiashi Feng",poster,
The Unreasonable Effectiveness of Random Pruning: Return of the Most Naive Baseline for Sparse Training,2022,ICLR,"Shiwei Liu, Tianlong Chen, Xiaohan Chen, Li Shen, Decebal Constantin Mocanu, Zhangyang Wang, Mykola Pechenizkiy",poster,sparse
switch-GLAT: Multilingual Parallel Machine Translation Via Code-Switch Decoder,2022,ICLR,"Zhenqiao Song, Hao Zhou, Lihua Qian, Jingjing Xu, Shanbo Cheng, Mingxuan Wang, Lei Li",poster,
DictFormer: Tiny Transformer with Shared Dictionary,2022,ICLR,"Qian Lou, Ting Hua, Yen-Chang Hsu, Yilin Shen, Hongxia Jin",poster,transformer
Training Transition Policies via Distribution Matching for Complex Tasks,2022,ICLR,"JU-SEUNG BYUN, Andrew Perrault",poster,
GDA-AM: ON THE EFFECTIVENESS OF SOLVING MIN-IMAX OPTIMIZATION VIA ANDERSON MIXING,2022,ICLR,"Huan He, Shifan Zhao, Yuanzhe Xi, Joyce Ho, Yousef Saad",poster,optimization
On feature learning in neural networks with global convergence guarantees,2022,ICLR,"Zhengdao Chen, Eric Vanden-Eijnden, Joan Bruna",poster,
The Three Stages of Learning Dynamics in High-dimensional Kernel Methods,2022,ICLR,"Nikhil Ghosh, Song Mei, Bin Yu",poster,
When Can We Learn General-Sum Markov Games with a Large Number of Players Sample-Efficiently?,2022,ICLR,"Ziang Song, Song Mei, Yu Bai",poster,
Neural Networks as Kernel Learners: The Silent Alignment Effect,2022,ICLR,"Alexander Atanasov, Blake Bordelon, Cengiz Pehlevan",poster,
Learning Object-Oriented Dynamics for Planning from Text,2022,ICLR,"Guiliang Liu, Ashutosh Adhikari, Amir-massoud Farahmand, Pascal Poupart",poster,
An Operator Theoretic View On Pruning Deep Neural Networks,2022,ICLR,"William T Redman, MARIA FONOBEROVA, Ryan Mohr, Yannis Kevrekidis, Igor Mezic",poster,
Capacity of Group-invariant Linear Readouts from Equivariant Representations: How Many Objects can be Linearly Classified Under All Possible Views?,2022,ICLR,"Matthew Farrell, Blake Bordelon, Shubhendu Trivedi, Cengiz Pehlevan",poster,representation
Tuformer: Data-driven Design of Transformers for Improved Generalization or Efficiency,2022,ICLR,"Xiaoyu Liu, Jiahao Su, Furong Huang",poster,transformer
Learning Weakly-supervised Contrastive Representations,2022,ICLR,"Yao-Hung Hubert Tsai, Tianqin Li, Weixin Liu, Peiyuan Liao, Ruslan Salakhutdinov, Louis-Philippe Morency",poster,zero_few-shot/representation/contrastive learning
Encoding Weights of Irregular Sparsity for Fixed-to-Fixed Model Compression,2022,ICLR,"Bae Seong Park, Se Jung Kwon, Daehwan Oh, Byeongwook Kim, Dongsoo Lee",poster,
An Experimental Design Perspective on Model-Based Reinforcement Learning,2022,ICLR,"Viraj Mehta, Biswajit Paria, Jeff Schneider, Stefano Ermon, Willie Neiswanger",poster,reinforcement learning
BAM: Bayes with Adaptive Memory,2022,ICLR,"Josue Nassar, Jennifer Rogers Brennan, Ben Evans, Kendall Lowrey",poster,adaptive/bayesian
Unsupervised Learning of Full-Waveform Inversion: Connecting CNN and Partial Differential Equation in a Loop,2022,ICLR,"Peng Jin, Xitong Zhang, Yinpeng Chen, Sharon X Huang, Zicheng Liu, Youzuo Lin",poster,
Conditional Contrastive Learning with Kernel,2022,ICLR,"Yao-Hung Hubert Tsai, Tianqin Li, Martin Q. Ma, Han Zhao, Kun Zhang, Louis-Philippe Morency, Ruslan Salakhutdinov",poster,contrastive learning
ConFeSS: A Framework for Single Source Cross-Domain Few-Shot Learning,2022,ICLR,"Debasmit Das, Sungrack Yun, Fatih Porikli",poster,zero_few-shot
Granger causal inference on DAGs identifies genomic loci regulating transcription,2022,ICLR,"Alexander P Wu, Rohit Singh, Bonnie Berger",poster,inference
Energy-Inspired Molecular Conformation Optimization,2022,ICLR,"Jiaqi Guan, Wesley Wei Qian, qiang liu, Wei-Ying Ma, Jianzhu Ma, Jian Peng",poster,optimization
Towards Deepening Graph Neural Networks: A GNTK-based Optimization Perspective,2022,ICLR,"Wei Huang, Yayong Li, weitao Du, Richard Xu, Jie Yin, Ling Chen, Miao Zhang",poster,graph/optimization
Connectome-constrained Latent Variable Model of Whole-Brain Neural Activity,2022,ICLR,"Lu Mi, Richard Xu, Sridhama Prakhya, Albert Lin, Nir Shavit, Aravinthan Samuel, Srinivas C Turaga",poster,optimization
T-WaveNet: A Tree-Structured Wavelet Neural Network for Time Series Signal Analysis,2022,ICLR,"Minhao LIU, Ailing Zeng, Qiuxia LAI, Ruiyuan Gao, Min Li, Jing Qin, Qiang Xu",poster,
Trans-Encoder: Unsupervised sentence-pair modelling through self- and mutual-distillations,2022,ICLR,"Fangyu Liu, Yunlong Jiao, Jordan Massiah, Emine Yilmaz, Serhii Havrylov",poster,distillation
Path Integral Sampler: A Stochastic Control Approach For Sampling,2022,ICLR,"Qinsheng Zhang, Yongxin Chen",poster,
Model Zoo: A Growing Brain That Learns Continually,2022,ICLR,"Rahul Ramesh, Pratik Chaudhari",poster,
Predicting Physics in Mesh-reduced Space with Temporal Attention,2022,ICLR,"XU HAN, Han Gao, Tobias Pfaff, Jian-Xun Wang, Liping Liu",poster,transformer
How unlabeled data improve generalization in self-training? A one-hidden-layer theoretical analysis,2022,ICLR,"Shuai Zhang, Meng Wang, Sijia Liu, Pin-Yu Chen, Jinjun Xiong",poster,
Learning to Dequantise with Truncated Flows,2022,ICLR,"Shawn Tan, Chin-Wei Huang, Alessandro Sordoni, Aaron Courville",poster,zero_few-shot/flow
Curriculum learning as a tool to uncover learning principles in the brain,2022,ICLR,"Daniel R. Kepple, Rainer Engelken, Kanaka Rajan",poster,
Optimizer Amalgamation,2022,ICLR,"Tianshu Huang, Tianlong Chen, Sijia Liu, Shiyu Chang, Lisa Amini, Zhangyang Wang",poster,
An Agnostic Approach to Federated Learning with Class Imbalance,2022,ICLR,"Zebang Shen, Juan Cervino, Hamed Hassani, Alejandro Ribeiro",poster,federated learning
A Fine-Tuning Approach to Belief State Modeling,2022,ICLR,"Samuel Sokota, Hengyuan Hu, David J Wu, J Zico Kolter, Jakob Nicolaus Foerster, Noam Brown",poster,
Differentially Private Fine-tuning of Language Models,2022,ICLR,"Da Yu, Saurabh Naik, Arturs Backurs, Sivakanth Gopi, Huseyin A Inan, Gautam Kamath, Janardhan Kulkarni, Yin Tat Lee, Andre Manoel, Lukas Wutschitz, Sergey Yekhanin, Huishuai Zhang",poster,
P-Adapters: Robustly Extracting Factual Information from Language Models with Diverse Prompts,2022,ICLR,"Benjamin Newman, Prafulla Kumar Choubey, Nazneen Rajani",poster,
Iterated Reasoning with Mutual Information in Cooperative and Byzantine Decentralized Teaming,2022,ICLR,"Sachin G Konan, Esmaeil Seraj, Matthew Gombolay",poster,
Step-unrolled Denoising Autoencoders for Text Generation,2022,ICLR,"Nikolay Savinov, Junyoung Chung, Mikolaj Binkowski, Erich Elsen, Aaron van den Oord",poster,generative model
Hindsight Foresight Relabeling for Meta-Reinforcement Learning,2022,ICLR,"Michael Wan, Jian Peng, Tanmay Gangwani",poster,reinforcement learning/meta-learning
LoRA: Low-Rank Adaptation of Large Language Models,2022,ICLR,"Edward J Hu, yelong shen, Phillip Wallis, Zeyuan Allen-Zhu, Yuanzhi Li, Shean Wang, Lu Wang, Weizhu Chen",poster,zero_few-shot/low-rank
Which Shortcut Cues Will DNNs Choose? A Study from the Parameter-Space Perspective,2022,ICLR,"Luca Scimeca, Seong Joon Oh, Sanghyuk Chun, Michael Poli, Sangdoo Yun",poster,
Efficient Computation of Deep Nonlinear Infinite-Width Neural Networks that Learn Features,2022,ICLR,"Greg Yang, Michael Santacroce, Edward J Hu",poster,online learning
TRAIL: Near-Optimal Imitation Learning with Suboptimal Data,2022,ICLR,"Mengjiao Yang, Sergey Levine, Ofir Nachum",poster,imitation learning
On the benefits of maximum likelihood estimation for Regression and Forecasting,2022,ICLR,"Pranjal Awasthi, Abhimanyu Das, Rajat Sen, Ananda Theertha Suresh",poster,
Effect of scale on catastrophic forgetting in neural networks,2022,ICLR,"Vinay Venkatesh Ramasesh, Aitor Lewkowycz, Ethan Dyer",poster,
"Learn Locally, Correct Globally: A Distributed Algorithm for Training Graph Neural Networks",2022,ICLR,"Morteza Ramezani, Weilin Cong, Mehrdad Mahdavi, Mahmut Kandemir, Anand Sivasubramaniam",poster,graph
Conditional Image Generation by Conditioning Variational Auto-Encoders,2022,ICLR,"William Harvey, Saeid Naderiparizi, Frank Wood",poster,generative model
Learning 3D Representations of Molecular Chirality with Invariance to Bond Rotations,2022,ICLR,"Keir Adams, Lagnajit Pattanaik, Connor W. Coley",poster,representation
Neural Methods for Logical Reasoning over Knowledge Graphs,2022,ICLR,"Alfonso Amayuelas, Shuai Zhang, Xi Susie Rao, Ce Zhang",poster,graph
