Title,Year,Source,Authors,Class,topic
Online Adversarial Purification based on Self-supervised Learning,2022,ICLR,"Changhao Shi, Chester Holtz, Gal Mishne",poster,zero_few-shot/online learning
FairFil: Contrastive Neural Debiasing Method for Pretrained Text Encoders,2022,ICLR,"Pengyu Cheng, Weituo Hao, Siyang Yuan, Shijing Si, Lawrence Carin",poster,contrastive learning
Reset-Free Lifelong Learning with Skill-Space Planning,2022,ICLR,"Kevin Lu, Aditya Grover, Pieter Abbeel, Igor Mordatch",poster,
Efficient Empowerment Estimation for Unsupervised Stabilization,2022,ICLR,"Ruihan Zhao, Kevin Lu, Pieter Abbeel, Stas Tiomkin",poster,
MixKD: Towards Efficient Distillation of Large-scale Language Models,2022,ICLR,"Kevin J Liang, Weituo Hao, Dinghan Shen, Yufan Zhou, Weizhu Chen, Changyou Chen, Lawrence Carin",poster,distillation
CaPC Learning: Confidential and Private Collaborative Learning,2022,ICLR,"Christopher A. Choquette-Choo, Natalie Dullerud, Adam Dziedzic, Yunxiang Zhang, Somesh Jha, Nicolas Papernot, Xiao Wang",poster,
Multiplicative Filter Networks,2022,ICLR,"Rizal Fathony, Anit Kumar Sahu, Devin Willmott, J Zico Kolter",poster,
Planning from Pixels using Inverse Dynamics Models,2022,ICLR,"Keiran Paster, Sheila A. McIlraith, Jimmy Ba",poster,
Semi-supervised Keypoint Localization,2022,ICLR,"Olga Moskvyak, Frederic Maire, Feras Dayoub, Mahsa Baktashmotlagh",poster,
Emergent Road Rules In Multi-Agent Driving Environments,2022,ICLR,"Avik Pal, Jonah Philion, Yuan-Hong Liao, Sanja Fidler",poster,reinforcement learning/multi-agent
SSD: A Unified Framework for Self-Supervised Outlier Detection,2022,ICLR,"Vikash Sehwag, Mung Chiang, Prateek Mittal",poster,zero_few-shot
ECONOMIC HYPERPARAMETER OPTIMIZATION WITH BLENDED SEARCH STRATEGY,2022,ICLR,"Chi Wang, Qingyun Wu, Silu Huang, Amin Saied",poster,optimization
Inductive Representation Learning in Temporal Networks via Causal Anonymous Walks,2022,ICLR,"Yanbang Wang, Yen-Yu Chang, Yunyu Liu, Jure Leskovec, Pan Li",poster,representation
Robust Overfitting may be mitigated by properly learned smoothening,2022,ICLR,"Tianlong Chen, Zhenyu Zhang, Sijia Liu, Shiyu Chang, Zhangyang Wang",poster,
Local Search Algorithms for Rank-Constrained Convex Optimization,2022,ICLR,"Kyriakos Axiotis, Maxim Sviridenko",poster,optimization
Learning Task Decomposition with Ordered Memory Policy Network,2022,ICLR,"Yuchen Lu, Yikang Shen, Siyuan Zhou, Aaron Courville, Joshua B. Tenenbaum, Chuang Gan",poster,
Property Controllable Variational Autoencoder via Invertible Mutual Dependence,2022,ICLR,"Xiaojie Guo, Yuanqi Du, Liang Zhao",poster,
Grounding Physical Concepts of Objects and Events Through Dynamic Visual Reasoning,2022,ICLR,"Zhenfang Chen, Jiayuan Mao, Jiajun Wu, Kwan-Yee Kenneth Wong, Joshua B. Tenenbaum, Chuang Gan",poster,
gradSim: Differentiable simulation for system identification and visuomotor control,2022,ICLR,"J. Krishna Murthy, Miles Macklin, Florian Golemo, Vikram Voleti, Linda Petrini, Martin Weiss, Breandan Considine, Jérôme Parent-Lévesque, Kevin Xie, Kenny Erleben, Liam Paull, Florian Shkurti, Derek Nowrouzezahrai, Sanja Fidler",poster,
Generative Scene Graph Networks,2022,ICLR,"Fei Deng, Zhuo Zhi, Donghun Lee, Sungjin Ahn",poster,graph/generative model
Decentralized Attribution of Generative Models,2022,ICLR,"Changhoon Kim, Yi Ren, Yezhou Yang",poster,generative model
Individually Fair Rankings,2022,ICLR,"Amanda Bower, Hamid Eftekhari, Mikhail Yurochkin, Yuekai Sun",poster,
Adaptive Federated Optimization,2022,ICLR,"Sashank J. Reddi, Zachary Charles, Manzil Zaheer, Zachary Garrett, Keith Rush, Jakub Konečný, Sanjiv Kumar, Hugh Brendan McMahan",poster,optimization/adaptive
GANs Can Play Lottery Tickets Too,2022,ICLR,"Xuxi Chen, Zhenyu Zhang, Yongduo Sui, Tianlong Chen",poster,
Improving Relational Regularized Autoencoders with Spherical Sliced Fused Gromov Wasserstein,2022,ICLR,"Khai Nguyen, Son Nguyen, Nhat Ho, Tung Pham, Hung Bui",poster,
Learning Reasoning Paths over Semantic Graphs for Video-grounded Dialogues,2022,ICLR,"Hung Le, Nancy F. Chen, Steven Hoi",poster,graph
Extreme Memorization via Scale of Initialization,2022,ICLR,"Harsh Mehta, Ashok Cutkosky, Behnam Neyshabur",poster,
Teaching with Commentaries,2022,ICLR,"Aniruddh Raghu, Maithra Raghu, Simon Kornblith, David Duvenaud, Geoffrey Hinton",poster,
In Defense of Pseudo-Labeling: An Uncertainty-Aware Pseudo-label Selection Framework for Semi-Supervised Learning,2022,ICLR,"Mamshad Nayeem Rizve, Kevin Duarte, Yogesh S Rawat, Mubarak Shah",poster,
Into the Wild with AudioScope: Unsupervised Audio-Visual Separation of On-Screen Sounds,2022,ICLR,"Efthymios Tzinis, Scott Wisdom, Aren Jansen, Shawn Hershey, Tal Remez, Dan Ellis, John R. Hershey",poster,
"Cut out the annotator, keep the cutout: better segmentation with weak supervision",2022,ICLR,"Sarah Hooper, Michael Wornow, Ying Hang Seah, Peter Kellman, Hui Xue, Frederic Sala, Curtis Langlotz, Christopher Re",poster,zero_few-shot/segmentation
CoDA: Contrast-enhanced and Diversity-promoting Data Augmentation for Natural Language Understanding,2022,ICLR,"Yanru Qu, Dinghan Shen, Yelong Shen, Sandra Sajeev, Weizhu Chen, Jiawei Han",poster,augmentation
Deep Learning meets Projective Clustering,2022,ICLR,"Alaa Maalouf, Harry Lang, Daniela Rus, Dan Feldman",poster,
Learning to Deceive Knowledge Graph Augmented Models via Targeted Perturbation,2022,ICLR,"Mrigank Raman, Aaron Chan, Siddhant Agarwal, PeiFeng Wang, Hansen Wang, Sungchul Kim, Ryan Rossi, Handong Zhao, Nedim Lipka, Xiang Ren",poster,graph/augmentation
Knowledge Distillation as Semiparametric Inference,2022,ICLR,"Tri Dao, Govinda M Kamath, Vasilis Syrgkanis, Lester Mackey",poster,inference/metric/distillation
Meta-Learning with Neural Tangent Kernels,2022,ICLR,"Yufan Zhou, Zhenyi Wang, Jiayi Xian, Changyou Chen, Jinhui Xu",poster,meta-learning
Vulnerability-Aware Poisoning Mechanism for Online RL with Unknown Dynamics,2022,ICLR,"Yanchao Sun, Da Huo, Furong Huang",poster,online learning
Understanding and Improving Lexical Choice in Non-Autoregressive Translation,2022,ICLR,"Liang Ding, Longyue Wang, Xuebo Liu, Derek F. Wong, Dacheng Tao, Zhaopeng Tu",poster,
Layer-adaptive Sparsity for the Magnitude-based Pruning,2022,ICLR,"Jaeho Lee, Sejun Park, Sangwoo Mo, Sungsoo Ahn, Jinwoo Shin",poster,adaptive
Understanding and Improving Encoder Layer Fusion in Sequence-to-Sequence Learning,2022,ICLR,"Xuebo Liu, Longyue Wang, Derek F. Wong, Liang Ding, Lidia S. Chao, Zhaopeng Tu",poster,
SaliencyMix: A Saliency Guided Data Augmentation Strategy for Better Regularization,2022,ICLR,"A F M Shahab Uddin, Mst. Sirazam Monira, Wheemyung Shin, TaeChoong Chung, Sung-Ho Bae",poster,augmentation
Are wider nets better given the same number of parameters?,2022,ICLR,"Anna Golubeva, Guy Gur-Ari, Behnam Neyshabur",poster,
Discovering Non-monotonic Autoregressive Orderings with Variational Inference,2022,ICLR,"Xuanlin Li, Brandon Trabucco, Dong Huk Park, Michael Luo, Sheng Shen, Trevor Darrell, Yang Gao",poster,inference
CompOFA – Compound Once-For-All Networks for Faster Multi-Platform Deployment,2022,ICLR,"Manas Sahni, Shreya Varshini, Alind Khare, Alexey Tumanov",poster,
Representing Partial Programs with Blended Abstract Semantics,2022,ICLR,"Maxwell Nye, Yewen Pu, Matthew Bowers, Jacob Andreas, Joshua B. Tenenbaum, Armando Solar-Lezama",poster,
PolarNet: Learning to Optimize Polar Keypoints for Keypoint Based Object Detection,2022,ICLR,"Wu Xiongwei, Doyen Sahoo, Steven HOI",poster,
Neural Architecture Search on ImageNet in Four GPU Hours: A Theoretically Inspired Perspective,2022,ICLR,"Wuyang Chen, Xinyu Gong, Zhangyang Wang",poster,
Unsupervised Representation Learning for Time Series with Temporal Neighborhood Coding,2022,ICLR,"Sana Tonekaboni, Danny Eytan, Anna Goldenberg",poster,representation
Do Wide and Deep Networks Learn the Same Things? Uncovering How Neural Network Representations Vary with Width and Depth,2022,ICLR,"Thao Nguyen, Maithra Raghu, Simon Kornblith",poster,representation
Supervised Contrastive Learning for Pre-trained Language Model Fine-tuning,2022,ICLR,"Beliz Gunel, Jingfei Du, Alexis Conneau, Veselin Stoyanov",poster,contrastive learning
Early Stopping in Deep Networks: Double Descent and How to Eliminate it,2022,ICLR,"Reinhard Heckel, Fatih Furkan Yilmaz",poster,
Contrastive Syn-to-Real Generalization,2022,ICLR,"Wuyang Chen, Zhiding Yu, Shalini De Mello, Sifei Liu, Jose M. Alvarez, Zhangyang Wang, Anima Anandkumar",poster,contrastive learning
Benchmarks for Deep Off-Policy Evaluation,2022,ICLR,"Justin Fu, Mohammad Norouzi, Ofir Nachum, George Tucker, ziyu wang, Alexander Novikov, Mengjiao Yang, Michael R Zhang, Yutian Chen, Aviral Kumar, Cosmin Paduraru, Sergey Levine, Thomas Paine",poster,reinforcement learning
Pre-training Text-to-Text Transformers for Concept-centric Common Sense,2022,ICLR,"Wangchunshu Zhou, Dong-Ho Lee, Ravi Kiran Selvam, Seyeon Lee, Xiang Ren",poster,transformer
Combining Label Propagation and Simple Models out-performs Graph Neural Networks,2022,ICLR,"Qian Huang, Horace He, Abhay Singh, Ser-Nam Lim, Austin Benson",poster,graph
Learning Long-term Visual Dynamics with Region Proposal Interaction Networks,2022,ICLR,"Haozhi Qi, Xiaolong Wang, Deepak Pathak, Yi Ma, Jitendra Malik",poster,
Chaos of Learning Beyond Zero-sum and Coordination via Game Decompositions,2022,ICLR,"Yun Kuen Cheung, Yixin Tao",poster,
Control-Aware Representations for Model-based Reinforcement Learning,2022,ICLR,"Brandon Cui, Yinlam Chow, Mohammad Ghavamzadeh",poster,reinforcement learning/representation
Provably robust classification of adversarial examples with detection,2022,ICLR,"Fatemeh Sheikholeslami, Ali Lotfi, J Zico Kolter",poster,
Return-Based Contrastive Representation Learning for Reinforcement Learning,2022,ICLR,"Guoqing Liu, Chuheng Zhang, Li Zhao, Tao Qin, Jinhua Zhu, Li Jian, Nenghai Yu, Tie-Yan Liu",poster,reinforcement learning/representation/contrastive learning
Adversarially-Trained Deep Nets Transfer Better: Illustration on Image Classification,2022,ICLR,"Francisco Utrera, Evan Kravitz, N. Benjamin Erichson, Rajiv Khanna, Michael W. Mahoney",poster,transfer learning
Learning Structural Edits via Incremental Tree Transformations,2022,ICLR,"Ziyu Yao, Frank F. Xu, Pengcheng Yin, Huan Sun, Graham Neubig",poster,
Cross-Attentional Audio-Visual Fusion for Weakly-Supervised Action Localization,2022,ICLR,"Jun-Tae Lee, Mihir Jain, Hyoungwoo Park, Sungrack Yun",poster,zero_few-shot/transformer
Improved Estimation of Concentration Under -Norm Distance Metrics Using Half Spaces,2022,ICLR,"Jack Prescott, Xiao Zhang, David Evans",poster,metric
Beyond Categorical Label Representations for Image Classification,2022,ICLR,"Boyuan Chen, Yu Li, Sunand Raghupathi, Hod Lipson",poster,representation
Fantastic Four: Differentiable and Efficient Bounds on Singular Values of Convolution Layers,2022,ICLR,"Sahil Singla, Soheil Feizi",poster,
Accelerating Convergence of Replica Exchange Stochastic Gradient MCMC via Variance Reduction,2022,ICLR,"Wei Deng, Qi Feng, Georgios P. Karagiannis, Guang Lin, Faming Liang",poster,
IsarStep: a Benchmark for High-level Mathematical Reasoning,2022,ICLR,"Wenda Li, Lei Yu, Yuhuai Wu, Lawrence C. Paulson",poster,
"Factorizing Declarative and Procedural Knowledge in Structured, Dynamical Environments",2022,ICLR,"Anirudh Goyal, Alex Lamb, Phanideep Gampa, Philippe Beaudoin, Charles Blundell, Sergey Levine, Yoshua Bengio, Michael Curtis Mozer",poster,
Provable Rich Observation Reinforcement Learning with Combinatorial Latent States,2022,ICLR,"Dipendra Misra, Qinghua Liu, Chi Jin, John Langford",poster,reinforcement learning
LowKey: Leveraging Adversarial Attacks to Protect Social Media Users from Facial Recognition,2022,ICLR,"Valeriia Cherepanova, Micah Goldblum, Harrison Foley, Shiyuan Duan, John P Dickerson, Gavin Taylor, Tom Goldstein",poster,zero_few-shot
Neural Networks for Learning Counterfactual G-Invariances from Single Environments,2022,ICLR,"S Chandra Mouli, Bruno Ribeiro",poster,
Simple Spectral Graph Convolution,2022,ICLR,"Hao Zhu, Piotr Koniusz",poster,graph
Anatomy of Catastrophic Forgetting: Hidden Representations and Task Semantics,2022,ICLR,"Vinay Venkatesh Ramasesh, Ethan Dyer, Maithra Raghu",poster,representation
On Fast Adversarial Robustness Adaptation in Model-Agnostic Meta-Learning,2022,ICLR,"Ren Wang, Kaidi Xu, Sijia Liu, Pin-Yu Chen, Tsui-Wei Weng, Chuang Gan, Meng Wang",poster,meta-learning
The geometry of integration in text classification RNNs,2022,ICLR,"Kyle Aitken, Vinay Venkatesh Ramasesh, Ankush Garg, Yuan Cao, David Sussillo, Niru Maheswaranathan",poster,
Towards Robust Neural Networks via Close-loop Control,2022,ICLR,"Zhuotong Chen, Qianxiao Li, Zheng Zhang",poster,
Projected Latent Markov Chain Monte Carlo: Conditional Sampling of Normalizing Flows,2022,ICLR,"Chris Cannella, Mohammadreza Soltani, Vahid Tarokh",poster,zero_few-shot/flow
Understanding the failure modes of out-of-distribution generalization,2022,ICLR,"Vaishnavh Nagarajan, Anders Andreassen, Behnam Neyshabur",poster,
Usable Information and Evolution of Optimal Representations During Training,2022,ICLR,"Michael Kleinman, Alessandro Achille, Daksh Idnani, Jonathan Kao",poster,representation
Adaptive Extra-Gradient Methods for Min-Max Optimization and Games,2022,ICLR,"Kimon Antonakopoulos, Veronica Belmega, Panayotis Mertikopoulos",poster,optimization/adaptive
Shapley explainability on the data manifold,2022,ICLR,"Christopher Frye, Damien de Mijolla, Tom Begley, Laurence Cowton, Megan Stanley, Ilya Feige",poster,
Reinforcement Learning with Random Delays,2022,ICLR,"Yann Bouteiller, Simon Ramstedt, Giovanni Beltrame, Christopher Pal, Jonathan Binas",poster,reinforcement learning
Shape or Texture: Understanding Discriminative Features in CNNs,2022,ICLR,"Md Amirul Islam, Matthew Kowal, Patrick Esser, Sen Jia, Björn Ommer, Konstantinos G. Derpanis, Neil Bruce",poster,
NOVAS: Non-convex Optimization via Adaptive Stochastic Search for End-to-end Learning and Control,2022,ICLR,"Ioannis Exarchos, Marcus Aloysius Pereira, Ziyi Wang, Evangelos Theodorou",poster,optimization/adaptive
Negative Data Augmentation,2022,ICLR,"Abhishek Sinha, Kumar Ayush, Jiaming Song, Burak Uzkent, Hongxia Jin, Stefano Ermon",poster,augmentation
Molecule Optimization by Explainable Evolution,2022,ICLR,"Binghong Chen, Tianzhe Wang, Chengtao Li, Hanjun Dai, Le Song",poster,optimization
Estimating Lipschitz constants of monotone deep equilibrium models,2022,ICLR,"Chirag Pabbaraju, Ezra Winston, J Zico Kolter",poster,
Implicit Gradient Regularization,2022,ICLR,"David Barrett, Benoit Dherin",poster,
Faster Binary Embeddings for Preserving Euclidean Distances,2022,ICLR,"Jinjie Zhang, Rayan Saab",poster,
Scalable Transfer Learning with Expert Models,2022,ICLR,"Joan Puigcerver, Carlos Riquelme Ruiz, Basil Mustafa, Cedric Renggli, André Susano Pinto, Sylvain Gelly, Daniel Keysers, Neil Houlsby",poster,transfer learning
"Signatory: differentiable computations of the signature and logsignature transforms, on both CPU and GPU",2022,ICLR,"Patrick Kidger, Terry Lyons",poster,
Distance-Based Regularisation of Deep Networks for Fine-Tuning,2022,ICLR,"Henry Gouk, Timothy Hospedales, massimiliano pontil",poster,
Decoupling Global and Local Representations via Invertible Generative Flows,2022,ICLR,"Xuezhe Ma, Xiang Kong, Shanghang Zhang, Eduard H Hovy",poster,zero_few-shot/representation/generative model/flow
Understanding Over-parameterization in Generative Adversarial Networks,2022,ICLR,"Yogesh Balaji, Mohammadmahdi Sajedi, Neha Mukund Kalibhat, Mucong Ding, Dominik Stöger, Mahdi Soltanolkotabi, Soheil Feizi",poster,generative model
Filtered Inner Product Projection for Crosslingual Embedding Alignment,2022,ICLR,"Vin Sachidananda, Ziyi Yang, Chenguang Zhu",poster,
Deep Partition Aggregation: Provable Defenses against General Poisoning Attacks,2022,ICLR,"Alexander Levine, Soheil Feizi",poster,
HalentNet: Multimodal Trajectory Forecasting with Hallucinative Intents,2022,ICLR,"Deyao Zhu, Mohamed Zahran, Li Erran Li, Mohamed Elhoseiny",poster,multimodal
INT: An Inequality Benchmark for Evaluating Generalization in Theorem Proving,2022,ICLR,"Yuhuai Wu, Albert Jiang, Jimmy Ba, Roger Baker Grosse",poster,
Bayesian Few-Shot Classification with One-vs-Each Pólya-Gamma Augmented Gaussian Processes,2022,ICLR,"Jake Snell, Richard Zemel",poster,bayesian/augmentation
A Hypergradient Approach to Robust Regression without Correspondence,2022,ICLR,"Yujia Xie, Yixiu Mao, Simiao Zuo, Hongteng Xu, Xiaojing Ye, Tuo Zhao, Hongyuan Zha",poster,
C-Learning: Horizon-Aware Cumulative Accessibility Estimation,2022,ICLR,"Panteha Naderian, Gabriel Loaiza-Ganem, Harry J. Braviner, Anthony L. Caterini, Jesse C. Cresswell, Tong Li, Animesh Garg",poster,
MIROSTAT: A NEURAL TEXT DECODING ALGORITHM THAT DIRECTLY CONTROLS PERPLEXITY,2022,ICLR,"Sourya Basu, Govardana Sachitanandam Ramachandran, Nitish Shirish Keskar, Lav R. Varshney",poster,
Global optimality of softmax policy gradient with single hidden layer neural networks in the mean-field regime,2022,ICLR,"Andrea Agazzi, Jianfeng Lu",poster,
The Deep Bootstrap Framework: Good Online Learners are Good Offline Generalizers,2022,ICLR,"Preetum Nakkiran, Behnam Neyshabur, Hanie Sedghi",poster,online learning
A Better Alternative to Error Feedback for Communication-Efficient Distributed Learning,2022,ICLR,"Samuel Horváth, Peter Richtarik",poster,
DrNAS: Dirichlet Neural Architecture Search,2022,ICLR,"Xiangning Chen, Ruochen Wang, Minhao Cheng, Xiaocheng Tang, Cho-Jui Hsieh",poster,
Offline Model-Based Optimization via Normalized Maximum Likelihood Estimation,2022,ICLR,"Justin Fu, Sergey Levine",poster,optimization
Viewmaker Networks: Learning Views for Unsupervised Representation Learning,2022,ICLR,"Alex Tamkin, Mike Wu, Noah Goodman",poster,representation
Robust Pruning at Initialization,2022,ICLR,"Soufiane Hayou, Jean-Francois Ton, Arnaud Doucet, Yee Whye Teh",poster,
Single-Photon Image Classification,2022,ICLR,"Thomas Fischbacher, Luciano Sbaiz",poster,
Can a Fruit Fly Learn Word Embeddings?,2022,ICLR,"Yuchen Liang, Chaitanya Ryali, Benjamin Hoover, Leopold Grinberg, Saket Navlakha, Mohammed J Zaki, Dmitry Krotov",poster,
A Wigner-Eckart Theorem for Group Equivariant Convolution Kernels,2022,ICLR,"Leon Lang, Maurice Weiler",poster,
Non-asymptotic Confidence Intervals of Off-policy Evaluation: Primal and Dual Bounds,2022,ICLR,"Yihao Feng, Ziyang Tang, na zhang, qiang liu",poster,reinforcement learning
Model Patching: Closing the Subgroup Performance Gap with Data Augmentation,2022,ICLR,"Karan Goel, Albert Gu, Yixuan Li, Christopher Re",poster,augmentation
SOLAR: Sparse Orthogonal Learned and Random Embeddings,2022,ICLR,"Tharun Medini, Beidi Chen, Anshumali Shrivastava",poster,sparse
Neural representation and generation for RNA secondary structures,2022,ICLR,"Zichao Yan, William L. Hamilton, Mathieu Blanchette",poster,representation/generative model
A Mathematical Exploration of Why Language Models Help Solve Downstream Tasks,2022,ICLR,"Nikunj Saunshi, Sadhika Malladi, Sanjeev Arora",poster,
Noise or Signal: The Role of Image Backgrounds in Object Recognition,2022,ICLR,"Kai Yuanqing Xiao, Logan Engstrom, Andrew Ilyas, Aleksander Madry",poster,
Does enhanced shape bias improve neural network robustness to common corruptions?,2022,ICLR,"Chaithanya Kumar Mummadi, Ranjitha Subramaniam, Robin Hutmacher, Julien Vitay, Volker Fischer, Jan Hendrik Metzen",poster,
Long Live the Lottery: The Existence of Winning Tickets in Lifelong Learning,2022,ICLR,"Tianlong Chen, Zhenyu Zhang, Sijia Liu, Shiyu Chang, Zhangyang Wang",poster,
Exploring the Uncertainty Properties of Neural Networks’ Implicit Priors in the Infinite-Width Limit,2022,ICLR,"Ben Adlam, Jaehoon Lee, Lechao Xiao, Jeffrey Pennington, Jasper Snoek",poster,
Hierarchical Autoregressive Modeling for Neural Video Compression,2022,ICLR,"Ruihan Yang, Yibo Yang, Joseph Marino, Stephan Mandt",poster,
DeLighT: Deep and Light-weight Transformer,2022,ICLR,"Sachin Mehta, Marjan Ghazvininejad, Srinivasan Iyer, Luke Zettlemoyer, Hannaneh Hajishirzi",poster,transformer
Learning A Minimax Optimizer: A Pilot Study,2022,ICLR,"Jiayi Shen, Xiaohan Chen, Howard Heaton, Tianlong Chen, Jialin Liu, Wotao Yin, Zhangyang Wang",poster,
Fuzzy Tiling Activations: A Simple Approach to Learning Sparse Representations Online,2022,ICLR,"Yangchen Pan, Kirby Banman, Martha White",poster,representation/online learning/sparse
FedBE: Making Bayesian Model Ensemble Applicable to Federated Learning,2022,ICLR,"Hong-You Chen, Wei-Lun Chao",poster,bayesian/federated learning
Are Neural Nets Modular? Inspecting Functional Modularity Through Differentiable Weight Masks,2022,ICLR,"Róbert Csordás, Sjoerd van Steenkiste, Jürgen Schmidhuber",poster,
Calibration tests beyond classification,2022,ICLR,"David Widmann, Fredrik Lindsten, Dave Zachariah",poster,
Meta Back-Translation,2022,ICLR,"Hieu Pham, Xinyi Wang, Yiming Yang, Graham Neubig",poster,meta-learning
Attentional Constellation Nets for Few-Shot Learning,2022,ICLR,"Weijian Xu, yifan xu, Huaijin Wang, Zhuowen Tu",poster,zero_few-shot/transformer
Uncertainty Estimation in Autoregressive Structured Prediction,2022,ICLR,"Andrey Malinin, Mark Gales",poster,
Measuring Massive Multitask Language Understanding,2022,ICLR,"Dan Hendrycks, Collin Burns, Steven Basart, Andy Zou, Mantas Mazeika, Dawn Song, Jacob Steinhardt",poster,
No MCMC for me: Amortized sampling for fast and stable training of energy-based models,2022,ICLR,"Will Sussman Grathwohl, Jacob Jin Kelly, Milad Hashemi, Mohammad Norouzi, Kevin Swersky, David Duvenaud",poster,
Aligning AI With Shared Human Values,2022,ICLR,"Dan Hendrycks, Collin Burns, Steven Basart, Andrew Critch, Jerry Li, Dawn Song, Jacob Steinhardt",poster,
Class Normalization for (Continual)? Generalized Zero-Shot Learning,2022,ICLR,"Ivan Skorokhodov, Mohamed Elhoseiny",poster,zero_few-shot
Learning explanations that are hard to vary,2022,ICLR,"Giambattista Parascandolo, Alexander Neitz, ANTONIO ORVIETO, Luigi Gresele, Bernhard Schölkopf",poster,
Degree-Quant: Quantization-Aware Training for Graph Neural Networks,2022,ICLR,"Shyam Anil Tailor, Javier Fernandez-Marques, Nicholas Donald Lane",poster,graph
Byzantine-Resilient Non-Convex Stochastic Gradient Descent,2022,ICLR,"Zeyuan Allen-Zhu, Faeze Ebrahimianghazani, Jerry Li, Dan Alistarh",poster,
Teaching Temporal Logics to Neural Networks,2022,ICLR,"Christopher Hahn, Frederik Schmitt, Jens U. Kreber, Markus Norman Rabe, Bernd Finkbeiner",poster,
Bypassing the Ambient Dimension: Private SGD with Gradient Subspace Identification,2022,ICLR,"Yingxue Zhou, Steven Wu, Arindam Banerjee",poster,
Generative Time-series Modeling with Fourier Flows,2022,ICLR,"Ahmed Alaa, Alex James Chan, Mihaela van der Schaar",poster,zero_few-shot/generative model/flow
Overparameterisation and worst-case generalisation: friend or foe?,2022,ICLR,"Aditya Krishna Menon, Ankit Singh Rawat, Sanjiv Kumar",poster,
Improving Zero-Shot Voice Style Transfer via Disentangled Representation Learning,2022,ICLR,"Siyang Yuan, Pengyu Cheng, Ruiyi Zhang, Weituo Hao, Zhe Gan, Lawrence Carin",poster,zero_few-shot/representation/transfer learning
Meta-learning with negative learning rates,2022,ICLR,Alberto Bernacchia,poster,meta-learning
Learning to Recombine and Resample Data For Compositional Generalization,2022,ICLR,"Ekin Akyürek, Afra Feyza Akyürek, Jacob Andreas",poster,
Fooling a Complete Neural Network Verifier,2022,ICLR,"Dániel Zombori, Balázs Bánhelyi, Tibor Csendes, István Megyeri, Márk Jelasity",poster,
UMEC: Unified model and embedding compression for efficient recommendation systems,2022,ICLR,"Jiayi Shen, Haotao Wang, Shupeng Gui, Jianchao Tan, Zhangyang Wang, Ji Liu",poster,
Evaluations and Methods for Explanation through Robustness Analysis,2022,ICLR,"Cheng-Yu Hsieh, Chih-Kuan Yeh, Xuanqing Liu, Pradeep Kumar Ravikumar, Seungyeon Kim, Sanjiv Kumar, Cho-Jui Hsieh",poster,
Learning and Evaluating Representations for Deep One-Class Classification,2022,ICLR,"Kihyuk Sohn, Chun-Liang Li, Jinsung Yoon, Minho Jin, Tomas Pfister",poster,representation
Conditional Negative Sampling for Contrastive Learning of Visual Representations,2022,ICLR,"Mike Wu, Milan Mosse, Chengxu Zhuang, Daniel Yamins, Noah Goodman",poster,representation/contrastive learning
Communication in Multi-Agent Reinforcement Learning: Intention Sharing,2022,ICLR,"Woojun Kim, Jongeui Park, Youngchul Sung",poster,reinforcement learning/multi-agent
Neural Thompson Sampling,2022,ICLR,"Weitong ZHANG, Dongruo Zhou, Lihong Li, Quanquan Gu",poster,
Optimal Regularization can Mitigate Double Descent,2022,ICLR,"Preetum Nakkiran, Prayaag Venkat, Sham M. Kakade, Tengyu Ma",poster,
Separation and Concentration in Deep Networks,2022,ICLR,"John Zarka, Florentin Guth, Stéphane Mallat",poster,
Group Equivariant Generative Adversarial Networks,2022,ICLR,"Neel Dey, Antong Chen, Soheil Ghafurian",poster,generative model
InfoBERT: Improving Robustness of Language Models from An Information Theoretic Perspective,2022,ICLR,"Boxin Wang, Shuohang Wang, Yu Cheng, Zhe Gan, Ruoxi Jia, Bo Li, Jingjing Liu",poster,transformer
Using latent space regression to analyze and leverage compositionality in GANs,2022,ICLR,"Lucy Chai, Jonas Wulff, Phillip Isola",poster,
Go with the flow: Adaptive control for Neural ODEs,2022,ICLR,"Mathieu Chalvidal, Matthew Ricci, Rufin VanRullen, Thomas Serre",poster,zero_few-shot/adaptive/flow
A Learning Theoretic Perspective on Local Explainability,2022,ICLR,"Jeffrey Li, Vaishnavh Nagarajan, Gregory Plumb, Ameet Talwalkar",poster,
CopulaGNN: Towards Integrating Representational and Correlational Roles of Graphs in Graph Neural Networks,2022,ICLR,"Jiaqi Ma, Bo Chang, Xuefei Zhang, Qiaozhu Mei",poster,graph/representation
Gradient Descent on Neural Networks Typically Occurs at the Edge of Stability,2022,ICLR,"Jeremy Cohen, Simran Kaur, Yuanzhi Li, J Zico Kolter, Ameet Talwalkar",poster,
AutoLRS: Automatic Learning-Rate Schedule by Bayesian Optimization on the Fly,2022,ICLR,"Yuchen Jin, Tianyi Zhou, Liangyu Zhao, Yibo Zhu, Chuanxiong Guo, Marco Canini, Arvind Krishnamurthy",poster,optimization/bayesian
Autoregressive Dynamics Models for Offline Policy Evaluation and Optimization,2022,ICLR,"Michael R Zhang, Thomas Paine, Ofir Nachum, Cosmin Paduraru, George Tucker, ziyu wang, Mohammad Norouzi",poster,optimization
On the role of planning in model-based deep reinforcement learning,2022,ICLR,"Jessica B Hamrick, Abram L. Friesen, Feryal Behbahani, Arthur Guez, Fabio Viola, Sims Witherspoon, Thomas Anthony, Lars Holger Buesing, Petar Veličković, Theophane Weber",poster,reinforcement learning
